#ratio,1000,2000,3000,4000,5000,6000,7000,8000
0.25,40,7769987259.86,7778465113.64,8678471471.56,8468106166.61,6923637520.67,7845917847.00,9047274651.47,9967853815.69
0.5,40,6711175249.25,6498394584.89,8669325883.25,6510932923.39,6888569689.94,7840645831.17,9049792789.78,9945733761.19
1,40,7798243762.36,6448324493.03,8664542946.47,7917611101.42,6965813216.89,7877293907.17,9018036655.25,9969744819.58
1.25,40,7777125472.92,6418157923.72,8664435652.89,7805270221.08,6943661818.64,7867059605.83,9035075104.00,9962558984.06
1.5,40,7065983448.39,6432343724.61,8666816270.11,7833227384.11,6933514258.39,7876998893.92,9000157141.75,9981155942.11
1.75,40,7792354202.22,6430669678.92,7118895829.42,8476208318.83,6949826545.69,7864145064.69,9040142912.61,9962704694.03
2,40,6475179023.78,7993663680.89,8689109984.58,7665347969.72,6963630256.14,7866271761.06,9022804090.22,9982149032.75
