#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,30465635635.82,23720745154.56,54824588172.61,13898564049.92
5,30465635635.82,23720745154.56,42351110883.44,16003795523.25
6,30465635635.82,23720745154.56,33917307948.64,13573266741.89
7,30465635635.82,23720745154.56,28305157599.19,12130662466.50
8,30465635635.82,23720745154.56,24294307505.47,11158856527.97
9,30465635635.82,23720745154.56,21966359745.83,10363143107.58
10,30465635635.82,23720745154.56,19579216843.19,10312416279.69
11,30465635635.82,23720745154.56,17648080893.58,10334105984.97
12,30465635635.82,23720745154.56,16091666054.78,10065852592.58
13,30465635635.82,23720745154.56,15396471933.94,9358447774.58
14,30465635635.82,23720745154.56,14111567598.00,8655537338.39
15,30465635635.82,23720745154.56,13653580107.67,8666028390.50
16,30465635635.82,23720745154.56,12864616113.14,8637837345.36
17,30465635635.82,23720745154.56,12206000183.08,6992744437.89
18,30465635635.82,23720745154.56,11572310332.72,6660539367.64
19,30465635635.82,23720745154.56,11239711806.58,6433728028.89
20,30465635635.82,23720745154.56,10568606273.50,6358714404.22
21,30465635635.82,23720745154.56,10228601464.64,6560959680.14
22,30465635635.82,23720745154.56,9857230185.11,6919454833.67
23,30465635635.82,23720745154.56,9571747161.53,7228154146.08
24,30465635635.82,23720745154.56,9245540329.25,7610094240.06
25,30465635635.82,23720745154.56,9288669680.67,7865682722.17
26,30465635635.82,23720745154.56,8777144483.44,8052780330.25
27,30465635635.82,23720745154.56,8654833830.83,8180031275.03
28,30465635635.82,23720745154.56,8385027106.89,8259746233.25
29,30465635635.82,23720745154.56,8502392888.11,8345988633.97
30,30465635635.82,23720745154.56,7988883413.33,8412997672.19
31,30465635635.82,23720745154.56,7758605119.14,8513563572.72
32,30465635635.82,23720745154.56,7548427009.25,8579879191.17
