#cores,1000,3000,5000,7000,9000,11000,13000,15000,17000,19000,21000,23000,25000,27000,29000,31000,33000,35000,37000
4,13442529.81,78152963.03,207978735.83,405432663.94,667086931.50,984044522.75,1372921998.50,1830792595.36,12847091348.00,9938674240.86,16417500493.42,13898564049.92,23443464408.00,22261103166.03,30991543730.31,26281247725.19,45684051851.44,32029771235.44,48258747739.19
5,13433192.58,78048431.11,208076487.72,405309551.03,667389751.58,984459504.78,1374227733.81,1830458047.25,9546363650.64,10756355693.19,13134364420.53,16003795523.25,20367474691.78,22278025133.72,24372860871.78,27947370371.03,34063723187.36,39322174367.25,39016853134.67
6,13469228.67,78020809.17,208282380.64,404516921.75,667385124.94,982295394.69,1372650334.00,1830248792.14,7403552615.81,9903435061.61,13135248809.83,13573266741.89,16575480673.42,21460120898.78,21326526386.17,26017898202.28,30392492090.53,31743155048.19,35984435648.92
7,13425845.97,78032648.61,208145664.14,404644023.22,667022544.08,981948394.92,1373332626.75,1827990977.33,6824871485.11,8728475141.53,11744093301.72,12130662466.50,14696264199.58,19583152727.08,19945663164.92,22150160695.56,25738654178.69,29912088867.86,34309465924.42
8,13415688.50,78063550.25,208103305.14,405548604.25,667073275.83,984534758.31,1372573999.11,1831058190.75,6021174687.69,7725421986.50,9803672756.69,11158856527.97,13062522258.83,16513249353.42,17489007128.56,20459180443.42,23919289774.08,27737183240.72,31125377168.25
9,13441409.25,78091430.69,208300822.97,405103760.78,667513958.92,984546457.67,1374582392.33,1832002874.83,6022739042.78,7714813287.39,8695469354.83,10363143107.58,12219397294.44,14182300352.86,17001029328.25,18363671827.28,21224020348.61,24281033394.42,26907019330.25
10,13434000.53,78012421.64,208122520.53,405155408.42,667487637.92,982910433.33,1372391676.69,1830520102.00,6021457717.03,6400510189.19,7725270339.61,10312416279.69,12219408166.33,13189521727.56,17006571643.72,18257864818.33,19937482847.11,24181032712.58,24683371114.28
11,13414178.08,78017524.78,208218694.94,405058002.64,667645460.11,982497212.14,1372565056.61,1827861561.97,6023694378.67,6173809800.83,7729944112.17,10334105984.97,12219342904.92,12532522705.61,14759635097.00,16815956011.83,19588185031.36,20011832515.97,23135579054.39
12,13447636.86,78034736.69,208151514.86,405500210.17,667376551.89,983960745.42,1373611306.31,1830842804.11,6025452813.39,6200677236.75,7732650891.36,10065852592.58,12220121888.36,11565225369.00,13408295663.17,15383466336.00,19592042865.58,19800477794.31,20944951349.86
13,13444295.75,78469581.92,208332759.83,405187017.78,666910172.25,983988674.89,1374662730.19,1830514503.19,6027930844.97,6195686475.64,6536056439.58,9358447774.58,9633890766.25,11191767680.92,13422333391.94,14001672774.11,17846954486.50,22463515043.00,21969087302.42
14,13395267.22,78078407.61,208282774.22,404990997.14,666974411.92,982001211.92,1373516052.44,1830983635.06,6026814969.78,6179389169.94,6067124248.17,8655537338.39,8911773875.86,11162050996.50,13416588186.78,13649848070.89,17851964995.89,22407042213.53,21991300726.03
15,13378454.36,78194117.03,208051333.94,404672985.81,667049433.42,982562365.75,1372393783.14,1827600230.86,6029791535.64,6181272971.36,5989642557.86,8666028390.50,8631729675.89,11178274558.56,13431013321.56,13438020453.53,17875989399.14,22387153734.69,22004922585.44
16,13402375.31,77858798.56,208498678.89,404935690.03,666995453.47,981471234.56,1373586102.39,1826997949.72,6033208889.83,6165220268.61,5990707438.81,8637837345.36,8592223387.69,11139738248.92,13438393108.19,13475992322.17,17890027238.42,22391516719.17,22016583379.11
17,13418213.28,77873283.22,208193456.64,404328784.53,667817036.50,981705401.14,1373237905.25,1826907851.56,6031968794.06,6168489405.72,5994032729.44,6992744437.89,8145817157.17,11147694092.53,13451582922.08,13410792127.22,17912155553.08,20002713787.64,22036458076.81
18,13432122.33,77875661.81,208308660.69,404568905.17,667327763.25,981473670.11,1374870726.69,1827921239.78,6032880648.64,6173179311.44,5993271892.36,6660539367.64,8139924172.72,11160683116.83,13451781253.67,13410933814.44,14841634179.28,19990073850.86,19396377948.56
19,13345764.19,77747101.53,208199499.94,405104295.81,667573339.00,982575798.58,1373271712.53,1829861229.69,6038832189.78,6212261442.25,5996810919.17,6433728028.89,8178336215.67,11238137977.42,13472269614.19,13562768686.81,14202963529.53,19234034513.56,18431381517.83
20,13401031.19,77751320.36,208277535.69,404936759.64,667096149.39,982678979.17,1372451012.56,1830072378.39,6058518998.56,6248828987.58,6001977833.33,6358714404.22,8216401185.22,11278919563.14,13523131615.39,13605058745.42,13737522801.56,18752019590.47,18508758305.81
21,13431042.64,78001628.36,208184483.56,404555033.94,667362580.36,981811282.75,1373778738.33,1826758972.22,6103969539.08,6329580079.94,6134648759.03,6560959680.14,8507708454.39,11545533290.00,13808670266.00,13991693161.83,14064736133.00,17644157450.58,19061274952.03
22,13389740.11,77748617.17,208150278.75,404430466.08,667170184.28,981751619.53,1373640445.08,1827190856.31,6213839331.00,6498024562.06,6359390180.78,6919454833.67,8032974226.36,11131571384.28,14119463033.28,14407841892.31,14660350730.56,15328716316.11,19812209226.22
23,13389031.50,77760200.75,208053705.92,404617209.33,667647735.25,982701333.97,1372319538.61,1829713144.11,6291676889.67,6630646862.17,6600917136.44,7228154146.08,7307807082.25,10156945930.25,9977600412.67,12841211715.03,15276055449.08,15824955627.03,20678469583.25
24,13380589.78,77888950.81,208293500.28,404762549.75,668201015.47,982099375.19,1374557004.39,1827689252.97,6416834223.56,6844830741.86,6888100535.00,7610094240.06,7853415660.11,8996072478.14,10304630763.75,13432948410.53,15901342667.92,16779095377.36,17021895280.72
25,13375353.47,77913204.58,208145566.33,404436659.72,667623807.58,981831175.89,1372885444.42,1826708907.42,6526456767.47,6996087542.67,7124619370.61,7865682722.17,8194761851.50,8638543621.67,10790802398.69,13939238588.03,16460772559.50,17378308986.67,17695999332.78
26,13381983.92,77783239.89,208173977.25,404847643.67,667168953.31,981426272.36,1372486289.72,1829518844.33,6599376032.56,7098512251.69,7268495438.42,8052780330.25,8436794922.58,9052044778.36,10747434540.81,14395236426.28,16979578284.03,18060745417.86,18399215996.67
27,13349870.22,78149662.53,208120816.00,405012195.33,666987624.75,983074818.56,1372778260.75,1827059159.64,6654426927.78,7175564266.11,7350368490.22,8180031275.03,8583265992.72,9285543298.69,9785974250.19,14540735070.50,17237773886.86,18344031718.83,18915988773.56
28,13381054.44,77779138.72,208343962.42,404386955.67,667150903.03,983101546.69,1372200391.00,1827881809.53,6679066111.58,7219188803.39,7428351355.06,8259746233.25,8707079359.89,9343899381.67,11552706343.25,14809692984.42,17470807041.56,18765194842.36,19373552457.64
29,13342650.86,77867653.19,208127827.33,404202819.56,666963165.17,981551850.06,1373967525.97,1826682963.33,6719188878.25,7262915274.81,7508727037.44,8345988633.97,8863397915.31,9466720739.94,11727975436.11,14970922210.08,17803450137.28,18966618329.17,19703256422.42
30,13391273.61,77852125.06,208058664.25,404862225.56,666969038.69,983117971.28,1373469873.78,1828581176.14,6746773882.47,7301417837.17,7550928137.58,8412997672.19,8921903376.53,9558767355.42,11897291664.31,15197476072.14,18104621183.08,19283650356.75,20025447235.39
31,13489060.97,77937130.94,208285818.69,404486931.97,667761109.28,981599125.36,1373186741.89,1827827084.14,6765330603.28,7345588369.61,7603766074.56,8513563572.72,8996667037.78,9657345497.42,11947494661.50,15356267288.61,18086763148.39,19538063411.94,20226184071.67
32,14361731.61,78337427.64,208877123.39,405588939.33,668515859.97,982490158.61,1374232912.11,1828484586.11,6796587869.89,7383693749.28,7700070241.25,8579879191.17,9141025555.78,9721326472.08,12217253811.33,15560650201.28,18391601424.53,19785209984.00,20658141516.28
