#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,46005523419.53,37020789954.88,87015555557.78,30991543730.31
5,46005523419.53,37020789954.88,67310632257.14,24372860871.78
6,46005523419.53,37020789954.88,53932661953.44,21326526386.17
7,46005523419.53,37020789954.88,45021157633.33,19945663164.92
8,46005523419.53,37020789954.88,38627689263.94,17489007128.56
9,46005523419.53,37020789954.88,34929623521.25,17001029328.25
10,46005523419.53,37020789954.88,31109716776.53,17006571643.72
11,46005523419.53,37020789954.88,28047829561.47,14759635097.00
12,46005523419.53,37020789954.88,25540729499.83,13408295663.17
13,46005523419.53,37020789954.88,24322229127.42,13422333391.94
14,46005523419.53,37020789954.88,22522325756.58,13416588186.78
15,46005523419.53,37020789954.88,21718368191.86,13431013321.56
16,46005523419.53,37020789954.88,21119538011.94,13438393108.19
17,46005523419.53,37020789954.88,20029160457.56,13451582922.08
18,46005523419.53,37020789954.88,19022502683.25,13451781253.67
19,46005523419.53,37020789954.88,18105910432.03,13472269614.19
20,46005523419.53,37020789954.88,17413460774.44,13523131615.39
21,46005523419.53,37020789954.88,16659112364.50,13808670266.00
22,46005523419.53,37020789954.88,16154547260.06,14119463033.28
23,46005523419.53,37020789954.88,15578988373.92,9977600412.67
24,46005523419.53,37020789954.88,15244220299.33,10304630763.75
25,46005523419.53,37020789954.88,14731665178.47,10790802398.69
26,46005523419.53,37020789954.88,14331007598.31,10747434540.81
27,46005523419.53,37020789954.88,14061302801.06,9785974250.19
28,46005523419.53,37020789954.88,13696080844.44,11552706343.25
29,46005523419.53,37020789954.88,13410364205.50,11727975436.11
30,46005523419.53,37020789954.88,13056274780.33,11897291664.31
31,46005523419.53,37020789954.88,12707942297.33,11947494661.50
32,46005523419.53,37020789954.88,12195518145.53,12217253811.33
