#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,7601884282.90,1011377644.63,6677489763.97,1015036320.25
5,7601884282.90,1011377644.63,5373962844.67,1014852383.25
6,7601884282.90,1011377644.63,4882319157.42,1014684300.06
7,7601884282.90,1011377644.63,4638986558.25,1014980766.22
8,7601884282.90,1011377644.63,4478722043.08,1015215819.36
9,7601884282.90,1011377644.63,5220640127.11,1015526088.36
10,7601884282.90,1011377644.63,4666110434.28,1015316958.33
11,7601884282.90,1011377644.63,4326083583.36,1015296932.36
12,7601884282.90,1011377644.63,4267808969.47,1015129698.33
