#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,34442384885.83,60517945101.90,67652120781.64,33178228077.75
5,34442384885.83,60517945101.90,52101047213.69,27592572562.92
6,34442384885.83,60517945101.90,41763902652.14,24364764042.56
7,34442384885.83,60517945101.90,35738005477.08,20402554887.17
8,34442384885.83,60517945101.90,30672543053.42,22498531425.36
9,34442384885.83,60517945101.90,27761339808.22,22522167420.89
10,34442384885.83,60517945101.90,25038767619.14,22599836412.97
11,34442384885.83,60517945101.90,24290074205.83,22681433413.36
12,34442384885.83,60517945101.90,24394735990.89,22680152276.33
