#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,1,0.567717647940128,0.520633162799231,1.08267563438306
5,1,0.567717647940128,0.675906243234171,1.27028891922201
6,1,0.567717647940128,0.845004628845827,1.52365148204243
7,1,0.567717647940128,0.986673607802503,1.70520769021293
8,1,0.567717647940128,1.14893843476041,2.00601322988221
9,1,0.567717647940128,1.26537507577799,1.99379791185522
10,1,0.567717647940128,1.38192519883802,1.99002902171649
11,1,0.567717647940128,1.38858857772992,1.98783481640102
12,1,0.567717647940128,1.35374148026031,1.88845146223551
