#size,StencilSEQ37,StencilCUDA37,StencilCudaCpu37,StencilCudaGpu37,StencilCudaHybrid37
50*200*200,280416592.63,41148234.63,937261628.92,75020930.38,87821270.38
100*200*200,573016291.54,69937989.88,1015026197.25,106282700.00,106690231.96
200*200*200,1158114949.67,130515994.63,969699373.08,168820757.58,162851430.96
800*400*400,18719926762.63,2047334043.00,4102563845.88,2090624636.25,2087985495.79
200*800*800,19243615403.79,2052755599.46,3934874058.83,2097333576.79,2093812007.92
400*800*800,38667207681.67,14583977834.63,7730369915.67,17900820243.08,7938034987.42
800*800*800,77637224711.38,24041826892.21,15181626179.46,30268375802.21,12651271291.29
800*1000*1000,118958532652.88,47149225736.38,24049962365.21,52068855153.92,18932046138.75
1000*1000*1000,149189148950.25,59191625265.46,30268817403.71,64091213719.92,24246648103.96
