==14523== NVPROF is profiling process 14523, command: ./StencilCudaGpu37 1000 1000 1000 5 5
==14523== Warning: Unified Memory Profiling is not supported on this device. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==14523== Profiling application: ./StencilCudaGpu37 1000 1000 1000 5 5
==14523== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Device","Context","Stream","Name","Correlation_ID"
ns,ns,,,,,,,,B,B,,,,,
115881284.000000,1464.000000,,,,,,,,,,,,,"cuDeviceGetCount",1
115883571.000000,174,,,,,,,,,,,,,"cuDeviceGetCount",2
115891300.000000,420,,,,,,,,,,,,,"cuDeviceGet",3
115895596.000000,419,,,,,,,,,,,,,"cuDeviceGetAttribute",4
115898457.000000,344,,,,,,,,,,,,,"cuDeviceGetAttribute",5
115899708.000000,366,,,,,,,,,,,,,"cuDeviceGetAttribute",6
116344166.000000,1052.000000,,,,,,,,,,,,,"cuDeviceGet",7
116345888.000000,492,,,,,,,,,,,,,"cuDeviceGetAttribute",8
116353869.000000,564,,,,,,,,,,,,,"cuDeviceGetAttribute",9
116364825.000000,678,,,,,,,,,,,,,"cuDeviceGetAttribute",10
116433702.000000,508,,,,,,,,,,,,,"cuDeviceGetCount",11
116434461.000000,243,,,,,,,,,,,,,"cuDeviceGet",12
116435574.000000,36959.000000,,,,,,,,,,,,,"cuDeviceGetName",13
116473469.000000,103989.000000,,,,,,,,,,,,,"cuDeviceTotalMem",14
116578029.000000,360,,,,,,,,,,,,,"cuDeviceGetAttribute",15
116578605.000000,189,,,,,,,,,,,,,"cuDeviceGetAttribute",16
116578996.000000,191,,,,,,,,,,,,,"cuDeviceGetAttribute",17
116579393.000000,185,,,,,,,,,,,,,"cuDeviceGetAttribute",18
116579787.000000,178,,,,,,,,,,,,,"cuDeviceGetAttribute",19
116580178.000000,29642.000000,,,,,,,,,,,,,"cuDeviceGetAttribute",20
116610387.000000,232,,,,,,,,,,,,,"cuDeviceGetAttribute",21
116610831.000000,179,,,,,,,,,,,,,"cuDeviceGetAttribute",22
116611220.000000,181,,,,,,,,,,,,,"cuDeviceGetAttribute",23
116611606.000000,194,,,,,,,,,,,,,"cuDeviceGetAttribute",24
116612007.000000,197,,,,,,,,,,,,,"cuDeviceGetAttribute",25
116612415.000000,183,,,,,,,,,,,,,"cuDeviceGetAttribute",26
116612803.000000,180,,,,,,,,,,,,,"cuDeviceGetAttribute",27
116613195.000000,180,,,,,,,,,,,,,"cuDeviceGetAttribute",28
116613579.000000,180,,,,,,,,,,,,,"cuDeviceGetAttribute",29
116613965.000000,180,,,,,,,,,,,,,"cuDeviceGetAttribute",30
116614359.000000,179,,,,,,,,,,,,,"cuDeviceGetAttribute",31
116614746.000000,181,,,,,,,,,,,,,"cuDeviceGetAttribute",32
116615143.000000,200,,,,,,,,,,,,,"cuDeviceGetAttribute",33
116615547.000000,260,,,,,,,,,,,,,"cuDeviceGetAttribute",34
116616018.000000,179,,,,,,,,,,,,,"cuDeviceGetAttribute",35
116616406.000000,179,,,,,,,,,,,,,"cuDeviceGetAttribute",36
116616802.000000,183,,,,,,,,,,,,,"cuDeviceGetAttribute",37
116617193.000000,182,,,,,,,,,,,,,"cuDeviceGetAttribute",38
116617588.000000,179,,,,,,,,,,,,,"cuDeviceGetAttribute",39
116617981.000000,181,,,,,,,,,,,,,"cuDeviceGetAttribute",40
116618374.000000,251,,,,,,,,,,,,,"cuDeviceGetAttribute",41
116618837.000000,187,,,,,,,,,,,,,"cuDeviceGetAttribute",42
116619230.000000,186,,,,,,,,,,,,,"cuDeviceGetAttribute",43
116619630.000000,203,,,,,,,,,,,,,"cuDeviceGetAttribute",44
116620045.000000,191,,,,,,,,,,,,,"cuDeviceGetAttribute",45
116620441.000000,189,,,,,,,,,,,,,"cuDeviceGetAttribute",46
116620832.000000,181,,,,,,,,,,,,,"cuDeviceGetAttribute",47
