1000 * 1000, 31, 1, 32, 30, 20, 306336483.75, 315201314.5,1700954564,233123520,233094955,233047405,233046982,232875936,232920638,232798401,232943516,232958294,232810091,232994518,233064767,233044419,233058511,233786134,232612139,232586294,232477685,232530906,
1000 * 1000, 31, 1, 32, 30, 20, 308304865.300000012, 318615002.399999976,1743124942,232763853,232710538,232670059,232709991,232654956,232768890,232772175,232999174,232860506,233494315,232820272,232642730,232862332,232626160,232663534,232747529,232719176,232711231,232774943,
1000 * 1000, 31, 1, 32, 30, 20, 313647782.649999976, 324201913,1698158255,240815245,241082184,240838295,240843466,240628145,240624406,240761607,240903898,240672861,240834921,240803855,240771198,240703697,240769981,240808610,240581041,240710768,240861524,240781696,
1000 * 1000, 31, 1, 32, 30, 20, 311541524.399999976, 322042670.699999988,1692612684,238963350,238857728,238874938,238876517,238841658,238861577,238714258,238819340,238766321,238849334,238702695,238863068,238802011,238875821,238891554,239821372,238667677,238563875,238604710,
1000 * 1000, 31, 1, 32, 30, 20, 313618027.449999988, 324326198.449999988,1700473366,240821559,240654089,240572555,240601995,240602948,240622386,240581103,240768662,240782001,240588295,240628742,240598791,240524073,240586442,240598642,240651470,240546145,240543599,240613686,
1000 * 1000, 31, 1, 32, 30, 20, 311789817.100000024, 322332638.199999988,1702243133,238863364,239575932,238471220,238456353,238538450,238637677,238605775,238659356,238477936,238675329,238488390,238510976,238516310,238580420,238517315,238517782,238581944,238479927,238398753,
1000 * 1000, 31, 1, 32, 30, 20, 306516854.25, 316589539,1698886987,233271236,233337919,233271090,233425477,233191414,233182328,233065142,233089038,233153412,233203708,233305706,233442533,233374145,233349186,233172497,233099922,233706037,232881905,232927403,
1000 * 1000, 31, 1, 32, 30, 20, 311892281.300000012, 322487820.350000024,1698645004,238763553,238785163,238720279,238788743,238784118,238836409,238788113,239055122,240447300,238788147,238899298,238837664,238878251,238832670,238804065,238765773,238777772,238806470,238841712,
1000 * 1000, 31, 1, 32, 30, 20, 312272982.800000012, 322015942.649999976,1711728449,238744259,238770483,239453987,238708383,238562220,238511985,238470456,238680142,238623285,238469415,238445774,238538492,238451410,238595678,238418056,238476449,238614340,238630377,238566016,
1000 * 1000, 31, 1, 32, 30, 20, 314080799.550000012, 324655417.5,1709213537,240722909,240596487,240628055,240724170,240615618,240695205,240552284,240624038,240524380,240377946,240459119,240521788,240595958,240570665,240697537,240556998,242165158,240348959,240425180,
