1000 * 1000, 31, 1, 32, 30, 20, 1612271997.70000005, 1620737267.5999999,2995574176,1540099541,1539838907,1539666537,1539410825,1539376215,1539559114,1539262963,1539574718,1539037743,1539449112,1539020245,1539396760,1539171372,1539268031,1539448524,1539592695,1539510658,1539454228,1539727590,
1000 * 1000, 31, 1, 32, 30, 20, 1614696901.9000001, 1625102721.95000005,3047797884,1539128440,1539301392,1539634393,1538803817,1539175507,1539278126,1539172036,1539648775,1539686383,1539502297,1539503076,1539079553,1539405133,1539238949,1539086622,1539085887,1539431838,1539037665,1538940265,
1000 * 1000, 31, 1, 32, 30, 20, 1611931437.45000005, 1621286354,2988908174,1539124736,1539417572,1539233822,1539517102,1539550012,1539775079,1539519032,1539408009,1539783805,1539648100,1539168437,1538958857,1539624875,1539666900,1539417134,1539608850,1539398676,1539494174,1539405403,
1000 * 1000, 31, 1, 32, 30, 20, 1621870574.70000005, 1632547057.6500001,3007782157,1549064044,1549009296,1549363862,1549079906,1548929506,1548932532,1548241157,1548942651,1548604103,1548702962,1549646294,1548409197,1548780196,1548688183,1548988989,1548614773,1549291655,1549306556,1549033475,
1000 * 1000, 31, 1, 32, 30, 20, 1616186673.3499999, 1626551770.8499999,3009253497,1543246688,1543137400,1542953274,1542424616,1542857707,1542874514,1542689036,1543066411,1542431386,1543040309,1542664153,1543046600,1542673003,1542882526,1543035422,1543042091,1542658066,1542727121,1543029647,
1000 * 1000, 31, 1, 32, 30, 20, 1622474317.9000001, 1633085254.95000005,3006698972,1550176847,1549270682,1549692049,1549438021,1549692212,1549347212,1549678510,1549664764,1549586940,1549897203,1549784118,1549436180,1549279454,1549599011,1549183433,1549866221,1550261226,1549448164,1549485139,
1000 * 1000, 31, 1, 32, 30, 20, 1621038681.0999999, 1631713190.79999995,3012762457,1547616419,1548006235,1548110737,1547494800,1548183870,1547632103,1548009752,1547508184,1547140112,1547536190,1547684771,1548065085,1547772670,1547663924,1547494880,1547972820,1548327678,1547724565,1548066370,
1000 * 1000, 31, 1, 32, 30, 20, 1613902593.29999995, 1623303436.04999995,2991883533,1541423883,1541566771,1541524932,1542584050,1541215131,1540998209,1541095830,1540927878,1541107189,1541136650,1541161487,1541173541,1541358843,1541277977,1541620927,1541185938,1542609349,1541177620,1541022128,
1000 * 1000, 31, 1, 32, 30, 20, 1619444672.25, 1630036163.20000005,3001734435,1547010721,1546633640,1546362553,1547124768,1546356959,1546984844,1546957869,1546557037,1546884583,1546773299,1546440808,1546971768,1546621601,1546596435,1546619440,1547160902,1546347637,1546103162,1546650984,
1000 * 1000, 31, 1, 32, 30, 20, 1618353483.4000001, 1627994930.79999995,2998942276,1546113353,1545802718,1545027476,1545982687,1545619191,1545286419,1545733936,1545812432,1545816878,1545618679,1545678100,1545752061,1545601460,1545883465,1545548045,1545355075,1545889171,1545632083,1545974163,
