1000 * 1000, 31, 1, 32, 30, 20, 1807117502.79999995, 1815214067,3187800123,1734249649,1734363874,1734590632,1734314857,1734769689,1734165306,1734367690,1734599763,1734307686,1734993102,1734210433,1734065677,1734343658,1734234885,1734904572,1734557302,1734640911,1734658464,1734211783,
1000 * 1000, 31, 1, 32, 30, 20, 1815563080.20000005, 1826836264.0999999,3239516715,1740519234,1740498920,1740335184,1740269488,1740481399,1740487661,1742404823,1740855074,1740317000,1741138726,1740257831,1740019558,1740128600,1741046943,1741008609,1740183446,1740123328,1740866811,1740802254,
1000 * 1000, 31, 1, 32, 30, 20, 1808262830.95000005, 1818059876.70000005,3204507141,1736065823,1735002946,1734409509,1734484905,1734692079,1734198184,1734305574,1735062336,1734555963,1734815060,1734468315,1734346780,1735012714,1734784181,1735034939,1735104588,1734817503,1734904627,1734683452,
1000 * 1000, 31, 1, 32, 30, 20, 1809513244.9000001, 1819868151.5999999,3236018885,1733992773,1734460172,1734506543,1734037853,1737387757,1733957772,1734051013,1734216578,1733752042,1733828185,1733729027,1733557907,1734498387,1734619164,1733985959,1737372283,1734285790,1733766299,1734240509,
1000 * 1000, 31, 1, 32, 30, 20, 1807882811.9000001, 1817312609.25,3200065060,1735005194,1734615805,1734355295,1734429508,1734633007,1734492223,1734446107,1734769334,1734545856,1734582819,1734995102,1734558272,1734586804,1734855908,1734369599,1734401531,1734740912,1734609808,1734598094,
1000 * 1000, 31, 1, 32, 30, 20, 1807876417.8499999, 1817215451.75,3197387503,1734253108,1734093971,1735070132,1734102424,1734672262,1734784730,1734747527,1734804223,1736541552,1734943724,1734642702,1734746362,1735013712,1734052714,1734469590,1734724072,1734772896,1735166747,1734538406,
1000 * 1000, 31, 1, 32, 30, 20, 1813192139.4000001, 1822948922.6500001,3199403533,1740861831,1740124785,1740167565,1740165086,1740090394,1740342922,1740322143,1740347337,1740270032,1740493815,1740077856,1740063272,1740109528,1740284375,1739894928,1739802145,1740447569,1740490073,1740083599,
1000 * 1000, 31, 1, 32, 30, 20, 1808370600.0999999, 1817688252.3499999,3247070619,1733079871,1732423255,1732406069,1732324620,1733110455,1732298202,1732959855,1732670166,1732635558,1733097737,1732556883,1732743731,1732759330,1732557269,1732571226,1732647201,1732356440,1732418327,1732725188,
1000 * 1000, 31, 1, 32, 30, 20, 1805278384.1500001, 1815515208.20000005,3187880294,1733672086,1732466517,1732377104,1732435430,1732404567,1732586565,1732427094,1732867461,1732332205,1732432174,1732172321,1732568586,1732126198,1732496665,1732410101,1732272725,1732756288,1732722909,1732160393,
1000 * 1000, 31, 1, 32, 30, 20, 1826009154.54999995, 1835787904.70000005,3454472646,1740272986,1740362867,1740447266,1740082518,1740533376,1740259953,1740053809,1740155424,1740421231,1740607918,1740419491,1740411609,1740332530,1740257675,1740466041,1740905936,1739879642,1739507359,1740332814,
