3000 * 3000, 31, 1, 32, 30, 20, 9214435926.10000038, 9270458014.35000038,9214114129,9214189461,9214502783,9213844088,9214339400,9214068254,9214309035,9214307509,9214487815,9214716202,9214788359,9214511661,9214850395,9214306587,9214702827,9215059035,9214293513,9214806509,9214134965,9214385995,
3000 * 3000, 31, 1, 32, 30, 20, 9214656199.25, 9270293198,9213919702,9213930475,9213822791,9213656723,9213893675,9213901032,9213806187,9213471674,9213782613,9213665071,9213599628,9213735988,9214028016,9215096515,9217245524,9216751314,9217282688,9216898338,9215221851,9215414180,
3000 * 3000, 31, 1, 32, 30, 20, 9216555680.25, 9272442831.75,9217256876,9216683089,9216272542,9216150015,9216398551,9216293190,9217040269,9217170498,9217113152,9216818723,9216718691,9216877805,9216795437,9216518177,9217155039,9216781933,9216625476,9215851747,9215622010,9214970385,
3000 * 3000, 31, 1, 32, 30, 20, 9214866709.35000038, 9270503584.14999962,9214383869,9213919603,9214214463,9214078418,9214573130,9213977975,9214728852,9213927548,9214517948,9214526278,9214899380,9214591954,9214549633,9215616963,9216105429,9216021612,9216389824,9216098325,9215119307,9215093676,
3000 * 3000, 31, 1, 32, 30, 20, 9221469669.04999924, 9277330990.89999962,9221024032,9220806132,9221802161,9221953524,9221938515,9222135517,9221496475,9221849929,9222069329,9221476782,9221362512,9221538531,9221625597,9221196292,9224694981,9220538538,9220857496,9220388329,9219829432,9220809277,
3000 * 3000, 31, 1, 32, 30, 20, 9219302674.14999962, 9275528435.29999924,9219718631,9219941313,9220226996,9219892453,9219819836,9219843547,9219906676,9220186774,9220297219,9220400287,9219810378,9220671435,9220204426,9218869087,9217493284,9217826785,9217651999,9217852842,9217620831,9217818684,
3000 * 3000, 31, 1, 32, 30, 20, 9217624307.75, 9272379089.85000038,9215700937,9215933265,9215913249,9215833090,9215438538,9215960562,9215381959,9215656610,9215105568,9215309201,9215623943,9215655404,9215983946,9221309620,9221470018,9221369660,9221041510,9221066174,9221514194,9221218707,
3000 * 3000, 31, 1, 32, 30, 20, 9214526623.45000076, 9273306903,9214520191,9214977562,9214748344,9214593701,9214775051,9214496436,9214436142,9214276489,9214022012,9214278346,9214554667,9214098213,9214834909,9215468266,9214852896,9215049473,9214445572,9214611553,9213980883,9213511763,
3000 * 3000, 31, 1, 32, 30, 20, 9215942664.89999962, 9271664797.89999962,9216066992,9215599530,9215736614,9216013655,9215739311,9215788868,9215558118,9215988375,9215532216,9215810474,9216166882,9216114754,9215565234,9215682580,9216433285,9216912467,9216419518,9216910223,9215860749,9214953453,
3000 * 3000, 31, 1, 32, 30, 20, 9215989949.10000038, 9271611258,9214873701,9215209560,9215421058,9215074835,9214987657,9215542564,9214689433,9215083535,9214997618,9215430959,9215735107,9215383114,9215309521,9216644012,9218139021,9218035161,9217362908,9217689674,9216982948,9217206596,
