1000 * 1000, 31, 1, 32, 30, 20, 1676353441.8499999, 1684985785,3053415663,1603915097,1603762997,1604037594,1603517665,1603748265,1604427787,1603885547,1603411884,1603769456,1603836033,1604082091,1604390577,1603648905,1603765613,1604088204,1604135134,1603718372,1603927742,1603584211,
1000 * 1000, 31, 1, 32, 30, 20, 1678161431.5, 1688384297.25,3067730846,1604663546,1604567977,1605024797,1604896653,1605176344,1604855777,1604505667,1604754642,1604545806,1604918107,1604534556,1604315192,1604876522,1604987619,1608702170,1605074721,1605107967,1604979453,1605010268,
1000 * 1000, 31, 1, 32, 30, 20, 1678651633.0999999, 1689670755,3069994622,1605440171,1605146175,1605449446,1605091594,1605241378,1605282279,1605536175,1605794374,1605508110,1605806471,1605976211,1605566403,1605688245,1605131769,1605235958,1605077572,1605358175,1605593738,1605113796,
1000 * 1000, 31, 1, 32, 30, 20, 1677664489.8499999, 1687995742.8499999,3065165371,1605083085,1604176573,1604321651,1604684830,1604302203,1604613479,1605096233,1604464034,1604735368,1604396511,1604138189,1604869371,1604889582,1604337629,1604864012,1605035170,1604884425,1604612190,1604619891,
1000 * 1000, 31, 1, 32, 30, 20, 1683204197.6500001, 1693882785.45000005,3084574413,1609802428,1609708595,1609813862,1609165888,1609108524,1608856731,1609370901,1609284450,1609365296,1609422016,1609604148,1609364504,1609446958,1609143991,1609859533,1609489988,1609409705,1609701875,1609590147,
1000 * 1000, 31, 1, 32, 30, 20, 1685024570.25, 1694727851.70000005,3082067612,1611217832,1611171485,1611568830,1611606862,1612073366,1611932771,1611533394,1611322744,1611370844,1611024233,1611561903,1611500545,1611610862,1611503650,1611743528,1611826885,1611230335,1611363369,1611260355,
1000 * 1000, 31, 1, 32, 30, 20, 1679900659.75, 1690975427.79999995,3078020176,1606094020,1606129718,1606270425,1605823864,1606217021,1606343247,1606239710,1606271961,1606661513,1606067831,1606313972,1606116341,1606656559,1606328499,1606389364,1606216831,1606561063,1606795241,1606495839,
1000 * 1000, 31, 1, 32, 30, 20, 1682412048.75, 1692097669.3499999,3068274727,1609513131,1609683444,1609456461,1609084911,1609398827,1609310251,1609363456,1609861808,1609665667,1609463858,1609946689,1609336212,1609123611,1609372871,1609727684,1608711013,1609477250,1609605835,1609863269,
1000 * 1000, 31, 1, 32, 30, 20, 1678720358.45000005, 1689089670.1500001,3064647948,1605772300,1605315613,1606077001,1605423704,1605721075,1605494845,1605475463,1606166867,1606109402,1605936328,1605956472,1605948120,1605753068,1605987610,1605567271,1606086565,1605616626,1605508288,1605842603,
1000 * 1000, 31, 1, 32, 30, 20, 1677023809.6500001, 1686373913.54999995,3070641464,1603788649,1604444678,1603412547,1603964581,1602833908,1603640206,1603936185,1603614498,1603544407,1603934824,1603780004,1603510331,1603384334,1603786880,1604023965,1603830989,1603728294,1602971153,1603704296,
