2000 * 2000, 31, 1, 32, 30, 20, 4099657068.94999981, 4127534069.19999981,4106200168,4099385018,4099154234,4099251093,4098919864,4099675343,4099476728,4099220053,4099174687,4099268457,4099262199,4099185290,4099133665,4099166762,4099389536,4099419844,4099594193,4099470994,4099125246,4099668005,
2000 * 2000, 31, 1, 32, 30, 20, 4098721063.5999999, 4125371973,4098115582,4098544434,4099038248,4099467352,4098837734,4098816402,4098888992,4098956377,4098533932,4098666522,4098731926,4098556108,4098598082,4098588323,4098695155,4098542367,4098457055,4098570113,4098988283,4098828285,
2000 * 2000, 31, 1, 32, 30, 20, 4099866086.19999981, 4125662935.6500001,4099703298,4099664963,4099982200,4099741634,4100088575,4099832398,4099760149,4100025604,4099864073,4100029741,4100023563,4100128782,4099797862,4099614457,4099742198,4099816016,4099807394,4099701740,4099940229,4100056848,
2000 * 2000, 31, 1, 32, 30, 20, 4102382259.44999981, 4128966949.44999981,4101970500,4102511950,4102719219,4102601996,4102680947,4102507744,4102263236,4102327025,4102464085,4102115939,4102661189,4102736023,4102183387,4102621383,4102327805,4102301466,4102199700,4102094038,4102255735,4102101822,
2000 * 2000, 31, 1, 32, 30, 20, 4098913121.4000001, 4125627944.80000019,4098548246,4098709142,4098696852,4098895819,4098869902,4098957749,4098879800,4098867606,4098771589,4098978763,4098818886,4099051124,4098886682,4099150113,4098887662,4098959547,4099257298,4099075195,4098997660,4099002793,
2000 * 2000, 31, 1, 32, 30, 20, 4098824018.44999981, 4125914716.69999981,4098569022,4098506259,4098884289,4098898716,4098657995,4098705297,4099320599,4098884211,4098985385,4098758921,4098691571,4099093143,4098747089,4098747467,4099408093,4098341823,4098611297,4098841425,4098944092,4098883675,
2000 * 2000, 31, 1, 32, 30, 20, 4097670178.1500001, 4124267398.0999999,4097420260,4097424229,4097784033,4097946634,4097696013,4097969203,4097841664,4097889917,4097736322,4097807213,4097482510,4097682970,4097596798,4097429265,4097663932,4097740004,4097159622,4097563661,4097458639,4098110674,
2000 * 2000, 31, 1, 32, 30, 20, 4099379949.4000001, 4125941637.5999999,4098974536,4099487239,4099244343,4099141558,4099609076,4099678557,4099542839,4099563354,4099254426,4099461462,4099895308,4099446929,4099470128,4099674282,4099177419,4099284232,4098956612,4099319589,4099114141,4099302958,
2000 * 2000, 31, 1, 32, 30, 20, 4103288779.80000019, 4129290591.94999981,4102802775,4103081361,4103300218,4102942968,4103169181,4103045421,4103122416,4103619518,4103297716,4103312060,4102992981,4103214633,4103091960,4103510291,4103401963,4103477311,4103620075,4103529381,4103400829,4103842538,
2000 * 2000, 31, 1, 32, 30, 20, 4099325252.75, 4126234147.3499999,4098671101,4099357749,4099089676,4099742416,4099386807,4099410122,4099566840,4099893568,4099567992,4099262130,4099207162,4099214960,4099237302,4098934653,4099164770,4099094387,4099290023,4099449608,4099610457,4099353332,
