#size,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaGpu,StencilCudaHybrid3
1000,1,3.26737087142928,1.47524606322271,0.482459366272643,3.10623054986595
3000,1,4.21751511999259,1.45691253978188,0.536267868696042,4.19825699763439
5000,1,4.13669603545914,1.44207537199965,0.519476656168274,4.14570454239206
7000,1,4.15758070004722,1.4485401783139,0.526759469887654,4.15914586198701
9000,1,4.29697265488874,1.48213224541086,0.545679511429887,4.29606471396064
11000,1,4.462980211656,1.49348887543317,0.561366493057774,4.45590637241428
13000,1,4.52315095806606,1.56147524850285,0.572687503263875,4.52059309250022
15000,1,4.57645412406198,1.53518951867027,0.581854797815365,4.57735021126459
17000,1,0.573819223156291,1.55784660355712,0.575396387368852,1.33978344456549
19000,1,0.579623678921225,1.51907478421097,0.579284525371246,1.68405010937786
21000,1,0.594197880512756,1.57907841740371,0.595921021383504,2.11008421044342
23000,1,0.590198155893871,1.51231630509834,0.591279365809438,2.07378587497758
25000,1,0.56474040812847,1.40074799134014,0.566614596835922,1.73414726798832
27000,1,0.569424714274035,1.41050373558436,0.568562991368523,1.82907534309234
29000,1,0.566457335328664,1.38327016904352,0.566591425454877,1.98258320673884
31000,1,0.567121851104884,1.35368791801416,0.566623271774741,1.92962471964668
33000,1,0.561649688948931,1.29664719177643,0.562587013013097,1.85895318885058
35000,1,0.580954852743207,1.3096830419998,0.581220517436398,2.0280522446286
