#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,1,9.02748125393694,1.01444632682721,7.95036206836352
5,1,9.02748125393694,1.02017315223298,7.94064199379887
6,1,9.02748125393694,1.05583474027394,7.93210264430155
7,1,9.02748125393694,1.04071001734146,7.92944255641822
8,1,9.02748125393694,0.975897245394504,7.76013044095733
