#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,2330547050.09,404830564.90,3491697144.11,404730041.36
5,2330547050.09,404830564.90,2688881927.69,404679541.97
6,2330547050.09,404830564.90,2159789085.69,405246573.03
7,2330547050.09,404830564.90,1889585639.44,404824647.56
8,2330547050.09,404830564.90,1706432604.19,405213628.11
9,2330547050.09,404830564.90,1402637440.53,404470676.67
10,2330547050.09,404830564.90,1254509655.78,404563408.86
11,2330547050.09,404830564.90,1139647587.11,404959504.78
12,2330547050.09,404830564.90,1052311195.86,404591757.81
13,2330547050.09,404830564.90,985388524.22,404437555.78
14,2330547050.09,404830564.90,923717963.58,404585495.22
15,2330547050.09,404830564.90,869847239.94,404467509.44
16,2330547050.09,404830564.90,815715115.06,405022189.36
17,2330547050.09,404830564.90,808095629.53,404604559.89
18,2330547050.09,404830564.90,820072233.64,404950564.25
19,2330547050.09,404830564.90,1040306923.83,405014337.25
20,2330547050.09,404830564.90,994421564.72,405573720.97
21,2330547050.09,404830564.90,944009731.00,404919149.11
22,2330547050.09,404830564.90,916870764.50,405009542.11
23,2330547050.09,404830564.90,882231169.72,405523615.14
24,2330547050.09,404830564.90,889265779.92,404916126.72
25,2330547050.09,404830564.90,837716549.14,404871973.69
26,2330547050.09,404830564.90,795817833.58,405106292.42
27,2330547050.09,404830564.90,776383030.81,404948599.58
28,2330547050.09,404830564.90,758383470.25,405045806.25
29,2330547050.09,404830564.90,736059793.03,405638183.08
30,2330547050.09,404830564.90,727594102.22,404947682.78
31,2330547050.09,404830564.90,704898070.67,405113457.94
32,2330547050.09,404830564.90,757639098.72,405076526.47
