#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,1,6.58286157356007,0.754121370364653,6.58066263963304
5,1,6.58286157356007,0.974801281263149,6.58361933741131
6,1,6.58286157356007,1.21091115997689,6.58207085656334
7,1,6.58286157356007,1.38891232355828,6.58347508700736
8,1,6.58286157356007,1.53009678124873,6.57676462013377
9,1,6.58286157356007,1.87459735022846,6.5885456093852
10,1,6.58286157356007,2.08478511082407,6.58775902519887
11,1,6.58286157356007,2.27286985298432,6.58026085177791
12,1,6.58286157356007,2.44894543373256,6.58136425498153
13,1,6.58286157356007,2.66542788400136,6.57957536273098
14,1,6.58286157356007,2.83070434517326,6.58933081235018
15,1,6.58286157356007,3.01806694229697,6.58895254541744
16,1,6.58286157356007,3.24877402382846,6.58838083247311
17,1,6.58286157356007,3.23861128787376,6.5793212405855
18,1,6.58286157356007,3.2043165947657,6.58242331103636
19,1,6.58286157356007,2.496718158826,6.58401834242431
20,1,6.58286157356007,2.55337961046791,6.58316275674688
21,1,6.58286157356007,2.77212258599624,6.58227441801173
22,1,6.58286157356007,2.79241419697992,6.57322491329334
23,1,6.58286157356007,2.94488793047554,6.58251406437494
24,1,6.58286157356007,2.97046659689808,6.58331974762162
25,1,6.58286157356007,3.10917112604851,6.58249411536497
26,1,6.58286157356007,3.24089902280816,6.58158300908776
27,1,6.58286157356007,3.37061800051489,6.58239000661405
28,1,6.58286157356007,3.43580334499357,6.58265276889038
29,1,6.58286157356007,3.45346147652784,6.57393417580844
30,1,6.58286157356007,3.52010639780246,6.57875390583976
31,1,6.58286157356007,3.70112027163339,6.58268584964657
32,1,6.58286157356007,3.77999466824541,6.5828588845839
