#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,74081471334.43,53874024934.50,55694848992.33,28489081575.33
5,74081471334.43,53874024934.50,42053150486.22,20053683027.39
6,74081471334.43,53874024934.50,33637542568.44,23945874861.94
7,74081471334.43,53874024934.50,28378223297.22,14735875531.89
8,74081471334.43,53874024934.50,25720508557.00,14305750024.39
9,74081471334.43,53874024934.50,25101949543.44,14123838591.94
10,74081471334.43,53874024934.50,24480072582.17,14091653524.11
11,74081471334.43,53874024934.50,22776369248.17,13590576478.44
12,74081471334.43,53874024934.50,21851611038.11,13722722635.11
13,74081471334.43,53874024934.50,20975959914.06,13996526574.00
14,74081471334.43,53874024934.50,20316978263.89,14245091572.44
15,74081471334.43,53874024934.50,19887126878.50,14571536837.83
16,74081471334.43,53874024934.50,19547043204.00,14878732872.33
17,74081471334.43,53874024934.50,19521582064.22,15129579011.06
18,74081471334.43,53874024934.50,20277539258.72,15351238862.17
19,74081471334.43,53874024934.50,18456982556.17,15562880619.72
20,74081471334.43,53874024934.50,17964507192.83,15688387631.17
21,74081471334.43,53874024934.50,18336295908.67,15648822045.67
22,74081471334.43,53874024934.50,20030655872.61,15619856104.28
23,74081471334.43,53874024934.50,23127774490.06,15630955616.89
24,74081471334.43,53874024934.50,22050067831.67,15523260526.11
25,74081471334.43,53874024934.50,20781338962.61,15420155217.33
26,74081471334.43,53874024934.50,19705701162.33,15284106150.83
27,74081471334.43,53874024934.50,19318399735.83,15251593579.83
28,74081471334.43,53874024934.50,19426965181.72,15155841281.56
29,74081471334.43,53874024934.50,19644968628.39,15112807419.11
30,74081471334.43,53874024934.50,20127613921.94,15040393469.39
31,74081471334.43,53874024934.50,19723078983.17,14996023628.50
32,74081471334.43,53874024934.50,19364076275.06,15034388461.28
33,74081471334.43,53874024934.50,19354795891.06,15162804642.67
34,74081471334.43,53874024934.50,19270341860.33,15312513652.78
35,74081471334.43,53874024934.50,19321696549.89,15455036215.61
36,74081471334.43,53874024934.50,19396209294.78,15617499228.61
37,74081471334.43,53874024934.50,19485233020.33,15743602353.50
38,74081471334.43,53874024934.50,20328922027.78,15790779034.50
39,74081471334.43,53874024934.50,19589638578.50,15824195310.22
40,74081471334.43,53874024934.50,19069534202.67,16122017964.83
