#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,1,1.39686463732387,1.35148555771386,2.69293758941972
5,1,1.39686463732387,1.77388916331908,3.59968988677111
6,1,1.39686463732387,2.21348239292892,4.65303260925545
7,1,1.39686463732387,2.65038103439681,4.64842346480807
8,1,1.39686463732387,3.0246295320512,4.64973036839248
9,1,1.39686463732387,3.30967181023982,4.64792317389928
10,1,1.39686463732387,3.48678404481014,4.64307910533059
11,1,1.39686463732387,3.81341386513206,4.61595578356788
12,1,1.39686463732387,3.95886407608731,4.59447179564604
13,1,1.39686463732387,4.02630340975596,4.54311637403992
14,1,1.39686463732387,4.22326745964584,4.46474806784853
15,1,1.39686463732387,4.36961883765516,4.40318420385526
16,1,1.39686463732387,4.46516098789161,4.29474163436078
17,1,1.39686463732387,4.56508540101816,4.24418497903475
18,1,1.39686463732387,4.63620338257617,4.19545375766067
19,1,1.39686463732387,4.784990939311,4.18338807069027
20,1,1.39686463732387,4.96068535964176,4.13505311693093
21,1,1.39686463732387,4.82961495614688,4.15713733914141
22,1,1.39686463732387,4.79023244527475,4.14654711972977
23,1,1.39686463732387,3.85203248104066,4.17124364190769
24,1,1.39686463732387,4.01997832010445,4.19014439144281
25,1,1.39686463732387,4.16334778155163,4.20784499185186
26,1,1.39686463732387,4.34814965476321,4.22238107105215
27,1,1.39686463732387,4.41788146678753,4.26119053047147
28,1,1.39686463732387,4.462052340702,4.25905420439049
29,1,1.39686463732387,4.42855825794958,4.2774868020507
30,1,1.39686463732387,4.29609948735826,4.29305659194961
31,1,1.39686463732387,4.37170682275092,4.29188340827667
32,1,1.39686463732387,4.43961177116375,4.28162661852834
33,1,1.39686463732387,4.49175204343835,4.25489989829092
34,1,1.39686463732387,4.4812612937343,4.22409755108448
35,1,1.39686463732387,4.52621509630144,4.19047540888236
36,1,1.39686463732387,4.46489277076519,4.16974765504527
37,1,1.39686463732387,4.57997355670767,4.14428141445217
38,1,1.39686463732387,4.49524441099422,4.13052852017542
39,1,1.39686463732387,4.49946251313566,4.1130986387641
40,1,1.39686463732387,4.67496332636142,4.10195155544284
