#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,17340140070.98,13049934088.59,13336783017.39,6017557092.33
5,17340140070.98,13049934088.59,10124535625.67,6017320947.89
6,17340140070.98,13049934088.59,8059702834.50,6019071313.44
7,17340140070.98,13049934088.59,6801273076.94,6015641612.00
8,17340140070.98,13049934088.59,5987625385.44,6018834755.78
9,17340140070.98,13049934088.59,5468287873.67,6021368110.22
10,17340140070.98,13049934088.59,5184659963.83,6028831975.78
11,17340140070.98,13049934088.59,4744019196.17,6075664084.56
12,17340140070.98,13049934088.59,4594083848.17,6102160248.83
13,17340140070.98,13049934088.59,4488778813.06,6151940882.44
14,17340140070.98,13049934088.59,4316779471.61,6179005726.22
15,17340140070.98,13049934088.59,4211086127.00,6243202984.22
16,17340140070.98,13049934088.59,4100942778.67,6292324442.06
17,17340140070.98,13049934088.59,4057378595.61,6335671949.89
18,17340140070.98,13049934088.59,3993088563.28,6369953515.28
19,17340140070.98,13049934088.59,3859506881.39,6387676043.61
20,17340140070.98,13049934088.59,3823650638.11,6413028625.00
21,17340140070.98,13049934088.59,3826566976.00,6416936929.28
22,17340140070.98,13049934088.59,3920079879.28,6421321108.11
23,17340140070.98,13049934088.59,4631397781.61,6407926283.06
24,17340140070.98,13049934088.59,4471109256.78,6389045590.00
25,17340140070.98,13049934088.59,4336739881.00,6377561656.22
26,17340140070.98,13049934088.59,4238157881.06,6360920760.61
27,17340140070.98,13049934088.59,4131098160.61,6344863797.11
28,17340140070.98,13049934088.59,4064151006.06,6331085856.67
29,17340140070.98,13049934088.59,4094441933.00,6323351961.50
30,17340140070.98,13049934088.59,4236043239.78,6311106023.17
31,17340140070.98,13049934088.59,4094175078.56,6314417285.11
32,17340140070.98,13049934088.59,4101902720.94,6324529407.50
33,17340140070.98,13049934088.59,4063404795.11,6345504738.50
34,17340140070.98,13049934088.59,3945837637.06,6369555985.50
35,17340140070.98,13049934088.59,4054506632.56,6391650457.56
36,17340140070.98,13049934088.59,4093957180.56,6403024545.39
37,17340140070.98,13049934088.59,3965577236.78,6416243232.17
38,17340140070.98,13049934088.59,4175821095.11,6428453225.67
39,17340140070.98,13049934088.59,3852585117.00,6434917471.83
40,17340140070.98,13049934088.59,3827293364.94,6447845570.94
