#ratio,1000,4000,8000
0.5,8,13822940622.44,14740501589.53,14528725603.53
1,8,15078581070.31,14031781289.89,14719734833.33
1.5,8,14638310700.25,13909705580.92,15631575711.06
2,8,14579108543.11,14518889995.78,15055492835.14
