#ratio,1000,4000,8000
0.5,8,20674613133.19,21237777762.83,20741598509.94
1,8,20520561082.86,21759443029.56,20847710993.97
1.5,8,21915569782.69,20454879735.69,20999866781.94
2,8,21783495696.06,21035499923.81,21101493378.00
