#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,39506122112.29,32571830338.54,51696123850.50,22071553989.28
5,39506122112.29,32571830338.54,40027264476.19,17286592428.78
6,39506122112.29,32571830338.54,32231586947.53,13154812624.08
7,39506122112.29,32571830338.54,28501004774.72,12304583157.47
8,39506122112.29,32571830338.54,26071856753.06,10959062240.89
9,39506122112.29,32571830338.54,21322247993.78,10950533755.97
10,39506122112.29,32571830338.54,19179060703.94,10970115071.08
11,39506122112.29,32571830338.54,17671786364.83,11156174500.86
12,39506122112.29,32571830338.54,16099346295.44,9848084100.25
13,39506122112.29,32571830338.54,15257876108.81,10434397938.03
14,39506122112.29,32571830338.54,14262999109.19,8616992088.33
15,39506122112.29,32571830338.54,13390800081.06,8966281791.67
16,39506122112.29,32571830338.54,20431277348.36,11050017685.03
17,39506122112.29,32571830338.54,12627368803.72,8920961654.47
18,39506122112.29,32571830338.54,12835187397.72,8981101287.17
19,39506122112.29,32571830338.54,15666730767.92,9243922355.89
20,39506122112.29,32571830338.54,15023229595.53,8980058379.78
21,39506122112.29,32571830338.54,14492068039.69,8791688081.94
22,39506122112.29,32571830338.54,14126852137.11,8712312232.56
23,39506122112.29,32571830338.54,13667126015.31,8675227400.31
24,39506122112.29,32571830338.54,13562145916.25,8561507456.03
25,39506122112.29,32571830338.54,13091253566.67,8953510912.33
26,39506122112.29,32571830338.54,12518785902.69,8754564212.94
27,39506122112.29,32571830338.54,12171821743.78,8730848070.25
28,39506122112.29,32571830338.54,11752507308.50,8964877385.75
29,39506122112.29,32571830338.54,11620906683.81,9220166428.08
30,39506122112.29,32571830338.54,11356898420.36,9382892349.75
31,39506122112.29,32571830338.54,11058616661.42,9447285884.92
32,39506122112.29,32571830338.54,10704720506.25,9770542730.00
