==14305== NVPROF is profiling process 14305, command: ./StencilCudaGpu37 1000 1000 800 10 5
==14305== Warning: Unified Memory Profiling is not supported on this device. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==14305== Profiling application: ./StencilCudaGpu37 1000 1000 800 10 5
==14305== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Device","Context","Stream","Name","Correlation_ID"
ns,ns,,,,,,,,B,B,,,,,
117052565.000000,1617.000000,,,,,,,,,,,,,"cuDeviceGetCount",1
117055181.000000,227,,,,,,,,,,,,,"cuDeviceGetCount",2
117069481.000000,504,,,,,,,,,,,,,"cuDeviceGet",3
117070604.000000,339,,,,,,,,,,,,,"cuDeviceGetAttribute",4
117074628.000000,228,,,,,,,,,,,,,"cuDeviceGetAttribute",5
117075440.000000,210,,,,,,,,,,,,,"cuDeviceGetAttribute",6
117616439.000000,1154.000000,,,,,,,,,,,,,"cuDeviceGet",7
117617996.000000,265,,,,,,,,,,,,,"cuDeviceGetAttribute",8
117620063.000000,205,,,,,,,,,,,,,"cuDeviceGetAttribute",9
117620640.000000,269,,,,,,,,,,,,,"cuDeviceGetAttribute",10
117675550.000000,439,,,,,,,,,,,,,"cuDeviceGetCount",11
117676275.000000,237,,,,,,,,,,,,,"cuDeviceGet",12
117677591.000000,39590.000000,,,,,,,,,,,,,"cuDeviceGetName",13
117718186.000000,103389.000000,,,,,,,,,,,,,"cuDeviceTotalMem",14
117822144.000000,325,,,,,,,,,,,,,"cuDeviceGetAttribute",15
117822674.000000,190,,,,,,,,,,,,,"cuDeviceGetAttribute",16
117823067.000000,192,,,,,,,,,,,,,"cuDeviceGetAttribute",17
117823466.000000,258,,,,,,,,,,,,,"cuDeviceGetAttribute",18
117823933.000000,173,,,,,,,,,,,,,"cuDeviceGetAttribute",19
117824315.000000,29342.000000,,,,,,,,,,,,,"cuDeviceGetAttribute",20
117854144.000000,242,,,,,,,,,,,,,"cuDeviceGetAttribute",21
117854595.000000,181,,,,,,,,,,,,,"cuDeviceGetAttribute",22
117854979.000000,188,,,,,,,,,,,,,"cuDeviceGetAttribute",23
117855371.000000,224,,,,,,,,,,,,,"cuDeviceGetAttribute",24
117855798.000000,218,,,,,,,,,,,,,"cuDeviceGetAttribute",25
117856224.000000,253,,,,,,,,,,,,,"cuDeviceGetAttribute",26
117856679.000000,177,,,,,,,,,,,,,"cuDeviceGetAttribute",27
117857072.000000,179,,,,,,,,,,,,,"cuDeviceGetAttribute",28
117857458.000000,184,,,,,,,,,,,,,"cuDeviceGetAttribute",29
117857850.000000,182,,,,,,,,,,,,,"cuDeviceGetAttribute",30
117858241.000000,177,,,,,,,,,,,,,"cuDeviceGetAttribute",31
117858619.000000,186,,,,,,,,,,,,,"cuDeviceGetAttribute",32
117859014.000000,194,,,,,,,,,,,,,"cuDeviceGetAttribute",33
117859410.000000,190,,,,,,,,,,,,,"cuDeviceGetAttribute",34
117859807.000000,183,,,,,,,,,,,,,"cuDeviceGetAttribute",35
117860195.000000,177,,,,,,,,,,,,,"cuDeviceGetAttribute",36
117860574.000000,194,,,,,,,,,,,,,"cuDeviceGetAttribute",37
117860976.000000,191,,,,,,,,,,,,,"cuDeviceGetAttribute",38
117861377.000000,183,,,,,,,,,,,,,"cuDeviceGetAttribute",39
117861763.000000,176,,,,,,,,,,,,,"cuDeviceGetAttribute",40
117862154.000000,196,,,,,,,,,,,,,"cuDeviceGetAttribute",41
117862559.000000,177,,,,,,,,,,,,,"cuDeviceGetAttribute",42
117862956.000000,177,,,,,,,,,,,,,"cuDeviceGetAttribute",43
117863337.000000,183,,,,,,,,,,,,,"cuDeviceGetAttribute",44
117863728.000000,183,,,,,,,,,,,,,"cuDeviceGetAttribute",45
117864118.000000,177,,,,,,,,,,,,,"cuDeviceGetAttribute",46
117864498.000000,184,,,,,,,,,,,,,"cuDeviceGetAttribute",47
117864890.000000,190,,,,,,,,,,,,,"cuDeviceGetAttribute",48
117865287.000000,221,,,,,,,,,,,,,"cuDeviceGetAttribute",49
117865720.000000,178,,,,,,,,,,,,,"cuDeviceGetAttribute",50
117866116.000000,180,,,,,,,,,,,,,"cuDeviceGetAttribute",51
117866508.000000,180,,,,,,,,,,,,,"cuDeviceGetAttribute",52
117866895.000000,184,,,,,,,,,,,,,"cuDeviceGetAttribute",53
117867284.000000,185,,,,,,,,,,,,,"cuDeviceGetAttribute",54
117867669.000000,178,,,,,,,,,,,,,"cuDeviceGetAttribute",55
117868049.000000,184,,,,,,,,,,,,,"cuDeviceGetAttribute",56
117868435.000000,177,,,,,,,,,,,,,"cuDeviceGetAttribute",57
117868814.000000,185,,,,,,,,,,,,,"cuDeviceGetAttribute",58
117869206.000000,186,,,,,,,,,,,,,"cuDeviceGetAttribute",59
117869601.000000,184,,,,,,,,,,,,,"cuDeviceGetAttribute",60
117869991.000000,177,,,,,,,,,,,,,"cuDeviceGetAttribute",61
117870369.000000,185,,,,,,,,,,,,,"cuDeviceGetAttribute",62
117870769.000000,189,,,,,,,,,,,,,"cuDeviceGetAttribute",63
117871159.000000,176,,,,,,,,,,,,,"cuDeviceGetAttribute",64
117871551.000000,178,,,,,,,,,,,,,"cuDeviceGetAttribute",65
117871943.000000,180,,,,,,,,,,,,,"cuDeviceGetAttribute",66
117872324.000000,185,,,,,,,,,,,,,"cuDeviceGetAttribute",67
117872712.000000,175,,,,,,,,,,,,,"cuDeviceGetAttribute",68
117873092.000000,183,,,,,,,,,,,,,"cuDeviceGetAttribute",69
117873483.000000,143182.000000,,,,,,,,,,,,,"cuDeviceGetAttribute",70
118017221.000000,222,,,,,,,,,,,,,"cuDeviceGetAttribute",71
118017644.000000,192,,,,,,,,,,,,,"cuDeviceGetAttribute",72
118018039.000000,180,,,,,,,,,,,,,"cuDeviceGetAttribute",73
118018421.000000,181,,,,,,,,,,,,,"cuDeviceGetAttribute",74
118018803.000000,187,,,,,,,,,,,,,"cuDeviceGetAttribute",75
118019197.000000,190,,,,,,,,,,,,,"cuDeviceGetAttribute",76
118019589.000000,188,,,,,,,,,,,,,"cuDeviceGetAttribute",77
118019983.000000,179,,,,,,,,,,,,,"cuDeviceGetAttribute",78
118020366.000000,181,,,,,,,,,,,,,"cuDeviceGetAttribute",79
118020752.000000,183,,,,,,,,,,,,,"cuDeviceGetAttribute",80
118021143.000000,177,,,,,,,,,,,,,"cuDeviceGetAttribute",81
118021536.000000,290,,,,,,,,,,,,,"cuDeviceGetAttribute",82
118022034.000000,184,,,,,,,,,,,,,"cuDeviceGetAttribute",83
118022425.000000,178,,,,,,,,,,,,,"cuDeviceGetAttribute",84
118022818.000000,178,,,,,,,,,,,,,"cuDeviceGetAttribute",85
118023203.000000,259,,,,,,,,,,,,,"cuDeviceGetAttribute",86
118023666.000000,187,,,,,,,,,,,,,"cuDeviceGetAttribute",87
118024057.000000,182,,,,,,,,,,,,,"cuDeviceGetAttribute",88
118024441.000000,184,,,,,,,,,,,,,"cuDeviceGetAttribute",89
118024834.000000,138304.000000,,,,,,,,,,,,,"cuDeviceGetAttribute",90
118163640.000000,228,,,,,,,,,,,,,"cuDeviceGetAttribute",91
118164074.000000,229,,,,,,,,,,,,,"cuDeviceGetAttribute",92
118164508.000000,187,,,,,,,,,,,,,"cuDeviceGetAttribute",93
118164897.000000,176,,,,,,,,,,,,,"cuDeviceGetAttribute",94
118165277.000000,257,,,,,,,,,,,,,"cuDeviceGetAttribute",95
118165735.000000,179,,,,,,,,,,,,,"cuDeviceGetAttribute",96
118166131.000000,177,,,,,,,,,,,,,"cuDeviceGetAttribute",97
118166510.000000,995,,,,,,,,,,,,,"cuDeviceGetAttribute",98
118167716.000000,39361.000000,,,,,,,,,,,,,"cuDeviceGetAttribute",99
118207613.000000,230,,,,,,,,,,,,,"cuDeviceGetAttribute",100
118208052.000000,192,,,,,,,,,,,,,"cuDeviceGetAttribute",101
118208446.000000,723,,,,,,,,,,,,,"cuDeviceGetAttribute",102
118209405.000000,187,,,,,,,,,,,,,"cuDeviceGetAttribute",103
118209799.000000,281,,,,,,,,,,,,,"cuDeviceGetAttribute",104
118210285.000000,198,,,,,,,,,,,,,"cuDeviceGetAttribute",105
