#size,volumn,1,2,3,4,5,6,7,8,9,10
50*100*100,500000,3724007.00,4767791.00,5898874.67,6968053.67,8070823.00,9189650.67,10266320.00,11340026.67,12386764.00
50*200*200,2000000,9171626.67,12323218.00,16001489.00,18626671.67,21971279.67,24904323.33,28114639.00,31181632.33,34320444.67
50*400*400,8000000,23599548.67,36209625.00,48098458.33,60412001.33,72616864.33,84914618.67,97143958.00,109459111.00,121699504.00
50*800*800,32000000,89851713.33,140213114.33,189550389.67,239641902.67,289817874.33,337729063.00,389505752.67,439481682.33,489243959.00
50*1000*1000,50000000,141529917.33,221016307.00,299986755.00,380240052.33,460007601.33,540060463.67,619315203.00,697947591.00,772316083.67
100*100*100,1000000,5534363.67,7389420.67,9271242.67,11107770.67,12928369.67,14770585.67,17110628.33,18621251.33,20301708.33
100*200*200,4000000,17734913.00,25009869.33,32226168.67,39538675.00,46950969.33,54206565.33,61243619.67,68657947.67,75566333.00
100*400*400,16000000,47089491.33,73579170.00,99859963.00,126150520.00,152355507.33,178659406.33,204430574.67,231176788.00,257238993.33
100*800*800,64000000,185879299.67,290925066.00,399507288.33,506743741.67,610785026.33,714092100.00,827538723.67,925234602.33,1031202922.33
100*1000*1000,100000000,293733987.67,465184125.33,637963613.00,800280114.00,974871525.33,1146729970.33,1314907523.33,1477927771.67,1654882606.33
200*200*200,8000000,33904270.67,48386763.33,62597861.67,76906791.00,91103851.33,105424876.00,119703396.00,134179863.00,147792772.67
200*400*400,32000000,94980125.67,149439881.33,203964305.00,258284662.00,312860522.33,364505857.00,421909766.33,476312864.00,526721417.00
200*800*800,128000000,375956778.67,591473654.00,806454925.67,1023169862.33,1239333683.00,1457045080.67,1678672754.33,1890665284.00,2108427195.67
200*1000*1000,200000000,587168950.33,932652180.67,1280070391.67,1624211551.33,1971348675.00,2315262885.67,2662375801.00,3006527213.33,3354578751.00
400*400*400,64000000,193720844.00,304985417.00,421476305.00,534360132.67,644485599.33,756429874.33,874534825.00,982061518.33,1093477149.33
400*800*800,256000000,513145141.00,879085515.33,1247843708.67,1615408796.33,1981114639.67,2351549370.33,2716846087.33,3083023264.67,3452196688.00
400*1000*1000,400000000,805208296.67,1381070766.33,1958072330.00,2529957594.00,3107584029.00,3678468920.33,4261182806.00,4843502014.00,5415318698.00
800*400*400,128000000,387947237.33,618744050.33,853426236.33,1079526650.00,1309367558.00,1540717029.67,1769675516.33,2001766286.00,2231696306.00
800*800*800,512000000,899125741.67,1591174655.33,2287427502.33,2985097559.00,3677626811.33,4366282807.00,5063534811.67,5756850340.00,6445096226.67
