#size,volumn,1,2,3,4,5,6,7,8,9,10
50*100*100,500000,3560983.00,3913366.67,4311244.33,4580996.33,5071931.33,5361350.67,5634402.67,6050084.67,6213874.33,6549613.67
50*200*200,2000000,7555777.33,8266267.67,9108316.33,9851295.33,10604217.67,11422449.67,12338953.33,12913094.33,13714839.00,14520939.00
50*400*400,8000000,22498116.00,24866895.67,27408486.00,30015188.67,32459071.33,34910313.67,37362818.67,39815027.67,41982320.33,44861688.33
50*800*800,32000000,83813723.67,94987794.00,105106061.33,113550914.00,123468096.00,133340766.67,143554797.67,153416230.67,163197927.67,173165429.00
50*1000*1000,50000000,131108395.00,145764091.00,161633412.00,177642133.00,193487819.33,209320167.67,225375437.67,241396208.00,257257781.33,273630378.00
100*100*100,1000000,5052252.33,16589984.00,6930151.00,6746116.33,7203568.00,8030634.00,8303982.33,8801673.00,10097609.00,9837003.33
100*200*200,4000000,12909678.00,13950743.67,16977633.00,21962971.67,18795096.00,19132372.00,20291256.67,21640007.67,22929473.00,24213000.67
100*400*400,16000000,43314511.67,48044043.67,52826183.00,57871159.67,62641176.33,67693768.67,72770164.33,77555874.33,82431618.67,87197947.33
100*800*800,64000000,165116486.33,185389616.33,205866382.00,225883754.33,246496472.67,266593842.67,286976897.33,307276957.33,327607368.67,347642123.67
100*1000*1000,100000000,261136984.33,289779454.00,322326951.33,354346635.67,386834480.00,419033534.00,451530854.67,483927663.67,516297420.67,549167093.33
200*200*200,8000000,23129881.67,26005246.67,28483270.00,36115857.33,33830217.67,36612656.67,38716143.67,41465398.00,43972846.67,46976659.67
200*400*400,32000000,84124835.67,94133304.67,104088967.33,114408500.33,124251164.67,134350929.67,144227937.33,154303137.67,164405796.67,174506316.33
200*800*800,128000000,327523342.00,368678150.33,410348472.33,450588473.33,491536574.67,532805955.67,573594464.00,622629289.00,655983002.00,696930265.00
200*1000*1000,200000000,511762760.00,576703415.33,642044293.00,707430552.33,772540246.33,838829823.67,916042761.67,974045420.33,1047485173.00,1113394907.00
400*400*400,64000000,165370869.33,185349427.67,205752412.00,225913869.67,246014351.67,266330346.00,287025590.67,306746775.67,327071327.67,347306944.33
800*400*400,128000000,327206783.33,368634432.00,408280685.00,448923247.67,489435746.67,530325550.00,571493762.00,612802562.00,652049322.67,692512336.00
