"machine","dim_X","dim_Y","dim_Z","iteration","cuDeviceGetAttribute_sum","cudaSetupArgument_sum","cudaMallocHost_sum","cudaGetDeviceCount_sum","cudaGetDeviceProperties_sum","cudaMemGetInfo_sum","cudaLaunch_sum","cudaMalloc_sum","cudaMemcpy_sum","CUDA memcpy HtoD_sum","CUDA memcpy DtoH_sum","cudaFree_sum","cudaLaunch (gpu_stencil37_hack1_cp_slices_sum","gpu_stencil37_hack1_cp_slices_sum","cudaLaunch (gpu_stencil37_hack1_cp_rows_sum","gpu_stencil37_hack1_cp_rows_sum","cudaLaunch (gpu_stencil37_hack1_cp_cols_sum","gpu_stencil37_hack1_cp_cols_sum","cudaLaunch (gpu_stencil37_hack2_sum","gpu_stencil37_hack2_sum","total_CUDA memcpy HtoD_sum","total_CUDA memcpy DtoH_sum","total_kernel_execution_time_sum","total_CUDA_functions_sum","total_running_time_sum","cuDeviceGetAttribute_min","cudaSetupArgument_min","cudaMallocHost_min","cudaGetDeviceCount_min","cudaGetDeviceProperties_min","cudaMemGetInfo_min","cudaLaunch_min","cudaMalloc_min","cudaMemcpy_min","CUDA memcpy HtoD_min","CUDA memcpy DtoH_min","cudaFree_min","cudaLaunch (gpu_stencil37_hack1_cp_slices_min","gpu_stencil37_hack1_cp_slices_min","cudaLaunch (gpu_stencil37_hack1_cp_rows_min","gpu_stencil37_hack1_cp_rows_min","cudaLaunch (gpu_stencil37_hack1_cp_cols_min","gpu_stencil37_hack1_cp_cols_min","cudaLaunch (gpu_stencil37_hack2_min","gpu_stencil37_hack2_min","total_CUDA memcpy HtoD_min","total_CUDA memcpy DtoH_min","total_kernel_execution_time_min","total_CUDA_functions_min","total_running_time_min","cuDeviceGetAttribute_max","cudaSetupArgument_max","cudaMallocHost_max","cudaGetDeviceCount_max","cudaGetDeviceProperties_max","cudaMemGetInfo_max","cudaLaunch_max","cudaMalloc_max","cudaMemcpy_max","CUDA memcpy HtoD_max","CUDA memcpy DtoH_max","cudaFree_max","cudaLaunch (gpu_stencil37_hack1_cp_slices_max","gpu_stencil37_hack1_cp_slices_max","cudaLaunch (gpu_stencil37_hack1_cp_rows_max","gpu_stencil37_hack1_cp_rows_max","cudaLaunch (gpu_stencil37_hack1_cp_cols_max","gpu_stencil37_hack1_cp_cols_max","cudaLaunch (gpu_stencil37_hack2_max","gpu_stencil37_hack2_max","total_CUDA memcpy HtoD_max","total_CUDA memcpy DtoH_max","total_kernel_execution_time_max","total_CUDA_functions_max","total_running_time_max","cuDeviceGetAttribute_mean","cudaSetupArgument_mean","cudaMallocHost_mean","cudaGetDeviceCount_mean","cudaGetDeviceProperties_mean","cudaMemGetInfo_mean","cudaLaunch_mean","cudaMalloc_mean","cudaMemcpy_mean","CUDA memcpy HtoD_mean","CUDA memcpy DtoH_mean","cudaFree_mean","cudaLaunch (gpu_stencil37_hack1_cp_slices_mean","gpu_stencil37_hack1_cp_slices_mean","cudaLaunch (gpu_stencil37_hack1_cp_rows_mean","gpu_stencil37_hack1_cp_rows_mean","cudaLaunch (gpu_stencil37_hack1_cp_cols_mean","gpu_stencil37_hack1_cp_cols_mean","cudaLaunch (gpu_stencil37_hack2_mean","gpu_stencil37_hack2_mean","total_CUDA memcpy HtoD_mean","total_CUDA memcpy DtoH_mean","total_kernel_execution_time_mean","total_CUDA_functions_mean","total_running_time_mean","cuDeviceGetAttribute_invocations","cudaSetupArgument_invocations","cudaMallocHost_invocations","cudaGetDeviceCount_invocations","cudaGetDeviceProperties_invocations","cudaMemGetInfo_invocations","cudaLaunch_invocations","cudaMalloc_invocations","cudaMemcpy_invocations","CUDA memcpy HtoD_invocations","CUDA memcpy DtoH_invocations","cudaFree_invocations","cudaLaunch (gpu_stencil37_hack1_cp_slices_invocations","gpu_stencil37_hack1_cp_slices_invocations","cudaLaunch (gpu_stencil37_hack1_cp_rows_invocations","gpu_stencil37_hack1_cp_rows_invocations","cudaLaunch (gpu_stencil37_hack1_cp_cols_invocations","gpu_stencil37_hack1_cp_cols_invocations","cudaLaunch (gpu_stencil37_hack2_invocations","gpu_stencil37_hack2_invocations","total_CUDA memcpy HtoD_invocations","total_CUDA memcpy DtoH_invocations","total_kernel_execution_time_invocations","total_CUDA_functions_invocations","total_running_time_invocations","exec_time"
2,800,800,100,8,737548,299760,272685818,8219,2445545,723191,2224740,9726531,435350441,218693706,216231226,380100602,0,8026894,0,38285511,0,161929529,0,618345235,218693706,216231226,826587169,16165534,2207196432,166,162,91390391,1435,485078,142828,11233,190214,43270385,43737922,43243494,848222,Inf,197023,Inf,865594,Inf,3965926,Inf,15439291,43737922,43243494,0,0,0,160683,671,181295427,1789,496573,146142,134963,1181302,43795767,43739938,43250213,54978523,-Inf,204767,-Inf,1037145,-Inf,4112166,-Inf,15475995,43739938,43250213,0,0,0,3923.128,187.35,136342909,1643.8,489109,144638.2,13904.62,486326.5,43535044,43738741,43246245,17277300,NA,200672.4,NA,957137.8,NA,4048238,NA,15458631,43738741,43246245,0,0,0,188,1600,2,5,5,5,160,20,10,5,5,22,0,40,0,40,0,40,0,40,5,5,0,0,0,307276957.33
2,800,800,100,9,720007,341254,274705083,9278,2447341,720568,2419321,9627906,435569064,218830208,216387791,378375137,0,9015010,0,43522625,0,181784567,0,695650778,218830208,216387791,929972980,16285675,2366995686,166,161,93255277,1662,486931,142700,11120,189287,43300781,43764800,43275811,839670,Inf,197567,Inf,843931,Inf,3959782,Inf,15443642,43764800,43275811,0,0,0,155000,659,181449806,2110,491884,144616,136606,1180786,43811352,43766720,43280675,54182192,-Inf,205279,-Inf,1041337,-Inf,4143173,-Inf,15483130,43766720,43280675,0,0,0,3829.824,189.5856,137352542,1855.6,489468.2,144113.6,13440.67,481395.3,43556906,43766042,43277558,17198870,NA,200333.6,NA,967169.4,NA,4039657,NA,15458906,43766042,43277558,0,0,0,188,1800,2,5,5,5,180,20,10,5,5,22,0,45,0,45,0,45,0,45,5,5,0,0,0,327607368.67
2,800,800,200,1,719856,39838,478361031,8476,2461514,721265,580824,15518100,865942166,435224082,430366481,755401119,0,1913138,0,7772171,0,40141202,0,156662146,435224082,430366481,206488657,20049873,2956042757,169,166,185008372,1480,486720,143468,14267,219543,86095847,87042455,86071357,1512995,Inf,379997,Inf,1513557,Inf,7937675,Inf,31302445,87042455,86071357,0,0,0,155441,649,293352659,1969,498853,145008,175783,2064257,87091343,87046519,86074333,107281995,-Inf,387453,-Inf,1619765,-Inf,8131113,-Inf,31354381,87046519,86074333,0,0,0,3829.021,199.19,239180516,1695.2,492302.8,144253,29041.2,775905,86594217,87044816,86073296,34336414,NA,382627.6,NA,1554434,NA,8028240,NA,31332429,87044816,86073296,0,0,0,188,200,2,5,5,5,20,20,10,5,5,22,0,5,0,5,0,5,0,5,5,5,0,0,0,327523342
2,800,800,200,2,721750,80662,454467545,8989,2430644,718702,827859,15514578,865881538,435144226,430286210,755986116,0,3828451,0,15683414,0,80855008,0,313362585,435144226,430286210,413729458,20303184,3160149174,169,162,181394081,1722,482138,142508,11137,216565,86082902,87028179,86055706,1565756,Inf,379805,Inf,1527925,Inf,8005866,Inf,31316652,87028179,86055706,0,0,0,155685,838,273073464,2000,492386,144837,179219,2065463,87085325,87030227,86059578,107270130,-Inf,386461,-Inf,1615029,-Inf,8163177,-Inf,31349612,87030227,86059578,0,0,0,3839.096,201.655,227233772,1797.8,486128.8,143740.4,20696.47,775728.9,86588154,87028845,86057242,34363005,NA,382845.1,NA,1568341,NA,8085501,NA,31336258,87028845,86057242,0,0,0,188,400,2,5,5,5,40,20,10,5,5,22,0,10,0,10,0,10,0,10,5,5,0,0,0,368678150.33
2,800,800,200,3,752228,147683,466367824,9806,2451563,724596,1037227,15473819,867441474,435243440,430210003,755555426,0,5746362,0,23215299,0,121002026,0,469942980,435243440,430210003,619906667,20596922,3366268694,161,198,185712483,1807,487961,144244,10854,219307,86066891,87046896,86040887,1542614,Inf,379741,Inf,1458646,Inf,8013994,Inf,31292811,87046896,86040887,0,0,0,167276,674,280655341,2213,493903,145670,171327,2063882,88677612,87049936,86043735,107390183,-Inf,389214,-Inf,1620181,-Inf,8117321,-Inf,31381579,87049936,86043735,0,0,0,4001.213,246.1383,233183912,1961.2,490312.6,144919.2,17287.12,773690.9,86744147,87048688,86042001,34343428,NA,383090.8,NA,1547687,NA,8066802,NA,31329532,87048688,86042001,0,0,0,188,600,2,5,5,5,60,20,10,5,5,22,0,15,0,15,0,15,0,15,5,5,0,0,0,410348472.33
2,800,800,200,4,728937,190073,454341999,8941,2455661,720016,1235594,15524839,865948340,435328893,430261057,755194751,0,7670156,0,31235146,0,161149137,0,626763425,435328893,430261057,826817864,20864061,3580909439,169,205,181794466,1638,483361,142637,11103,217118,86077485,87064940,86051219,1514178,Inf,380797,Inf,1493845,Inf,7950250,Inf,31322858,87064940,86051219,0,0,0,158067,769,272547533,1948,499815,145269,135197,2064749,87111813,87066893,86053395,107963795,-Inf,387102,-Inf,1620149,-Inf,8137864,-Inf,31359465,87066893,86053395,0,0,0,3877.324,237.5913,227171000,1788.2,491132.2,144003.2,15444.92,776241.9,86594834,87065779,86052211,34327034,NA,383507.8,NA,1561757,NA,8057457,NA,31338171,87065779,86052211,0,0,0,188,800,2,5,5,5,80,20,10,5,5,22,0,20,0,20,0,20,0,20,5,5,0,0,0,450588473.33
2,800,800,200,5,738444,195832,460692637,9773,2440817,726494,1458246,15481437,866009371,435351693,430309103,754951253,0,9592669,0,39282131,0,201302965,0,783270645,435351693,430309103,1033448410,21051043,3770902911,165,161,184273866,1557,484263,143071,10981,218400,86085776,87068073,86060559,1539634,Inf,379997,Inf,1493910,Inf,7985385,Inf,31314696,87068073,86060559,0,0,0,156585,667,276418771,2140,493227,149783,134168,2060881,87117022,87071657,86063152,107082243,-Inf,389853,-Inf,1655348,-Inf,8156712,-Inf,31375432,87071657,86063152,0,0,0,3927.894,195.832,230346318,1954.6,488163.4,145298.8,14582.46,774071.8,86600937,87070339,86061821,34315966,NA,383706.8,NA,1571285,NA,8052119,NA,31330826,87070339,86061821,0,0,0,188,1000,2,5,5,5,100,20,10,5,5,22,0,25,0,25,0,25,0,25,5,5,0,0,0,491536574.67
2,800,800,200,6,740272,228033,456483598,10136,2445808,743501,1701057,15497437,866228446,435407257,430450810,755594463,0,11502318,0,46751259,0,241935412,0,939944944,435407257,430450810,1240133933,21366244,3980225246,171,163,182300329,1819,485520,144290,10898,217181,86114747,87080549,86089292,1580249,Inf,379966,Inf,1494486,Inf,7961961,Inf,31298887,87080549,86089292,0,0,0,156279,806,274183269,2276,491437,160851,135070,2058296,87127773,87083557,86090763,107484266,-Inf,387741,-Inf,1646452,-Inf,8197767,-Inf,31364166,87083557,86090763,0,0,0,3937.617,190.0275,228241799,2027.2,489161.6,148700.2,14175.48,774871.8,86622845,87081451,86090162,34345203,NA,383410.6,NA,1558375,NA,8064514,NA,31331498,87081451,86090162,0,0,0,188,1200,2,5,5,5,120,20,10,5,5,22,0,30,0,30,0,30,0,30,5,5,0,0,0,532805955.67
2,800,800,200,7,727552,267835,455767884,8481,2443990,722819,1905448,15492181,870121457,436644957,433101461,758659063,0,13411811,0,54555493,0,282423181,0,1099812779,436644957,433101461,1450203264,21568306,4190296837,182,162,181425337,1534,485997,143885,10791,217667,86176499,87057153,86151271,1526326,Inf,378078,Inf,1482965,Inf,7963496,Inf,31311398,87057153,86151271,0,0,0,156774,3731,274342547,1812,492399,145482,130054,2062136,88457072,88408536,87492990,107406625,-Inf,390109,-Inf,1630389,-Inf,8153191,-Inf,31803586,88408536,87492990,0,0,0,3869.957,191.3107,227883942,1696.2,488798,144563.8,13610.34,774609.1,87012146,87328991,86620292,34484503,NA,383194.6,NA,1558728,NA,8069234,NA,31423222,87328991,86620292,0,0,0,188,1400,2,5,5,5,140,20,10,5,5,22,0,35,0,35,0,35,0,35,5,5,0,0,0,573594464
2,800,800,200,8,818062,308381,456479679,8448,2479039,724009,2188347,15632242,867910940,436679207,430841711,755185427,0,15334738,0,62556075,0,322712262,0,1255174645,436679207,430841711,1655777720,22158528,4394305257,172,163,182535315,1600,488998,144160,10952,218188,86193892,87065820,86167907,1545839,Inf,377661,Inf,1487766,Inf,7995591,Inf,31323556,87065820,86167907,0,0,0,177632,8244,273944364,1852,511662,145275,139739,2123294,88455602,88411220,86168963,107339808,-Inf,387421,-Inf,1655637,-Inf,8143207,-Inf,31783169,88411220,86168963,0,0,0,4351.394,192.7381,228239840,1689.6,495807.8,144801.8,13677.17,781612.1,86791094,87335841,86168342,34326610,NA,383368.5,NA,1563902,NA,8067807,NA,31379366,87335841,86168342,0,0,0,188,1600,2,5,5,5,160,20,10,5,5,22,0,40,0,40,0,40,0,40,5,5,0,0,0,622629289
2,800,800,200,9,723105,339212,456579244,9066,2442089,720501,2353426,15497254,870120058,435517684,430994006,755268302,0,17248575,0,70204879,0,362640765,0,1410828511,435517684,430994006,1860922730,22084653,4594633470,171,163,182626204,1690,483252,142993,10675,218130,86223794,87102584,86198014,1534109,Inf,377693,Inf,1456789,Inf,7951752,Inf,31314595,87102584,86198014,0,0,0,156317,764,273953040,1945,495555,144841,132900,2072044,90365641,87104631,86199902,107283525,-Inf,388445,-Inf,1638708,-Inf,8149863,-Inf,31375554,87104631,86199902,0,0,0,3846.303,188.4511,228289622,1813.2,488417.8,144100.2,13074.59,774862.7,87012006,87103537,86198801,34330377,NA,383301.7,NA,1560108,NA,8058684,NA,31351745,87103537,86198801,0,0,0,188,1800,2,5,5,5,180,20,10,5,5,22,0,45,0,45,0,45,0,45,5,5,0,0,0,655983002
2,800,800,400,1,755420,0,817254127,22567,658685,166641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603313,0,164,Inf,361967922,22567,658685,166641,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,154920,-Inf,455286205,22567,658685,166641,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,4018.191,NA,408627064,22567,658685,166641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,188,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,800,800,400,2,997034,0,828187507,1703,489777,144507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633021,0,169,Inf,364979253,1703,489777,144507,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,236417,-Inf,463208254,1703,489777,144507,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,5303.372,NA,414093754,1703,489777,144507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,188,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,800,800,400,3,815736,0,814032611,1875,491002,144782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453395,0,173,Inf,359873728,1875,491002,144782,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,172211,-Inf,454158883,1875,491002,144782,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,4339.021,NA,407016306,1875,491002,144782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,188,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,800,800,400,4,732760,0,816247980,2418,500404,145631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381213,0,169,Inf,359962360,2418,500404,145631,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,165012,-Inf,456285620,2418,500404,145631,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,3897.66,NA,408123990,2418,500404,145631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,188,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,800,800,400,5,748113,0,819069620,2112,490230,144891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385346,0,163,Inf,363149833,2112,490230,144891,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,166667,-Inf,455919787,2112,490230,144891,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,3979.324,NA,409534810,2112,490230,144891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,188,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,800,800,400,6,742105,0,830349335,1833,492674,144723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381335,0,166,Inf,367454018,1833,492674,144723,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,154243,-Inf,462895317,1833,492674,144723,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,3947.367,NA,415174668,1833,492674,144723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,188,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,800,800,400,7,738833,0,816733139,1882,493034,143646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377395,0,162,Inf,359606936,1882,493034,143646,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,167621,-Inf,457126203,1882,493034,143646,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,3929.963,NA,408366570,1882,493034,143646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,188,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,800,800,400,8,723270,0,819722201,1779,491584,145819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362452,0,167,Inf,362319310,1779,491584,145819,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,160031,-Inf,457402891,1779,491584,145819,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,3847.181,NA,409861100,1779,491584,145819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,188,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,800,800,400,9,750417,0,817761107,1879,492964,144351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1389611,0,165,Inf,361645422,1879,492964,144351,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,165016,-Inf,456115685,1879,492964,144351,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,3991.58,NA,408880554,1879,492964,144351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,188,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,800,800,50,1,737873,41182,194879669,9279,2456522,722214,539164,6659704,220161825,110647177,109175345,188364994,0,536253,0,3205230,0,10255906,0,37702206,110647177,109175345,51699595,11165938,748065635,166,162,47717226,1684,480643,143309,14648,164446,21789277,21998844,21764670,492406,Inf,105407,Inf,554941,Inf,2019956,Inf,7516339,21998844,21764670,0,0,0,165990,759,147162443,1995,505689,145931,133517,738049,22688993,22643448,22105147,25317730,-Inf,109183,-Inf,691292,-Inf,2072468,-Inf,7618482,22643448,22105147,0,0,0,3924.856,205.91,97439834,1855.8,491304.4,144442.8,26958.2,332985.2,22016182,22129435,21835069,8562045,NA,107250.6,NA,641046,NA,2051181,NA,7540441,22129435,21835069,0,0,0,188,200,2,5,5,5,20,20,10,5,5,22,0,5,0,5,0,5,0,5,5,5,0,0,0,83813723.67
2,800,800,50,2,719065,78363,181316808,8152,2427108,724975,781437,6904802,222568852,111794242,110436041,190537932,0,1059165,0,6050426,0,20747682,0,76189721,111794242,110436041,104046994,11643902,803600370,168,165,46851174,1530,483771,142580,11637,167364,22110640,22357658,22086875,495004,Inf,103840,Inf,502333,Inf,2035764,Inf,7613043,22357658,22086875,0,0,0,156002,863,134465634,1824,490936,149454,133766,780672,22404104,22359994,22087452,25692846,-Inf,107455,-Inf,730268,-Inf,2151731,-Inf,7625363,22359994,22087452,0,0,0,3824.814,195.9075,90658404,1630.4,485421.6,144995,19535.92,345240.1,22256885,22358848,22087208,8660815,NA,105916.5,NA,605042.6,NA,2074768,NA,7618972,22358848,22087208,0,0,0,188,400,2,5,5,5,40,20,10,5,5,22,0,10,0,10,0,10,0,10,5,5,0,0,0,94987794
2,800,800,50,3,834250,113881,183769501,8913,2478443,727753,995891,6663732,219206895,110046922,108811986,187936285,0,1609525,0,9429128,0,31079174,0,112787545,110046922,108811986,154905372,11822863,848201493,167,163,47160351,1575,486269,143596,11206,167134,21785798,22008699,21760445,491506,Inf,105503,Inf,516445,Inf,2026964,Inf,7506770,22008699,21760445,0,0,0,188081,691,136609150,1940,524850,149563,133730,733048,22053042,22009820,21764925,25334614,-Inf,111583,-Inf,734908,-Inf,2116148,-Inf,7534770,22009820,21764925,0,0,0,4437.5,189.8017,91884750,1782.6,495688.6,145550.6,16598.18,333186.6,21920690,22009384,21762397,8542558,NA,107301.7,NA,628608.5,NA,2071945,NA,7519170,22009384,21762397,0,0,0,188,600,2,5,5,5,60,20,10,5,5,22,0,15,0,15,0,15,0,15,5,5,0,0,0,105106061.33
2,800,800,50,4,725181,177667,181262113,8225,2460867,728861,1260841,6627796,219088154,110022792,108726865,187752838,0,2128883,0,11829403,0,41330248,0,150345300,110022792,108726865,205633834,11989438,894313362,166,190,46563194,1500,482433,143525,11298,162633,21766558,22003868,21742877,493728,Inf,102656,Inf,495709,Inf,1997204,Inf,7507443,22003868,21742877,0,0,0,156438,754,134698919,1783,520943,150719,134734,734134,22049821,22006171,21747357,25205159,-Inf,109248,-Inf,707420,-Inf,2116883,-Inf,7522387,22006171,21747357,0,0,0,3857.346,222.0838,90631056,1645,492173.4,145772.2,15760.51,331389.8,21908815,22004558,21745373,8534220,NA,106444.1,NA,591470.2,NA,2066512,NA,7517265,22004558,21745373,0,0,0,188,800,2,5,5,5,80,20,10,5,5,22,0,20,0,20,0,20,0,20,5,5,0,0,0,113550914
2,800,800,50,5,721664,188809,182351415,8633,2450343,791909,1538556,8365219,219085707,110031109,108710829,189447079,0,2664113,0,14815720,0,51466344,0,187921258,110031109,108710829,256867435,14065133,947583354,162,162,47072237,1409,484800,142889,11345,190169,21762647,22004922,21739516,574873,Inf,102495,Inf,476573,Inf,2020979,Inf,7507827,22004922,21739516,0,0,0,152941,636,135279178,2201,495117,212012,179009,871568,22052140,22008346,21744252,25250748,-Inf,110687,-Inf,681948,-Inf,2165683,-Inf,7524594,22008346,21744252,0,0,0,3838.638,188.809,91175708,1726.6,490068.6,158381.8,15385.56,418261,21908571,22006222,21742166,8611231,NA,106564.5,NA,592628.8,NA,2058654,NA,7516850,22006222,21742166,0,0,0,188,1000,2,5,5,5,100,20,10,5,5,22,0,25,0,25,0,25,0,25,5,5,0,0,0,123468096
2,800,800,50,6,723713,229256,181173663,7789,2479858,721871,1735865,6735122,219056090,110015587,108649484,189025212,0,3196948,0,18041904,0,62158947,0,225482977,110015587,108649484,308880776,12633474,1002037007,171,164,46727599,1350,488817,143169,11234,166274,21753813,22001882,21727900,499252,Inf,104096,Inf,482653,Inf,2019347,Inf,7507602,22001882,21727900,0,0,0,155934,705,134446064,1772,503057,145647,141554,736990,22060864,22003674,21732764,26077865,-Inf,108576,-Inf,735739,-Inf,2149907,-Inf,7527987,22003674,21732764,0,0,0,3849.537,191.0467,90586832,1557.8,495971.6,144374.2,14465.54,336756.1,21905609,22003117,21729897,8592055,NA,106564.9,NA,601396.8,NA,2071965,NA,7516099,22003117,21729897,0,0,0,188,1200,2,5,5,5,120,20,10,5,5,22,0,30,0,30,0,30,0,30,5,5,0,0,0,133340766.67
2,800,800,50,7,724635,278947,182958346,8631,2440120,722107,1935320,6695643,219127593,110013633,108759721,187996961,0,3746595,0,21458556,0,72278185,0,263098656,110013633,108759721,360581992,12805403,1042932439,170,166,46784321,1453,483525,143293,11040,166370,21774082,22001274,21750747,496242,Inf,103903,Inf,506077,Inf,2016500,Inf,7508882,22001274,21750747,0,0,0,156803,641,136174025,2082,493047,146113,135274,752270,22048430,22003706,21753340,25221996,-Inf,112351,-Inf,754395,-Inf,2147346,-Inf,7529170,22003706,21753340,0,0,0,3854.441,199.2479,91479173,1726.2,488024,144421.4,13823.71,334782.2,21912759,22002727,21751944,8545316,NA,107045.6,NA,613101.6,NA,2065091,NA,7517104,22002727,21751944,0,0,0,188,1400,2,5,5,5,140,20,10,5,5,22,0,35,0,35,0,35,0,35,5,5,0,0,0,143554797.67
2,800,800,50,8,721503,358400,208421214,9297,2436371,715999,2162678,6661673,219103725,110002299,108759909,187828007,0,4269443,0,24387816,0,82866340,0,300659336,110002299,108759909,412182935,13065921,1092496603,169,192,50698702,1699,480764,141940,10992,168131,21774444,21999960,21750427,493259,Inf,103199,Inf,466653,Inf,2020340,Inf,7504529,21999960,21750427,0,0,0,155325,4851,157722512,1960,492376,145341,136882,730375,22044919,22001273,21753691,25284975,-Inf,112255,-Inf,726556,-Inf,2149011,-Inf,7527602,22001273,21753691,0,0,0,3837.782,224,104210607,1859.4,487274.2,143199.8,13516.74,333083.7,21910372,22000460,21751982,8537637,NA,106736.1,NA,609695.4,NA,2071658,NA,7516483,22000460,21751982,0,0,0,188,1600,2,5,5,5,160,20,10,5,5,22,0,40,0,40,0,40,0,40,5,5,0,0,0,153416230.67
