"machine","dim_X","dim_Y","dim_Z","iteration","cuDeviceGetAttribute_sum","cudaSetupArgument_sum","cudaMallocHost_sum","cudaGetDeviceCount_sum","cudaGetDeviceProperties_sum","cudaMemGetInfo_sum","cudaLaunch_sum","cudaMalloc_sum","cudaMemcpy_sum","CUDA memcpy HtoD_sum","CUDA memcpy DtoH_sum","cudaFree_sum","cudaLaunch (gpu_stencil37_hack1_cp_slices_sum","gpu_stencil37_hack1_cp_slices_sum","cudaLaunch (gpu_stencil37_hack1_cp_rows_sum","gpu_stencil37_hack1_cp_rows_sum","cudaLaunch (gpu_stencil37_hack1_cp_cols_sum","gpu_stencil37_hack1_cp_cols_sum","cudaLaunch (gpu_stencil37_hack2_sum","gpu_stencil37_hack2_sum","total_CUDA memcpy HtoD_sum","total_CUDA memcpy DtoH_sum","total_kernel_execution_time_sum","total_CUDA_functions_sum","total_running_time_sum","cuDeviceGetAttribute_min","cudaSetupArgument_min","cudaMallocHost_min","cudaGetDeviceCount_min","cudaGetDeviceProperties_min","cudaMemGetInfo_min","cudaLaunch_min","cudaMalloc_min","cudaMemcpy_min","CUDA memcpy HtoD_min","CUDA memcpy DtoH_min","cudaFree_min","cudaLaunch (gpu_stencil37_hack1_cp_slices_min","gpu_stencil37_hack1_cp_slices_min","cudaLaunch (gpu_stencil37_hack1_cp_rows_min","gpu_stencil37_hack1_cp_rows_min","cudaLaunch (gpu_stencil37_hack1_cp_cols_min","gpu_stencil37_hack1_cp_cols_min","cudaLaunch (gpu_stencil37_hack2_min","gpu_stencil37_hack2_min","total_CUDA memcpy HtoD_min","total_CUDA memcpy DtoH_min","total_kernel_execution_time_min","total_CUDA_functions_min","total_running_time_min","cuDeviceGetAttribute_max","cudaSetupArgument_max","cudaMallocHost_max","cudaGetDeviceCount_max","cudaGetDeviceProperties_max","cudaMemGetInfo_max","cudaLaunch_max","cudaMalloc_max","cudaMemcpy_max","CUDA memcpy HtoD_max","CUDA memcpy DtoH_max","cudaFree_max","cudaLaunch (gpu_stencil37_hack1_cp_slices_max","gpu_stencil37_hack1_cp_slices_max","cudaLaunch (gpu_stencil37_hack1_cp_rows_max","gpu_stencil37_hack1_cp_rows_max","cudaLaunch (gpu_stencil37_hack1_cp_cols_max","gpu_stencil37_hack1_cp_cols_max","cudaLaunch (gpu_stencil37_hack2_max","gpu_stencil37_hack2_max","total_CUDA memcpy HtoD_max","total_CUDA memcpy DtoH_max","total_kernel_execution_time_max","total_CUDA_functions_max","total_running_time_max","cuDeviceGetAttribute_mean","cudaSetupArgument_mean","cudaMallocHost_mean","cudaGetDeviceCount_mean","cudaGetDeviceProperties_mean","cudaMemGetInfo_mean","cudaLaunch_mean","cudaMalloc_mean","cudaMemcpy_mean","CUDA memcpy HtoD_mean","CUDA memcpy DtoH_mean","cudaFree_mean","cudaLaunch (gpu_stencil37_hack1_cp_slices_mean","gpu_stencil37_hack1_cp_slices_mean","cudaLaunch (gpu_stencil37_hack1_cp_rows_mean","gpu_stencil37_hack1_cp_rows_mean","cudaLaunch (gpu_stencil37_hack1_cp_cols_mean","gpu_stencil37_hack1_cp_cols_mean","cudaLaunch (gpu_stencil37_hack2_mean","gpu_stencil37_hack2_mean","total_CUDA memcpy HtoD_mean","total_CUDA memcpy DtoH_mean","total_kernel_execution_time_mean","total_CUDA_functions_mean","total_running_time_mean","cuDeviceGetAttribute_invocations","cudaSetupArgument_invocations","cudaMallocHost_invocations","cudaGetDeviceCount_invocations","cudaGetDeviceProperties_invocations","cudaMemGetInfo_invocations","cudaLaunch_invocations","cudaMalloc_invocations","cudaMemcpy_invocations","CUDA memcpy HtoD_invocations","CUDA memcpy DtoH_invocations","cudaFree_invocations","cudaLaunch (gpu_stencil37_hack1_cp_slices_invocations","gpu_stencil37_hack1_cp_slices_invocations","cudaLaunch (gpu_stencil37_hack1_cp_rows_invocations","gpu_stencil37_hack1_cp_rows_invocations","cudaLaunch (gpu_stencil37_hack1_cp_cols_invocations","gpu_stencil37_hack1_cp_cols_invocations","cudaLaunch (gpu_stencil37_hack2_invocations","gpu_stencil37_hack2_invocations","total_CUDA memcpy HtoD_invocations","total_CUDA memcpy DtoH_invocations","total_kernel_execution_time_invocations","total_CUDA_functions_invocations","total_running_time_invocations","exec_time"
1,800,800,50,7,293172,231219,159556841,9413,1778294,1056383,1165291,5274221,242690460,121193768,121196808,202867298,440376,5242844,241137,37049887,234445,92789385,249333,276039208,121193768,121196808,411121324,9807993,1010421527,107,139,42680920,1678,336220,205965,5850,128868,24258196,24238415,24239118,351716,5978,146306,5850,901034,5876,2584028,6240,7874488,24238415,24239118,0,0,0,113405,980,116875921,2103,389273,229541,115888,570092,24282028,24238863,24239631,24454084,115888,155233,14186,1324623,9647,2743039,10413,7897080,24238863,24239631,0,0,0,3118.851,165.1564,79778420,1882.6,355658.8,211276.6,8323.507,263711,24269046,24238754,24239362,9221241,12582.17,149795.5,6889.629,1058568,6698.429,2651125,7123.8,7886835,24238754,24239362,0,0,0,94,1400,2,5,5,5,140,20,10,5,5,22,35,35,35,35,35,35,35,35,5,5,0,0,0,158042177.67
1,800,800,50,8,295505,260551,159572157,8322,1758688,1055214,1258284,5181576,242683432,121194308,121195652,202930262,470996,5978178,261904,42053299,256095,106327521,269289,315431094,121194308,121195652,469790092,9818140,1065158924,107,139,42637196,1421,342297,205632,5601,129540,24256946,24238382,24238926,354354,5773,144962,5601,885322,5686,2601053,5880,7871831,24238382,24238926,0,0,0,116274,779,116934961,1858,367127,225598,116688,566547,24280480,24239277,24239341,24450983,116688,155650,14421,1225005,9349,2744575,10286,7898040,24239277,24239341,0,0,0,3143.67,162.8444,79786078,1664.4,351737.6,211042.8,7864.275,259078.8,24268343,24238862,24239130,9224103,11774.9,149454.5,6547.6,1051332,6402.375,2658188,6732.225,7885777,24238862,24239130,0,0,0,94,1600,2,5,5,5,160,20,10,5,5,22,40,40,40,40,40,40,40,40,5,5,0,0,0,169002362
1,800,800,50,9,286656,290647,158001546,6625,1768673,1044599,1709764,6074942,242747115,121193345,121195873,202889429,595059,6726320,373347,46890220,370493,119352332,370865,354871999,121193345,121195873,527840871,11181906,1120477480,105,140,42419638,1232,338702,205314,5842,152452,24258109,24238221,24239053,357509,5881,144610,5842,875113,5848,2587964,6123,7870903,24238221,24239053,0,0,0,110681,759,115581908,1470,381676,215213,114981,616689,24294865,24238861,24239341,24453868,114981,155746,25565,1333071,23675,2745694,24985,7899096,24238861,24239341,0,0,0,3049.532,161.4706,79000773,1325,353734.6,208919.8,9498.689,303747.1,24274712,24238669,24239175,9222247,13223.53,149473.8,8296.6,1042005,8233.178,2652274,8241.444,7886044,24238669,24239175,0,0,0,94,1800,2,5,5,5,180,20,10,5,5,22,45,45,45,45,45,45,45,45,5,5,0,0,0,179882368
1,800,800,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,800,800,800,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,800,800,800,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,800,800,800,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,800,800,800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,800,800,800,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,800,800,800,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,800,800,800,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,800,800,800,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,100,100,1,782140,43558,89738279,8833,2524924,746776,598725,5590005,7320249,3501871,3482768,9655742,0,95392,0,269183,0,495614,0,2001337,3501871,3482768,2861526,10294961,36829017,183,177,1789494,1531,496847,148453,15467,245422,715838,698749,696317,223971,Inf,18848,Inf,53664,Inf,98623,Inf,399134,698749,696317,0,0,0,161612,1050,87948785,2022,520467,150619,184420,373228,754880,700924,696989,1013267,-Inf,19264,-Inf,54176,-Inf,99296,-Inf,401470,700924,696989,0,0,0,4160.319,217.79,44869140,1766.6,504984.8,149355.2,29936.25,279500.2,732024.9,700374.2,696553.6,438897.4,NA,19078.4,NA,53836.6,NA,99122.8,NA,400267.4,700374.2,696553.6,0,0,0,188,200,2,5,5,5,20,20,10,5,5,22,0,5,0,5,0,5,0,5,5,5,0,0,0,5052252.33
2,100,100,100,2,802657,82755,96086590,9017,2548537,755310,815172,3821278,7304600,3485549,3495409,8578367,0,200639,0,554687,0,996955,0,4003217,3485549,3495409,5755498,8834726,35814142,183,150,1832755,1650,497892,148634,12266,159982,718511,694973,698845,156409,Inf,19232,Inf,53920,Inf,98751,Inf,398942,694973,698845,0,0,0,176016,724,94253835,2007,549078,157146,143204,302000,743148,697852,699261,1029091,-Inf,21023,-Inf,57280,-Inf,100736,-Inf,401374,697852,699261,0,0,0,4269.452,206.8875,48043295,1803.4,509707.4,151062,20379.3,191063.9,730460,697109.8,699081.8,389925.8,NA,20063.9,NA,55468.7,NA,99695.5,NA,400321.7,697109.8,699081.8,0,0,0,188,400,2,5,5,5,40,20,10,5,5,22,0,10,0,10,0,10,0,10,5,5,0,0,0,16589984
2,100,100,100,3,753209,123696,90822505,8468,2525580,754361,1130919,6167873,7454992,3503440,3485521,8814039,0,305279,0,832445,0,1493240,0,6002343,3503440,3485521,8633307,11464106,41754865,182,174,1853549,1478,500465,148829,11838,157753,717709,698653,696989,159351,Inf,19200,Inf,53536,Inf,98239,Inf,397630,698653,696989,0,0,0,160972,793,88968956,2155,509255,152116,149318,1969764,846272,701405,697309,1024450,-Inf,21376,-Inf,56896,-Inf,100288,-Inf,404895,701405,697309,0,0,0,4006.431,206.16,45411252,1693.6,505116,150872.2,18848.65,308393.7,745499.2,700688,697104.2,400638.1,NA,20351.93,NA,55496.33,NA,99549.33,NA,400156.2,700688,697104.2,0,0,0,188,600,2,5,5,5,60,20,10,5,5,22,0,15,0,15,0,15,0,15,5,5,0,0,0,6930151
2,100,100,100,4,753582,162910,90024953,9372,2563218,754937,1317633,3816620,7303129,3487888,3493009,8568901,0,401758,0,1121050,0,1995671,0,8014458,3487888,3493009,11532937,9378272,41207366,190,174,1780822,1612,498110,148387,11924,160608,718403,695836,698525,157466,Inf,18816,Inf,53759,Inf,98399,Inf,399487,695836,698525,0,0,0,161404,934,88244131,2195,565333,157367,145733,292186,742195,698141,698653,1019100,-Inf,20992,-Inf,57184,-Inf,100544,-Inf,401982,698141,698653,0,0,0,4008.415,203.6375,45012476,1874.4,512643.6,150987.4,16470.41,190831,730312.9,697577.6,698601.8,389495.5,NA,20087.9,NA,56052.5,NA,99783.55,NA,400722.9,697577.6,698601.8,0,0,0,188,800,2,5,5,5,80,20,10,5,5,22,0,20,0,20,0,20,0,20,5,5,0,0,0,6746116.33
2,100,100,100,5,756472,202201,92527376,9634,2805677,769787,1535153,4231779,7331190,3504975,3498033,9212099,0,506175,0,1405111,0,2500530,0,10014288,3504975,3498033,14426104,10310703,45321524,185,140,1868932,1511,542910,149924,11642,181655,720287,699357,699485,182172,Inf,18880,Inf,54015,Inf,98655,Inf,398622,699357,699485,0,0,0,165260,636,90658444,2275,575683,157856,139555,301543,746169,701565,699805,1326957,-Inf,20992,-Inf,57215,-Inf,100703,-Inf,403102,701565,699805,0,0,0,4023.787,202.201,46263688,1926.8,561135.4,153957.4,15351.53,211589,733119,700995,699606.6,418731.8,NA,20247,NA,56204.44,NA,100021.2,NA,400571.5,700995,699606.6,0,0,0,188,1000,2,5,5,5,100,20,10,5,5,22,0,25,0,25,0,25,0,25,5,5,0,0,0,7203568
2,100,100,100,6,871757,241712,90181506,8863,2518547,758811,1824812,4207486,7298116,3501327,3470096,8583725,0,617342,0,1679384,0,3003442,0,12015143,3501327,3470096,17315311,10431988,47180372,190,172,1818015,1436,498890,149425,11912,179163,714081,698588,693661,159573,Inf,19392,Inf,53568,Inf,98656,Inf,399038,698588,693661,0,0,0,227775,645,88363491,2273,511280,157838,142771,306057,744778,700733,694237,1021601,-Inf,21568,-Inf,57056,-Inf,100832,-Inf,402846,700733,694237,0,0,0,4637.005,201.4267,45090753,1772.6,503709.4,151762.2,15206.77,210374.3,729811.6,700265.4,694019.2,390169.3,NA,20578.07,NA,55979.47,NA,100114.7,NA,400504.8,700265.4,694019.2,0,0,0,188,1200,2,5,5,5,120,20,10,5,5,22,0,30,0,30,0,30,0,30,5,5,0,0,0,8030634
2,100,100,100,7,746467,278967,90030737,10385,2833195,772329,2070874,3821661,7296376,3493232,3478704,8588384,0,709724,0,1960119,0,3503441,0,14012324,3493232,3478704,20185608,10533878,49638443,183,172,1780388,1807,493270,149747,11768,156538,716015,697341,695485,159701,Inf,19072,Inf,53664,Inf,98655,Inf,398878,697341,695485,0,0,0,161113,715,88250349,2392,678292,168278,141757,285723,743519,699069,695901,1039647,-Inf,20832,-Inf,56959,-Inf,101055,-Inf,402623,699069,695901,0,0,0,3970.569,199.2621,45015368,2077,566639,154465.8,14791.96,191083,729637.6,698646.4,695740.8,390381.1,NA,20277.83,NA,56003.4,NA,100098.3,NA,400352.1,698646.4,695740.8,0,0,0,188,1400,2,5,5,5,140,20,10,5,5,22,0,35,0,35,0,35,0,35,5,5,0,0,0,8303982.33
2,100,100,100,8,749104,317506,90454801,8990,2521781,763451,2287965,3770679,7302490,3486320,3490225,8593676,0,814111,0,2243703,0,3995117,0,16018483,3486320,3490225,23071414,10419476,52140096,184,172,1804599,1572,495373,149408,11645,158994,718315,695101,697693,155523,Inf,18976,Inf,53632,Inf,98304,Inf,397982,695101,697693,0,0,0,162299,707,88650202,2259,511484,161568,141923,282356,742081,697821,698493,1016003,-Inf,20992,-Inf,57024,-Inf,101152,-Inf,404766,697821,698493,0,0,0,3984.596,198.4412,45227400,1798,504356.2,152690.2,14299.78,188534,730249,697264,698045,390621.6,NA,20352.78,NA,56092.57,NA,99877.93,NA,400462.1,697264,698045,0,0,0,188,1600,2,5,5,5,160,20,10,5,5,22,0,40,0,40,0,40,0,40,5,5,0,0,0,8801673
2,100,100,100,9,816785,360682,89989746,8642,2539797,752671,2606459,3784770,7313702,3491473,3495790,8572716,0,912511,0,2536015,0,4506666,0,18025958,3491473,3495790,25981150,10869806,54727087,182,170,1782648,1487,498978,148908,12076,159802,718691,696445,699036,157460,Inf,18944,Inf,53888,Inf,98591,Inf,398718,696445,699036,0,0,0,183895,709,88207098,2189,526940,152687,140126,282317,743442,698813,699293,1031971,-Inf,21248,-Inf,57184,-Inf,100959,-Inf,402782,698813,699293,0,0,0,4344.601,200.3789,44994873,1728.4,507959.4,150534.2,14480.33,189238.5,731370.2,698294.6,699158,389668.9,NA,20278.02,NA,56355.89,NA,100148.1,NA,400576.8,698294.6,699158,0,0,0,188,1800,2,5,5,5,180,20,10,5,5,22,0,45,0,45,0,45,0,45,5,5,0,0,0,10097609
2,100,100,50,1,756410,42091,87502781,6727,2463435,717374,517194,3534508,3717212,1726683,1706107,5930571,0,94207,0,260223,0,481087,0,1003099,1726683,1706107,1838616,8037739,20459613,189,175,935838,942,485629,140841,14087,156659,359498,344703,341215,137259,Inf,18688,Inf,51872,Inf,95936,Inf,199903,344703,341215,0,0,0,161252,667,86566943,2124,500204,151105,141195,268975,389070,345535,341247,565134,-Inf,18975,-Inf,52255,-Inf,96320,-Inf,202047,345535,341247,0,0,0,4023.457,210.455,43751390,1345.4,492687,143474.8,25859.7,176725.4,371721.2,345336.6,341221.4,269571.4,NA,18841.4,NA,52044.6,NA,96217.4,NA,200619.8,345336.6,341221.4,0,0,0,188,200,2,5,5,5,20,20,10,5,5,22,0,5,0,5,0,5,0,5,5,5,0,0,0,3560983
2,100,100,50,2,751201,81097,89423833,7092,2435132,724478,756465,3639461,3863830,1791803,1789497,5799064,0,191679,0,522366,0,969982,0,2001560,1791803,1789497,3685587,8394926,22183623,186,174,1012564,1096,477404,141664,11822,157464,374818,355551,357598,138686,Inf,18848,Inf,51935,Inf,96320,Inf,199103,355551,357598,0,0,0,160521,697,88411269,2167,505793,152416,137445,291912,399573,359231,358175,594735,-Inf,19584,-Inf,52576,-Inf,97600,-Inf,201823,359231,358175,0,0,0,3995.75,202.7425,44711916,1418.4,487026.4,144895.6,18911.62,181973,386383,358360.6,357899.4,263593.8,NA,19167.9,NA,52236.6,NA,96998.2,NA,200156,358360.6,357899.4,0,0,0,188,400,2,5,5,5,40,20,10,5,5,22,0,10,0,10,0,10,0,10,5,5,0,0,0,3913366.67
2,100,100,50,3,756845,153075,88934858,7037,2421638,716292,998242,3537074,3852522,1794937,1769848,5817043,0,291072,0,785213,0,1453052,0,3011443,1794937,1769848,5540780,8590203,23725234,184,220,973818,973,476152,140937,11534,156323,371071,356062,353791,138384,Inf,19008,Inf,51872,Inf,96096,Inf,199391,356062,353791,0,0,0,161301,811,87961040,1962,502574,149934,143287,269252,401246,359902,354303,598040,-Inf,19872,-Inf,52864,-Inf,97439,-Inf,203391,359902,354303,0,0,0,4025.771,255.125,44467429,1407.4,484327.6,143258.4,16637.37,176853.7,385252.2,358987.4,353969.6,264411,NA,19404.8,NA,52347.53,NA,96870.13,NA,200762.9,358987.4,353969.6,0,0,0,188,600,2,5,5,5,60,20,10,5,5,22,0,15,0,15,0,15,0,15,5,5,0,0,0,4311244.33
2,100,100,50,4,846688,164178,91482012,6392,2442401,729748,1250666,3524322,3868053,1795224,1778809,5824403,0,388798,0,1047453,0,1935704,0,4012464,1795224,1778809,7384419,8964395,25393284,204,173,978973,1047,474948,140901,11642,153683,374183,356126,355615,136999,Inf,18943,Inf,51840,Inf,95999,Inf,199327,356126,355615,0,0,0,204135,941,90503039,1946,508351,162262,142770,272235,402049,359903,355998,617879,-Inf,19776,-Inf,52800,-Inf,97311,-Inf,203967,359903,355998,0,0,0,4503.66,205.2225,45741006,1278.4,488480.2,145949.6,15633.33,176216.1,386805.3,359044.8,355761.8,264745.6,NA,19439.9,NA,52372.65,NA,96785.2,NA,200623.2,359044.8,355761.8,0,0,0,188,800,2,5,5,5,80,20,10,5,5,22,0,20,0,20,0,20,0,20,5,5,0,0,0,4580996.33
2,100,100,50,5,817522,199641,99321376,6539,2460691,726984,1497192,3607025,3859952,1795098,1774936,5848342,0,487552,0,1304025,0,2429078,0,5029226,1795098,1774936,9249881,9315594,27111952,187,172,1046744,1018,474331,141604,11399,157193,374012,356095,354815,140083,Inf,18976,Inf,51808,Inf,95904,Inf,199839,356095,354815,0,0,0,171539,706,98274632,1942,543599,157838,142479,274807,401108,360031,355135,607201,-Inf,20032,-Inf,52736,-Inf,97696,-Inf,202879,360031,355135,0,0,0,4348.521,199.641,49660688,1307.8,492138.2,145396.8,14971.92,180351.2,385995.2,359019.6,354987.2,265833.7,NA,19502.08,NA,52161,NA,97163.12,NA,201169,359019.6,354987.2,0,0,0,188,1000,2,5,5,5,100,20,10,5,5,22,0,25,0,25,0,25,0,25,5,5,0,0,0,5071931.33
2,100,100,50,6,964044,236569,93141773,8036,2583737,737912,6895596,3750456,19059462,1791095,1739736,15045525,0,576634,0,1563317,0,2911986,0,6020897,1791095,1739736,11072834,15176350,66086780,204,171,1006540,1427,485777,145587,11942,160276,367986,355454,347806,142703,Inf,18656,Inf,51456,Inf,96319,Inf,199327,355454,347806,0,0,0,237275,842,92135233,1875,605643,151011,186614,275024,14429705,358942,348127,7610989,-Inf,19680,-Inf,52896,-Inf,97791,-Inf,202175,358942,348127,0,0,0,5127.894,197.1408,46570886,1607.2,516747.4,147582.4,57463.3,187522.8,1905946,358219,347947.2,683887.5,NA,19221.13,NA,52110.57,NA,97066.2,NA,200696.6,358219,347947.2,0,0,0,188,1200,2,5,5,5,120,20,10,5,5,22,0,30,0,30,0,30,0,30,5,5,0,0,0,5361350.67
2,100,100,50,7,865352,281470,97248443,6508,2488328,725629,2006898,3853064,3828313,1784377,1741880,5848775,0,672861,0,1831289,0,3396498,0,7049922,1784377,1741880,12950570,10227249,30857541,190,171,1000401,1022,482604,141909,11471,158217,366794,354175,348350,137861,Inf,18752,Inf,52000,Inf,96159,Inf,199359,354175,348350,0,0,0,186448,685,96248042,2134,531789,151792,141478,385709,399707,357790,348414,605302,-Inf,19680,-Inf,52768,-Inf,97471,-Inf,206463,357790,348414,0,0,0,4602.936,201.05,48624222,1301.6,497665.6,145125.8,14334.99,192653.2,382831.3,356875.4,348376,265853.4,NA,19224.6,NA,52322.54,NA,97042.8,NA,201426.3,356875.4,348376,0,0,0,188,1400,2,5,5,5,140,20,10,5,5,22,0,35,0,35,0,35,0,35,5,5,0,0,0,5634402.67
2,100,100,50,8,756007,319076,98753867,6614,3070968,733168,8894163,4050039,4245062,1768760,1757560,5924429,0,757018,0,2071381,0,3860912,0,8045919,1768760,1757560,14735230,17830035,35539608,192,171,1083719,1010,476131,140459,29599,178800,393547,351006,351358,157448,Inf,18560,Inf,51296,Inf,96192,Inf,198976,351006,351358,0,0,0,162696,750,97670148,2052,1129426,167401,185151,336584,441906,354463,351807,606831,-Inf,19360,-Inf,52224,-Inf,97311,-Inf,205279,354463,351807,0,0,0,4021.314,199.4225,49376934,1322.8,614193.6,146633.6,55588.52,202502,424506.2,353752,351512,269292.2,NA,18925.45,NA,51784.53,NA,96522.8,NA,201148,353752,351512,0,0,0,188,1600,2,5,5,5,160,20,10,5,5,22,0,40,0,40,0,40,0,40,5,5,0,0,0,6050084.67
