machine,size,iteration,metric,invocations,min,max,mean,sum
f3,200_200_50,9,cudaLaunch,180,15929,118285,20901.99,3762358
f3,200_200_50,9,cudaMalloc,20,198528,562296,262000,5240000
f3,200_200_50,9,cudaMemcpy,10,2422471,2637855,2514351,25143507
f3,200_200_50,9,CUDA memcpy HtoD,5,2538962,2547155,2543276,12716380
f3,200_200_50,9,CUDA memcpy DtoH,5,2388588,2396684,2393273,11966363
f3,200_200_50,9,cudaFree,22,199123,4443554,997667.9,21948693
f3,200_200_50,9,cudaLaunch (gpu_stencil37_hack1_cp_slices,45,16071,118285,23304.18,1048688
f3,200_200_50,9,gpu_stencil37_hack1_cp_slices,45,24673,42689,35035.31,1576589
f3,200_200_50,9,cudaLaunch (gpu_stencil37_hack1_cp_rows,45,16065,37249,20246.78,911105
f3,200_200_50,9,gpu_stencil37_hack1_cp_rows,45,72419,106693,99121.29,4460458
f3,200_200_50,9,cudaLaunch (gpu_stencil37_hack1_cp_cols,45,15929,33609,19512.71,878072
f3,200_200_50,9,gpu_stencil37_hack1_cp_cols,45,142342,161351,155889,7015004
f3,200_200_50,9,cudaLaunch (gpu_stencil37_hack2,45,16687,41631,20544.29,924493
f3,200_200_50,9,gpu_stencil37_hack2,45,752130,769731,764247.2,34391122
f3,200_200_50,9,total_CUDA memcpy HtoD,5,2538962,2547155,2543276,12716380
f3,200_200_50,9,total_CUDA memcpy DtoH,5,2388588,2396684,2393273,11966363
f3,200_200_50,9,total_kernel_execution_time,0, 0, 0, 0, 47443173
f3,200_200_50,9,total_CUDA_functions,0, 0, 0, 0, 14309288
f3,200_200_50,9,total_running_time,0, 0, 0, 0, 147098001
f3,100_100_100,1,cuDeviceGetAttribute,91,423,268840,7659.978,697058
f3,100_100_100,1,cudaSetupArgument,200,465,2202,601.66,120332
f3,100_100_100,1,cudaMallocHost,2,3962901,196976951,100469926,200939852
f3,100_100_100,1,cudaGetDeviceCount,5,883,5995,1951.2,9756
f3,100_100_100,1,cudaGetDeviceProperties,5,523983,779680,611007.2,3055036
f3,100_100_100,1,cudaMemGetInfo,5,135657,238054,168822.2,844111
f3,100_100_100,1,cudaLaunch,20,18450,116190,31134.45,622689
f3,100_100_100,1,cudaMalloc,20,211744,509435,265704.8,5314095
f3,100_100_100,1,cudaMemcpy,10,1243684,1408276,1308695,13086951
f3,100_100_100,1,CUDA memcpy HtoD,5,1262361,1275738,1268743,6343713
f3,100_100_100,1,CUDA memcpy DtoH,5,1192406,1210008,1197706,5988530
f3,100_100_100,1,cudaFree,22,193243,2598568,609420,13407240
f3,100_100_100,1,cudaLaunch (gpu_stencil37_hack1_cp_slices,5,28890,116190,49395.6,246978
f3,100_100_100,1,gpu_stencil37_hack1_cp_slices,5,23937,24225,24090.6,120453
f3,100_100_100,1,cudaLaunch (gpu_stencil37_hack1_cp_rows,5,19657,37193,25035,125175
f3,100_100_100,1,gpu_stencil37_hack1_cp_rows,5,67299,72099,70307.2,351536
f3,100_100_100,1,cudaLaunch (gpu_stencil37_hack1_cp_cols,5,18450,32713,22910.4,114552
f3,100_100_100,1,gpu_stencil37_hack1_cp_cols,5,125605,129414,126482.4,632412
f3,100_100_100,1,cudaLaunch (gpu_stencil37_hack2,5,20957,42318,27196.8,135984
f3,100_100_100,1,gpu_stencil37_hack2,5,492279,496054,494467.6,2472338
f3,100_100_100,1,total_CUDA memcpy HtoD,5,1262361,1275738,1268743,6343713
f3,100_100_100,1,total_CUDA memcpy DtoH,5,1192406,1210008,1197706,5988530
f3,100_100_100,1,total_kernel_execution_time,0, 0, 0, 0, 3576739
f3,100_100_100,1,total_CUDA_functions,0, 0, 0, 0, 10663077
f3,100_100_100,1,total_running_time,0, 0, 0, 0, 63601877
f3,100_100_100,2,cuDeviceGetAttribute,91,376,390322,8552.143,778245
