#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,1,0.608607282357948,0.532327096874724,4.58740981258605
5,1,0.608607282357948,0.69256292476876,4.58770076847715
6,1,0.608607282357948,0.864634610024534,4.5889690963553
7,1,0.608607282357948,1.00924462923777,4.58401161540357
8,1,0.608607282357948,1.17477318294472,4.58521927038776
9,1,0.608607282357948,1.30179502631601,4.58386899950693
10,1,0.608607282357948,1.45337863715842,4.58761271430591
11,1,0.608607282357948,1.49841792860975,4.58525894387367
12,1,0.608607282357948,1.53825954434595,4.58906243458118
