#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,102488118753.16,75172634060.27,75974321933.94,36042111573.61
5,102488118753.16,75172634060.27,57787960039.11,28347332194.22
6,102488118753.16,75172634060.27,46121263460.78,22377085489.11
7,102488118753.16,75172634060.27,38912127082.33,22076021006.22
8,102488118753.16,75172634060.27,34401149160.33,22075430989.28
9,102488118753.16,75172634060.27,31796221381.94,22106116646.33
10,102488118753.16,75172634060.27,30461922699.50,22120909255.17
11,102488118753.16,75172634060.27,29683701467.44,22165688120.89
12,102488118753.16,75172634060.27,29750763818.39,22213423289.94
13,102488118753.16,75172634060.27,39990873639.28,27224735687.50
14,102488118753.16,75172634060.27,37301310656.83,23386104944.22
15,102488118753.16,75172634060.27,35214236778.56,22593461038.44
16,102488118753.16,75172634060.27,33204826138.56,22249173882.56
17,102488118753.16,75172634060.27,32118586407.83,22221167547.89
18,102488118753.16,75172634060.27,32246374784.33,22209616359.78
19,102488118753.16,75172634060.27,34047015538.56,23336291908.44
20,102488118753.16,75172634060.27,35644612281.67,23535712881.06
21,102488118753.16,75172634060.27,23293736515.28,17580757431.94
22,102488118753.16,75172634060.27,24552949230.22,23611264319.28
23,102488118753.16,75172634060.27,28948935416.44,23416818115.11
24,102488118753.16,75172634060.27,28114526972.56,23393814314.83
25,102488118753.16,75172634060.27,27267766174.28,23227407081.61
26,102488118753.16,75172634060.27,26365602579.28,23096694640.00
27,102488118753.16,75172634060.27,25829028561.94,22823784384.50
28,102488118753.16,75172634060.27,26069658673.39,22901644504.39
29,102488118753.16,75172634060.27,27071728041.89,22699357767.78
30,102488118753.16,75172634060.27,28207760552.33,22746742219.50
31,102488118753.16,75172634060.27,28002992668.39,22664486565.72
32,102488118753.16,75172634060.27,27839741064.83,22916779174.00
33,102488118753.16,75172634060.27,27614078124.28,23017785555.89
34,102488118753.16,75172634060.27,27700031092.94,22930356143.22
35,102488118753.16,75172634060.27,27759505263.44,23111051902.89
36,102488118753.16,75172634060.27,28163339212.50,23525027780.72
37,102488118753.16,75172634060.27,28815728126.28,23661554474.11
38,102488118753.16,75172634060.27,29464029257.83,23577461611.83
39,102488118753.16,75172634060.27,28328534887.83,23987278425.67
40,102488118753.16,75172634060.27,28538924173.28,24138885922.67
