3,1,4,971297029,971371563,971383069,971433181,971441150,971442167,971469175,971484270,971504929,971549692,971669406,971675417,971675689,971897198,971910090,971947676,971953470,972284964,971986529,972031081,972042259,972071107,972163197,972194080,972222506,972228081,972285001,972295745,972328004,972370757,972384120,972410486,972461543,972465735,972581489,972678819,971574555,971583025,971598255,971605001,971655892,971665452,971707124,971707815,971735713,971748865,971755075,971785977,971907062,971914512,971936786,971952620,972177382,974630716,971145078,971176655,971188240,971227236,971249816,971303620,971313336,971348819,971385391,971393618,971415469,971494749,971515665,971538271,971662803,971674442,971784632,971787878,971941656,971942832,971987905,972059586,972109644,972122900,972183313,972198282,972216871,972239562,972252659,972301316,972334461,972429427,972430930,972444956,972490809,972601872
4,1,5,1000658122,1000670163,1000674915,1000737693,1000779817,1000784444,1000791662,1000807987,1000809204,1000852943,1000863244,1000896533,1000905641,1000916121,1000917668,1000922225,1000943103,1000984865,1000228239,1000272058,1000272100,1000309320,1000311593,1000333150,1000376901,1000404631,1000477986,1000482497,1000508164,1000537073,1000570517,1000570653,1000597952,1000614057,1000620928,1000630923,1001009624,1001046302,1001156466,1001219506,1001220089,1001226790,1001229707,1001241240,1001268014,1001331142,1001332238,1001341099,1001343370,1001381185,1001407295,1001411095,1001421544,1004944699,1000990201,1001004560,1001047484,1001061857,1001104968,1001116528,1001116608,1001159156,1001159747,1001164603,1001172414,1001232717,1001251441,1001266938,1001297651,1001329903,1001342194,1001348586,1000634939,1000652067,1000653010,1000673170,1000683551,1000713854,1000739961,1000760544,1000767896,1000840960,1000852951,1000859589,1000869191,1000880139,1000892528,1000917909,1000979674,1001047046
5,1,6,1000255082,1000268929,1000309646,1000319798,1000329927,1000362545,1000405447,1000441771,1000452650,1000465381,1000500505,1000502003,1000523319,1000529068,1000546770,1000636968,1000710703,1000711736,1000573972,1000606649,1000635906,1000642034,1000697788,1000714206,1000714614,1000725662,1000734951,1000748995,1000766508,1000775355,1000777821,1000798866,1000801737,1000851841,1000871590,1001054659,1000175125,1000188840,1000270902,1000289981,1000416517,1000417952,1000433075,1000450948,1000463907,1000491620,1000521340,1000529939,1000533628,1000553498,1000564519,1000581957,1000595568,1000607378,1000793733,1000809845,1000813441,1000851862,1000903471,1000903981,1000909514,1000925142,1000931644,1000969583,1000997243,1001005663,1001012162,1001045733,1001090251,1001107859,1001122287,1001130384,1000641126,1000709190,1000724755,1000730490,1000773625,1000779207,1000788015,1000812764,1000820197,1000822677,1000859028,1000878256,1000922565,1000938746,1000951386,1000952200,1000960188,1000965071
6,1,7,999985054,999985661,1000035803,1000068117,1000103843,1000140574,1000174258,1000182874,1000211404,1000221517,1000242263,1000255922,1000292594,1000330860,1000346525,1000350660,1000611251,1000643449,1000515116,1000515599,1000543955,1000553253,1000599619,1000603962,1000607372,1000651453,1000669441,1000715729,1000720890,1000757770,1000815863,1000879383,1000900952,1000908994,1000955545,1000993182,1000988651,1001034219,1001114128,1001123636,1001145627,1001167058,1001206891,1001212370,1001223495,1001243825,1001245361,1001255306,1001261334,1001279557,1001308425,1001481070,1001694821,1003828844,1000324997,1000353363,1000372498,1000372642,1000373731,1000418616,1000426287,1000437402,1000446402,1000457860,1000461680,1000464584,1000544129,1000569634,1000718448,1000777320,1002601735,1015190857,1000897198,1000968814,1001063875,1001114145,1001117566,1001132108,1001156138,1001161126,1001166403,1001171064,1001180930,1001182931,1001192944,1001208232,1001230518,1001296388,1001552284,1001587772
7,1,8,1000873340,1000875873,1000918719,1000943522,1000953989,1000959172,1000964517,1000970620,1000995318,1001022095,1001022814,1001025192,1001116130,1001142396,1001198745,1001224595,1001261497,1001273639,1000283706,1000386400,1000413220,1000477168,1000511549,1000518663,1000519002,1000535442,1000537031,1000548126,1000643095,1000649619,1000702267,1000736886,1000796814,1000813105,1000815637,1001094591,1000463096,1000464800,1000484712,1000487166,1000538052,1000540364,1000545496,1000553077,1000612464,1000625741,1000628050,1000628741,1000632415,1000711494,1000716736,1000727379,1000753060,1001004572,1000916356,1000941772,1001154809,1001188495,1001195837,1001213271,1001240688,1001296113,1001299596,1001303778,1001322092,1001343317,1001432996,1001445474,1001470226,1001745561,1001747170,1001829907,1000566351,1000658160,1000698010,1000800600,1000815136,1000890454,1000922065,1000948085,1000964225,1001051612,1001054691,1001082080,1001083723,1001103487,1001127145,1001229845,1001245110,1001526430
8,1,9,1030990444,1030994523,1030997889,1031032241,1031064722,1031083222,1031090283,1031091682,1031092810,1031127162,1031137376,1031148030,1031163729,1031171016,1031183093,1031256359,1031268701,1031511039,1031132726,1031147658,1031153016,1031162139,1031198910,1031212049,1031218689,1031264090,1031279973,1031286012,1031304239,1031349656,1031366674,1031376034,1031385884,1031391580,1031403096,1031453179,1030946645,1030979853,1030990971,1031000201,1031029851,1031049699,1031051751,1031062059,1031063088,1031113499,1031115851,1031118862,1031124169,1031150277,1031175278,1031190892,1031191751,1031224886,1031796130,1031809937,1031841484,1031844719,1031851621,1031863319,1031864456,1031868143,1031869815,1031871605,1031894803,1031971979,1031987117,1032000409,1032028647,1032082038,1032110557,1032157366,1031304974,1031329195,1031349244,1031364126,1031379790,1031379819,1031403543,1031416605,1031420407,1031441561,1031452771,1031456684,1031460889,1031472372,1031520144,1031576380,1031590989,1031638704
9,1,10,1031224408,1031254423,1031312978,1031317892,1031322889,1031326213,1031331487,1031337161,1031388067,1031395251,1031409546,1031445610,1031460626,1031462297,1031508571,1031620760,1031645368,1031668614,1032028161,1032130930,1032141663,1032160408,1032173639,1032193410,1032201000,1032210248,1032216122,1032218905,1032227700,1032286402,1032295590,1032300034,1032303941,1032322011,1032409273,1032475396,1031276518,1031290629,1031300898,1031308296,1031321744,1031342314,1031356362,1031391591,1031393344,1031420252,1031431575,1031442117,1031471107,1031480895,1031481312,1031489855,1031515569,1031667261,1031067796,1031108020,1031131861,1031154286,1031158253,1031158943,1031173104,1031177933,1031181071,1031188376,1031222842,1031231577,1031243245,1031243876,1031270474,1031309306,1031362570,1031379239,1031806094,1031856345,1031874394,1031875029,1031883567,1031893482,1031900397,1031931145,1031943224,1031983078,1031986449,1031989974,1031992847,1032097910,1032142619,1032229034,1032260430,1032311711
10,1,11,1031383384,1031408069,1031453909,1031518545,1031531057,1031540013,1031541359,1031549103,1031572653,1031577907,1031589356,1031589904,1031609637,1031618197,1031671708,1031706241,1031713123,1031744456,1031286135,1031289645,1031302440,1031319068,1031344616,1031388419,1031407875,1031417875,1031420683,1031423731,1031444609,1031473330,1031606119,1031633020,1031636844,1031672321,1031708471,1031916275,1031824190,1031826127,1031883308,1031905497,1031906569,1031932694,1031964946,1032030389,1032067514,1032082692,1032106847,1032118037,1032132165,1032259151,1032448140,1033897409,1034454637,1060161559,1031036795,1031095783,1031216987,1031225569,1031228794,1031230034,1031248349,1031270536,1031283323,1031288808,1031330294,1031332963,1031380919,1031442817,1031454625,1031463032,1031507436,1031537567,1031229016,1031242680,1031285607,1031288657,1031298991,1031316221,1031330559,1031366662,1031378390,1031380372,1031430089,1031458502,1031487365,1031494551,1031599942,1031689275,1033572060,1036935484
11,1,12,1031672452,1031681249,1031707994,1031773610,1031790186,1031794639,1031804038,1031805960,1031806954,1031819076,1031839029,1031901899,1031925509,1031962434,1032074636,1032139632,1032211119,1032309388,1032203298,1032234231,1032238198,1032238570,1032248324,1032257146,1032257164,1032296102,1032311168,1032319541,1032326910,1032337088,1032337358,1032344975,1032368092,1032444120,1032499038,1032548620,1031711131,1031734526,1031774119,1031783250,1031795148,1031825990,1031852409,1031858143,1031886975,1031904685,1031914362,1031918259,1031968423,1032007543,1032147632,1032269343,1032348266,1033664688,1031501461,1031625244,1031648586,1031659281,1031659584,1031698854,1031700934,1031762796,1031800451,1031821191,1031828017,1031845789,1031911869,1032032212,1032250433,1032517457,1032660589,1032798320,1031654602,1031673973,1031691595,1031728220,1031746296,1031796438,1031830614,1031837879,1031838220,1031854072,1031868717,1032002327,1032126514,1033830994,1042423593,1045373758,1057923168,1064532726
12,1,13,1064081116,1064145692,1064167484,1064169636,1064197426,1064271460,1064276252,1064307733,1064320847,1064331915,1064332818,1064337462,1064339619,1064349962,1064369519,1064430335,1064432138,1064637286,1064386475,1064456118,1064508622,1064518797,1064544091,1064548009,1064548127,1064552191,1064562973,1064567461,1064570178,1064577051,1064619470,1064634108,1064719941,1064730333,1064743610,1064861145,1064902537,1064946546,1064990380,1064991448,1065036469,1065055332,1065056981,1065068562,1065092456,1065097743,1065099163,1065106160,1065194432,1065231746,1065321166,1065344403,1065417015,1065929459,1064145889,1064153386,1064175645,1064223495,1064225836,1064254353,1064256611,1064266648,1064272777,1064273730,1064282108,1064290045,1064294430,1064307384,1064307506,1064453609,1064476986,1064501135,1064400709,1064408578,1064436621,1064461508,1064502012,1064515669,1064535946,1064548385,1064553062,1064557020,1064566389,1064579790,1064581940,1064588551,1064654641,1064658089,1064742275,1064862493
