#size,StencilSEQ37,StencilCUDA37,StencilCudaCpu37,StencilCudaGpu37,StencilCudaHybrid37
50*200*200,280416592.63,41148234.63,937261628.92,75020930.38,41632458.71
100*200*200,573016291.54,69937989.88,1015026197.25,106282700.00,70471519.71
200*200*200,1158114949.67,130515994.63,969699373.08,168820757.58,131091213.58
800*400*400,18719926762.63,2047334043.00,4102563845.88,2090624636.25,2049373514.21
200*800*800,19243615403.79,2052755599.46,3934874058.83,2097333576.79,2054403803.21
400*800*800,38667207681.67,14583977834.63,7730369915.67,17900820243.08,5535179553.00
800*800*800,77637224711.38,24041826892.21,15181626179.46,30268375802.21,9114248439.75
800*1000*1000,118958532652.88,47149225736.38,24049962365.21,52068855153.92,14220278807.88
1000*1000*1000,149189148950.25,59191625265.46,30268817403.71,64091213719.92,20099026264.29
