#size,StencilSEQ37,StencilCUDA37,StencilCudaCpu37,StencilCudaGpu37,StencilCudaHybrid37
50*200*200,263096754.88,29727866.75,70630122.00,30310158.42,30573615.75
100*200*200,529581121.67,49177088.96,125227419.29,49873863.21,52565429.29
200*200*200,1068682174.96,95794773.67,255304332.96,96632976.33,97215685.58
800*400*400,17584464080.00,1497150341.71,4927752563.71,1500913458.25,1507445715.33
200*800*800,18054676770.33,1509240163.58,4931639620.71,1511942482.63,1518504432.58
400*800*800,36100962995.83,11314507838.92,9902468400.21,11176294859.17,7689568744.96
800*800*800,72571921859.42,22604701028.21,20191375537.42,21915258769.54,15341684358.83
800*1000*1000,114166216850.21,35609547009.88,31464681412.17,35072107657.71,23900452973.75
1000*1000*1000,144457248387.13,44454405451.04,38844104762.75,43861925455.21,30748466070.00
