machine,kernel,size(x),size(y),size(z),iteration,IsStream,nTile,totalExeTime
f3,StencilCudaGpu37,300,300,600,1,1,14,214558386
f3,StencilCudaGpu37,300,300,600,1,1,15,215010173
f3,StencilCudaGpu37,300,300,600,1,1,16,214457512
f3,StencilCudaGpu37,300,300,600,1,1,17,214451007
f3,StencilCudaGpu37,300,300,600,1,1,18,215240682
f3,StencilCudaGpu37,300,300,600,1,1,19,214445389
f3,StencilCudaGpu37,400,400,600,1,0,0,377942321
f3,StencilCudaGpu37,400,400,600,1,1,1,377669498
f3,StencilCudaGpu37,400,400,600,1,1,2,378766954
f3,StencilCudaGpu37,400,400,600,1,1,3,377578572
f3,StencilCudaGpu37,400,400,600,1,1,4,377885542
f3,StencilCudaGpu37,400,400,600,1,1,5,378804192
f3,StencilCudaGpu37,400,400,600,1,1,6,377668339
f3,StencilCudaGpu37,400,400,600,1,1,7,378834067
f3,StencilCudaGpu37,400,400,600,1,1,8,377706221
f3,StencilCudaGpu37,400,400,600,1,1,9,378766295
f3,StencilCudaGpu37,400,400,600,1,1,10,377715933
f3,StencilCudaGpu37,400,400,600,1,1,11,378783958
f3,StencilCudaGpu37,400,400,600,1,1,12,377632965
f3,StencilCudaGpu37,400,400,600,1,1,13,378877155
f3,StencilCudaGpu37,400,400,600,1,1,14,377737085
f3,StencilCudaGpu37,400,400,600,1,1,15,377766704
f3,StencilCudaGpu37,400,400,600,1,1,16,377691663
f3,StencilCudaGpu37,400,400,600,1,1,17,377685060
f3,StencilCudaGpu37,400,400,600,1,1,18,377613694
f3,StencilCudaGpu37,400,400,600,1,1,19,377871823
f3,StencilCudaGpu37,400,400,600,1,1,20,377569060
f3,StencilCudaGpu37,400,400,600,1,1,21,378963029
f3,StencilCudaGpu37,400,400,600,1,1,22,377847492
f3,StencilCudaGpu37,400,400,600,1,1,23,378786608
f3,StencilCudaGpu37,400,400,600,1,1,24,378052172
f3,StencilCudaGpu37,400,400,600,1,1,25,377800295
f3,StencilCudaGpu37,500,500,600,1,0,0,592977426
f3,StencilCudaGpu37,500,500,600,1,1,1,592894888
f3,StencilCudaGpu37,500,500,600,1,1,2,592725367
f3,StencilCudaGpu37,500,500,600,1,1,3,592717342
f3,StencilCudaGpu37,500,500,600,1,1,4,592759576
f3,StencilCudaGpu37,500,500,600,1,1,5,594413324
f3,StencilCudaGpu37,500,500,600,1,1,6,594784160
f3,StencilCudaGpu37,500,500,600,1,1,7,592758009
f3,StencilCudaGpu37,500,500,600,1,1,8,592839326
f3,StencilCudaGpu37,500,500,600,1,1,9,592859586
f3,StencilCudaGpu37,500,500,600,1,1,10,592848031
f3,StencilCudaGpu37,500,500,600,1,1,11,592807908
f3,StencilCudaGpu37,500,500,600,1,1,12,592824719
f3,StencilCudaGpu37,500,500,600,1,1,13,594486685
f3,StencilCudaGpu37,500,500,600,1,1,14,594422406
f3,StencilCudaGpu37,500,500,600,1,1,15,594750401
f3,StencilCudaGpu37,500,500,600,1,1,16,592834192
f3,StencilCudaGpu37,500,500,600,1,1,17,594473048
f3,StencilCudaGpu37,500,500,600,1,1,18,593075028
f3,StencilCudaGpu37,500,500,600,1,1,19,592711305
f3,StencilCudaGpu37,500,500,600,1,1,20,592618507
f3,StencilCudaGpu37,500,500,600,1,1,21,592580150
f3,StencilCudaGpu37,500,500,600,1,1,22,592864234
f3,StencilCudaGpu37,500,500,600,1,1,23,592667967
f3,StencilCudaGpu37,500,500,600,1,1,24,592853401
f3,StencilCudaGpu37,500,500,600,1,1,25,593087747
f3,StencilCudaGpu37,500,500,600,1,1,26,592836145
f3,StencilCudaGpu37,500,500,600,1,1,27,592781073
f3,StencilCudaGpu37,500,500,600,1,1,28,592632954
f3,StencilCudaGpu37,500,500,600,1,1,29,592621776
f3,StencilCudaGpu37,500,500,600,1,1,30,592746932
f3,StencilCudaGpu37,600,600,600,1,0,0,741062694
f3,StencilCudaGpu37,600,600,600,1,1,1,740878731
f3,StencilCudaGpu37,600,600,600,1,1,2,741274111
f3,StencilCudaGpu37,600,600,600,1,1,3,743738706
f3,StencilCudaGpu37,600,600,600,1,1,4,743457392
f3,StencilCudaGpu37,600,600,600,1,1,5,743404995
f3,StencilCudaGpu37,600,600,600,1,1,6,741277303
f3,StencilCudaGpu37,600,600,600,1,1,7,740957774
f3,StencilCudaGpu37,600,600,600,1,1,8,743583606
f3,StencilCudaGpu37,600,600,600,1,1,9,741014341
f3,StencilCudaGpu37,600,600,600,1,1,10,743507419
f3,StencilCudaGpu37,600,600,600,1,1,11,740965840
f3,StencilCudaGpu37,600,600,600,1,1,12,743457918
f3,StencilCudaGpu37,600,600,600,1,1,13,743538608
f3,StencilCudaGpu37,600,600,600,1,1,14,741075273
f3,StencilCudaGpu37,600,600,600,1,1,15,741019850
f3,StencilCudaGpu37,600,600,600,1,1,16,743379741
f3,StencilCudaGpu37,600,600,600,1,1,17,741114155
f3,StencilCudaGpu37,600,600,600,1,1,18,740877595
f3,StencilCudaGpu37,600,600,600,1,1,19,741065475
f3,StencilCudaGpu37,600,600,600,1,1,20,743516322
f3,StencilCudaGpu37,600,600,600,1,1,21,741055476
f3,StencilCudaGpu37,600,600,600,1,1,22,740871243
f3,StencilCudaGpu37,600,600,600,1,1,23,741009256
f3,StencilCudaGpu37,600,600,600,1,1,24,741158479
f3,StencilCudaGpu37,600,600,600,1,1,25,740928335
f3,StencilCudaGpu37,600,600,600,1,1,26,743510152
f3,StencilCudaGpu37,600,600,600,1,1,27,741111223
f3,StencilCudaGpu37,600,600,600,1,1,28,743520591
f3,StencilCudaGpu37,600,600,600,1,1,29,740975090
f3,StencilCudaGpu37,600,600,600,1,1,30,743578074
f3,StencilCudaGpu37,700,700,600,1,0,0,1007166759
f3,StencilCudaGpu37,700,700,600,1,1,1,1007151764
f3,StencilCudaGpu37,700,700,600,1,1,2,1007386346
f3,StencilCudaGpu37,700,700,600,1,1,3,1007556462
f3,StencilCudaGpu37,700,700,600,1,1,4,1010848522
f3,StencilCudaGpu37,700,700,600,1,1,5,1007722943
f3,StencilCudaGpu37,700,700,600,1,1,6,1006938121
f3,StencilCudaGpu37,700,700,600,1,1,7,1011168670
f3,StencilCudaGpu37,700,700,600,1,1,8,1010541004
f3,StencilCudaGpu37,700,700,600,1,1,9,1007634262
f3,StencilCudaGpu37,700,700,600,1,1,10,1007735426
f3,StencilCudaGpu37,700,700,600,1,1,11,1007504685
f3,StencilCudaGpu37,700,700,600,1,1,12,1007717707
f3,StencilCudaGpu37,700,700,600,1,1,13,1007133531
f3,StencilCudaGpu37,700,700,600,1,1,14,1007143471
f3,StencilCudaGpu37,700,700,600,1,1,15,1010769315
f3,StencilCudaGpu37,700,700,600,1,1,16,1007405212
f3,StencilCudaGpu37,700,700,600,1,1,17,1007224347
f3,StencilCudaGpu37,700,700,600,1,1,18,1010381206
f3,StencilCudaGpu37,700,700,600,1,1,19,1010891195
f3,StencilCudaGpu37,700,700,600,1,1,20,1007461429
f3,StencilCudaGpu37,700,700,600,1,1,21,1007697889
f3,StencilCudaGpu37,700,700,600,1,1,22,1007294906
f3,StencilCudaGpu37,700,700,600,1,1,23,1007589405
f3,StencilCudaGpu37,700,700,600,1,1,24,1007227348
f3,StencilCudaGpu37,700,700,600,1,1,25,1007609342
f3,StencilCudaGpu37,700,700,600,1,1,26,1007195365
f3,StencilCudaGpu37,700,700,600,1,1,27,1007264054
f3,StencilCudaGpu37,700,700,600,1,1,28,1010837698
f3,StencilCudaGpu37,700,700,600,1,1,29,1007601299
f3,StencilCudaGpu37,700,700,600,1,1,30,1007080083
f3,StencilCudaGpu37,800,800,600,1,0,0,1310646554
f3,StencilCudaGpu37,800,800,600,1,1,1,1310741048
f3,StencilCudaGpu37,800,800,600,1,1,2,1310646343
f3,StencilCudaGpu37,800,800,600,1,1,3,1315362865
f3,StencilCudaGpu37,800,800,600,1,1,4,1311183525
f3,StencilCudaGpu37,800,800,600,1,1,5,1310804310
f3,StencilCudaGpu37,800,800,600,1,1,6,1311163098
f3,StencilCudaGpu37,800,800,600,1,1,7,1315597781
f3,StencilCudaGpu37,800,800,600,1,1,8,1310572081
f3,StencilCudaGpu37,800,800,600,1,1,9,1310684534
f3,StencilCudaGpu37,800,800,600,1,1,10,1315045666
f3,StencilCudaGpu37,800,800,600,1,1,11,1310812347
f3,StencilCudaGpu37,800,800,600,1,1,12,1310607443
f3,StencilCudaGpu37,800,800,600,1,1,13,1315262198
f3,StencilCudaGpu37,800,800,600,1,1,14,1310744959
f3,StencilCudaGpu37,800,800,600,1,1,15,1311136778
f3,StencilCudaGpu37,800,800,600,1,1,16,1311094105
f3,StencilCudaGpu37,800,800,600,1,1,17,1310606349
f3,StencilCudaGpu37,800,800,600,1,1,18,1315267213
f3,StencilCudaGpu37,800,800,600,1,1,19,1310654906
f3,StencilCudaGpu37,800,800,600,1,1,20,1310574735
f3,StencilCudaGpu37,800,800,600,1,1,21,1310868680
f3,StencilCudaGpu37,800,800,600,1,1,22,1311143980
f3,StencilCudaGpu37,800,800,600,1,1,23,1310566118
f3,StencilCudaGpu37,800,800,600,1,1,24,1310434958
f3,StencilCudaGpu37,800,800,600,1,1,25,1310840653
f3,StencilCudaGpu37,800,800,600,1,1,26,1310931455
f3,StencilCudaGpu37,800,800,600,1,1,27,1310619699
f3,StencilCudaGpu37,800,800,600,1,1,28,1310793034
f3,StencilCudaGpu37,800,800,600,1,1,29,1310907672
f3,StencilCudaGpu37,800,800,600,1,1,30,1310873126
f3,StencilCudaGpu37,900,900,600,1,0,0,1587082374
f3,StencilCudaGpu37,900,900,600,1,1,1,1592243398
f3,StencilCudaGpu37,900,900,600,1,1,2,1592294115
f3,StencilCudaGpu37,900,900,600,1,1,3,1586408187
f3,StencilCudaGpu37,900,900,600,1,1,4,1586733117
f3,StencilCudaGpu37,900,900,600,1,1,5,1592150386
f3,StencilCudaGpu37,900,900,600,1,1,6,1586576512
f3,StencilCudaGpu37,900,900,600,1,1,7,1586610223
f3,StencilCudaGpu37,900,900,600,1,1,8,1586647084
f3,StencilCudaGpu37,900,900,600,1,1,9,1586552603
f3,StencilCudaGpu37,900,900,600,1,1,10,1586535030
f3,StencilCudaGpu37,900,900,600,1,1,11,1586506539
f3,StencilCudaGpu37,900,900,600,1,1,12,1587088099
f3,StencilCudaGpu37,900,900,600,1,1,13,1586837045
f3,StencilCudaGpu37,900,900,600,1,1,14,1586562068
f3,StencilCudaGpu37,900,900,600,1,1,15,1587125889
f3,StencilCudaGpu37,900,900,600,1,1,16,1592178309
f3,StencilCudaGpu37,900,900,600,1,1,17,1586652309
f3,StencilCudaGpu37,900,900,600,1,1,18,1586722218
f3,StencilCudaGpu37,900,900,600,1,1,19,1586892498
f3,StencilCudaGpu37,900,900,600,1,1,20,1592401672
f3,StencilCudaGpu37,900,900,600,1,1,21,1587049908
f3,StencilCudaGpu37,900,900,600,1,1,22,1592569355
f3,StencilCudaGpu37,900,900,600,1,1,23,1586616493
f3,StencilCudaGpu37,900,900,600,1,1,24,1591458702
f3,StencilCudaGpu37,900,900,600,1,1,25,1587071328
f3,StencilCudaGpu37,900,900,600,1,1,26,1586858658
f3,StencilCudaGpu37,900,900,600,1,1,27,1586420026
f3,StencilCudaGpu37,900,900,600,1,1,28,1592129135
f3,StencilCudaGpu37,900,900,600,1,1,29,1586478132
f3,StencilCudaGpu37,900,900,600,1,1,30,1586729370
f3,StencilCudaGpu37,1000,1000,600,1,0,0,1907302729
f3,StencilCudaGpu37,1000,1000,600,1,1,1,1906798737
f3,StencilCudaGpu37,1000,1000,600,1,1,2,1906672305
f3,StencilCudaGpu37,1000,1000,600,1,1,3,1907726218
f3,StencilCudaGpu37,1000,1000,600,1,1,4,1906280623
f3,StencilCudaGpu37,1000,1000,600,1,1,5,1906709695
f3,StencilCudaGpu37,1000,1000,600,1,1,6,1906989343
f3,StencilCudaGpu37,1000,1000,600,1,1,7,1907080208
f3,StencilCudaGpu37,1000,1000,600,1,1,8,1913643897
f3,StencilCudaGpu37,1000,1000,600,1,1,9,1913319028
f3,StencilCudaGpu37,1000,1000,600,1,1,10,1913601983
f3,StencilCudaGpu37,1000,1000,600,1,1,11,1906867279
f3,StencilCudaGpu37,1000,1000,600,1,1,12,1906871300
f3,StencilCudaGpu37,1000,1000,600,1,1,13,1906635894
f3,StencilCudaGpu37,1000,1000,600,1,1,14,1906777668
f3,StencilCudaGpu37,1000,1000,600,1,1,15,1906586081
f3,StencilCudaGpu37,1000,1000,600,1,1,16,1906511173
f3,StencilCudaGpu37,1000,1000,600,1,1,17,1906540869
f3,StencilCudaGpu37,1000,1000,600,1,1,18,1914392440
f3,StencilCudaGpu37,1000,1000,600,1,1,19,1906590295
f3,StencilCudaGpu37,1000,1000,600,1,1,20,1907578668
f3,StencilCudaGpu37,1000,1000,600,1,1,21,1907655719
f3,StencilCudaGpu37,1000,1000,600,1,1,22,1906700054
f3,StencilCudaGpu37,1000,1000,600,1,1,23,1906874724
f3,StencilCudaGpu37,1000,1000,600,1,1,24,1906588886
f3,StencilCudaGpu37,1000,1000,600,1,1,25,1907287926
f3,StencilCudaGpu37,1000,1000,600,1,1,26,1906623779
f3,StencilCudaGpu37,1000,1000,600,1,1,27,1906607467
f3,StencilCudaGpu37,1000,1000,600,1,1,28,1906364726
f3,StencilCudaGpu37,1000,1000,600,1,1,29,1913801213
f3,StencilCudaGpu37,1000,1000,600,1,1,30,1906409294
f3,StencilCudaGpu37,100,100,700,1,0,0,31668039
f3,StencilCudaGpu37,100,100,700,1,1,1,31608997
f3,StencilCudaGpu37,100,100,700,1,1,2,31741213
f3,StencilCudaGpu37,100,100,700,1,1,3,31613816
f3,StencilCudaGpu37,100,100,700,1,1,4,31711330
f3,StencilCudaGpu37,100,100,700,1,1,5,31617552
f3,StencilCudaGpu37,100,100,700,1,1,6,31789801
f3,StencilCudaGpu37,100,100,700,1,1,7,31653716
f3,StencilCudaGpu37,200,200,700,1,0,0,113306014
f3,StencilCudaGpu37,200,200,700,1,1,1,113334864
f3,StencilCudaGpu37,200,200,700,1,1,2,113239629
f3,StencilCudaGpu37,200,200,700,1,1,3,113209643
f3,StencilCudaGpu37,200,200,700,1,1,4,113239547
f3,StencilCudaGpu37,200,200,700,1,1,5,113512366
f3,StencilCudaGpu37,200,200,700,1,1,6,113242532
f3,StencilCudaGpu37,200,200,700,1,1,7,113254772
f3,StencilCudaGpu37,200,200,700,1,1,8,113305136
f3,StencilCudaGpu37,200,200,700,1,1,9,113254414
f3,StencilCudaGpu37,200,200,700,1,1,10,113191317
f3,StencilCudaGpu37,200,200,700,1,1,11,113323298
f3,StencilCudaGpu37,200,200,700,1,1,12,113623137
f3,StencilCudaGpu37,200,200,700,1,1,13,113245951
f3,StencilCudaGpu37,300,300,700,1,0,0,249474923
f3,StencilCudaGpu37,300,300,700,1,1,1,249610917
f3,StencilCudaGpu37,300,300,700,1,1,2,250223694
f3,StencilCudaGpu37,300,300,700,1,1,3,249550758
f3,StencilCudaGpu37,300,300,700,1,1,4,250284785
f3,StencilCudaGpu37,300,300,700,1,1,5,249671544
f3,StencilCudaGpu37,300,300,700,1,1,6,249541287
f3,StencilCudaGpu37,300,300,700,1,1,7,249829628
f3,StencilCudaGpu37,300,300,700,1,1,8,250259612
f3,StencilCudaGpu37,300,300,700,1,1,9,250208708
f3,StencilCudaGpu37,300,300,700,1,1,10,249533645
f3,StencilCudaGpu37,300,300,700,1,1,11,249552482
f3,StencilCudaGpu37,300,300,700,1,1,12,250285884
f3,StencilCudaGpu37,300,300,700,1,1,13,249656756
f3,StencilCudaGpu37,300,300,700,1,1,14,250300475
f3,StencilCudaGpu37,300,300,700,1,1,15,250329965
f3,StencilCudaGpu37,300,300,700,1,1,16,249505881
f3,StencilCudaGpu37,300,300,700,1,1,17,249479468
f3,StencilCudaGpu37,300,300,700,1,1,18,249552823
f3,StencilCudaGpu37,300,300,700,1,1,19,249599664
f3,StencilCudaGpu37,400,400,700,1,0,0,440316564
f3,StencilCudaGpu37,400,400,700,1,1,1,440242589
f3,StencilCudaGpu37,400,400,700,1,1,2,440190359
f3,StencilCudaGpu37,400,400,700,1,1,3,440410707
f3,StencilCudaGpu37,400,400,700,1,1,4,441676779
f3,StencilCudaGpu37,400,400,700,1,1,5,441573326
f3,StencilCudaGpu37,400,400,700,1,1,6,440312141
f3,StencilCudaGpu37,400,400,700,1,1,7,440333932
f3,StencilCudaGpu37,400,400,700,1,1,8,441496060
f3,StencilCudaGpu37,400,400,700,1,1,9,441414702
f3,StencilCudaGpu37,400,400,700,1,1,10,440249557
f3,StencilCudaGpu37,400,400,700,1,1,11,440225419
f3,StencilCudaGpu37,400,400,700,1,1,12,441506599
f3,StencilCudaGpu37,400,400,700,1,1,13,440125230
f3,StencilCudaGpu37,400,400,700,1,1,14,441426666
f3,StencilCudaGpu37,400,400,700,1,1,15,440425548
f3,StencilCudaGpu37,400,400,700,1,1,16,440457799
f3,StencilCudaGpu37,400,400,700,1,1,17,441550392
f3,StencilCudaGpu37,400,400,700,1,1,18,441505533
f3,StencilCudaGpu37,400,400,700,1,1,19,440499663
f3,StencilCudaGpu37,400,400,700,1,1,20,440424397
f3,StencilCudaGpu37,400,400,700,1,1,21,440273050
f3,StencilCudaGpu37,400,400,700,1,1,22,441603982
f3,StencilCudaGpu37,400,400,700,1,1,23,440238350
f3,StencilCudaGpu37,400,400,700,1,1,24,440179265
f3,StencilCudaGpu37,400,400,700,1,1,25,441734777
f3,StencilCudaGpu37,500,500,700,1,0,0,691264762
f3,StencilCudaGpu37,500,500,700,1,1,1,693192736
f3,StencilCudaGpu37,500,500,700,1,1,2,691180879
f3,StencilCudaGpu37,500,500,700,1,1,3,691129310
f3,StencilCudaGpu37,500,500,700,1,1,4,690964506
f3,StencilCudaGpu37,500,500,700,1,1,5,691084802
f3,StencilCudaGpu37,500,500,700,1,1,6,691102685
f3,StencilCudaGpu37,500,500,700,1,1,7,691191352
f3,StencilCudaGpu37,500,500,700,1,1,8,693306797
f3,StencilCudaGpu37,500,500,700,1,1,9,693375305
f3,StencilCudaGpu37,500,500,700,1,1,10,693420526
f3,StencilCudaGpu37,500,500,700,1,1,11,691339607
f3,StencilCudaGpu37,500,500,700,1,1,12,693594819
f3,StencilCudaGpu37,500,500,700,1,1,13,693177863
f3,StencilCudaGpu37,500,500,700,1,1,14,691303913
f3,StencilCudaGpu37,500,500,700,1,1,15,693265710
f3,StencilCudaGpu37,500,500,700,1,1,16,691378888
f3,StencilCudaGpu37,500,500,700,1,1,17,691175656
f3,StencilCudaGpu37,500,500,700,1,1,18,691177732
f3,StencilCudaGpu37,500,500,700,1,1,19,691131314
f3,StencilCudaGpu37,500,500,700,1,1,20,691150096
f3,StencilCudaGpu37,500,500,700,1,1,21,691269293
f3,StencilCudaGpu37,500,500,700,1,1,22,691199843
f3,StencilCudaGpu37,500,500,700,1,1,23,693158560
f3,StencilCudaGpu37,500,500,700,1,1,24,691392460
f3,StencilCudaGpu37,500,500,700,1,1,25,691156877
f3,StencilCudaGpu37,500,500,700,1,1,26,691312265
f3,StencilCudaGpu37,500,500,700,1,1,27,691142277
f3,StencilCudaGpu37,500,500,700,1,1,28,693174725
f3,StencilCudaGpu37,500,500,700,1,1,29,691178363
f3,StencilCudaGpu37,500,500,700,1,1,30,691701336
f3,StencilCudaGpu37,600,600,700,1,0,0,864239586
f3,StencilCudaGpu37,600,600,700,1,1,1,866665918
f3,StencilCudaGpu37,600,600,700,1,1,2,866476431
f3,StencilCudaGpu37,600,600,700,1,1,3,863913603
f3,StencilCudaGpu37,600,600,700,1,1,4,863858000
f3,StencilCudaGpu37,600,600,700,1,1,5,864007324
f3,StencilCudaGpu37,600,600,700,1,1,6,863780776
f3,StencilCudaGpu37,600,600,700,1,1,7,863895524
f3,StencilCudaGpu37,600,600,700,1,1,8,866503747
f3,StencilCudaGpu37,600,600,700,1,1,9,866616236
f3,StencilCudaGpu37,600,600,700,1,1,10,863926214
f3,StencilCudaGpu37,600,600,700,1,1,11,863732316
f3,StencilCudaGpu37,600,600,700,1,1,12,863777400
f3,StencilCudaGpu37,600,600,700,1,1,13,866591675
f3,StencilCudaGpu37,600,600,700,1,1,14,863793951
f3,StencilCudaGpu37,600,600,700,1,1,15,863569118
f3,StencilCudaGpu37,600,600,700,1,1,16,863907908
f3,StencilCudaGpu37,600,600,700,1,1,17,863962928
f3,StencilCudaGpu37,600,600,700,1,1,18,863517579
f3,StencilCudaGpu37,600,600,700,1,1,19,866990361
f3,StencilCudaGpu37,600,600,700,1,1,20,863729064
f3,StencilCudaGpu37,600,600,700,1,1,21,867017367
f3,StencilCudaGpu37,600,600,700,1,1,22,863668312
f3,StencilCudaGpu37,600,600,700,1,1,23,863651471
f3,StencilCudaGpu37,600,600,700,1,1,24,863976528
f3,StencilCudaGpu37,600,600,700,1,1,25,866650705
f3,StencilCudaGpu37,600,600,700,1,1,26,863605325
f3,StencilCudaGpu37,600,600,700,1,1,27,863640384
f3,StencilCudaGpu37,600,600,700,1,1,28,867070432
f3,StencilCudaGpu37,600,600,700,1,1,29,864025086
f3,StencilCudaGpu37,600,600,700,1,1,30,864176519
f3,StencilCudaGpu37,700,700,700,1,0,0,1174318264
f3,StencilCudaGpu37,700,700,700,1,1,1,1173995989
f3,StencilCudaGpu37,700,700,700,1,1,2,1177950121
f3,StencilCudaGpu37,700,700,700,1,1,3,1174333615
f3,StencilCudaGpu37,700,700,700,1,1,4,1174575970
f3,StencilCudaGpu37,700,700,700,1,1,5,1174236913
f3,StencilCudaGpu37,700,700,700,1,1,6,1174169419
f3,StencilCudaGpu37,700,700,700,1,1,7,1174174465
f3,StencilCudaGpu37,700,700,700,1,1,8,1178400050
f3,StencilCudaGpu37,700,700,700,1,1,9,1178085894
f3,StencilCudaGpu37,700,700,700,1,1,10,1174065517
f3,StencilCudaGpu37,700,700,700,1,1,11,1174276910
f3,StencilCudaGpu37,700,700,700,1,1,12,1174211377
f3,StencilCudaGpu37,700,700,700,1,1,13,1174080319
f3,StencilCudaGpu37,700,700,700,1,1,14,1174017080
f3,StencilCudaGpu37,700,700,700,1,1,15,1174561021
f3,StencilCudaGpu37,700,700,700,1,1,16,1174446613
f3,StencilCudaGpu37,700,700,700,1,1,17,1174167125
f3,StencilCudaGpu37,700,700,700,1,1,18,1174098301
f3,StencilCudaGpu37,700,700,700,1,1,19,1174273169
f3,StencilCudaGpu37,700,700,700,1,1,20,1178140072
f3,StencilCudaGpu37,700,700,700,1,1,21,1174261466
f3,StencilCudaGpu37,700,700,700,1,1,22,1174125315
f3,StencilCudaGpu37,700,700,700,1,1,23,1174502346
f3,StencilCudaGpu37,700,700,700,1,1,24,1178007781
f3,StencilCudaGpu37,700,700,700,1,1,25,1174067646
f3,StencilCudaGpu37,700,700,700,1,1,26,1174309105
f3,StencilCudaGpu37,700,700,700,1,1,27,1174089749
f3,StencilCudaGpu37,700,700,700,1,1,28,1174367748
f3,StencilCudaGpu37,700,700,700,1,1,29,1174252451
f3,StencilCudaGpu37,700,700,700,1,1,30,1178002886
f3,StencilCudaGpu37,800,800,700,1,0,0,1459927043
f3,StencilCudaGpu37,800,800,700,1,1,1,1455020045
f3,StencilCudaGpu37,800,800,700,1,1,2,1454871385
f3,StencilCudaGpu37,800,800,700,1,1,3,1454872495
f3,StencilCudaGpu37,800,800,700,1,1,4,1455247442
f3,StencilCudaGpu37,800,800,700,1,1,5,1455392110
f3,StencilCudaGpu37,800,800,700,1,1,6,1454733473
f3,StencilCudaGpu37,800,800,700,1,1,7,1455016672
f3,StencilCudaGpu37,800,800,700,1,1,8,1454826892
f3,StencilCudaGpu37,800,800,700,1,1,9,1455105758
f3,StencilCudaGpu37,800,800,700,1,1,10,1454733598
f3,StencilCudaGpu37,800,800,700,1,1,11,1455017247
f3,StencilCudaGpu37,800,800,700,1,1,12,1460121067
f3,StencilCudaGpu37,800,800,700,1,1,13,1455051042
f3,StencilCudaGpu37,800,800,700,1,1,14,1455164398
f3,StencilCudaGpu37,800,800,700,1,1,15,1455223995
f3,StencilCudaGpu37,800,800,700,1,1,16,1460144019
f3,StencilCudaGpu37,800,800,700,1,1,17,1459967710
f3,StencilCudaGpu37,800,800,700,1,1,18,1455376808
f3,StencilCudaGpu37,800,800,700,1,1,19,1455216682
f3,StencilCudaGpu37,800,800,700,1,1,20,1455145004
f3,StencilCudaGpu37,800,800,700,1,1,21,1454971956
f3,StencilCudaGpu37,800,800,700,1,1,22,1454865628
f3,StencilCudaGpu37,800,800,700,1,1,23,1454537608
f3,StencilCudaGpu37,800,800,700,1,1,24,1460164221
f3,StencilCudaGpu37,800,800,700,1,1,25,1455652439
f3,StencilCudaGpu37,800,800,700,1,1,26,1454769549
f3,StencilCudaGpu37,800,800,700,1,1,27,1455085970
f3,StencilCudaGpu37,800,800,700,1,1,28,1455049262
f3,StencilCudaGpu37,800,800,700,1,1,29,1454745322
f3,StencilCudaGpu37,800,800,700,1,1,30,1455050065
f3,StencilCudaGpu37,900,900,700,1,0,0,1849779936
f3,StencilCudaGpu37,900,900,700,1,1,1,1850214730
f3,StencilCudaGpu37,900,900,700,1,1,2,1849694426
f3,StencilCudaGpu37,900,900,700,1,1,3,1849711289
f3,StencilCudaGpu37,900,900,700,1,1,4,1849954441
f3,StencilCudaGpu37,900,900,700,1,1,5,1849780374
f3,StencilCudaGpu37,900,900,700,1,1,6,1850138546
f3,StencilCudaGpu37,900,900,700,1,1,7,1850204069
f3,StencilCudaGpu37,900,900,700,1,1,8,1850047123
f3,StencilCudaGpu37,900,900,700,1,1,9,1849639268
f3,StencilCudaGpu37,900,900,700,1,1,10,1849433579
f3,StencilCudaGpu37,900,900,700,1,1,11,1849346753
f3,StencilCudaGpu37,900,900,700,1,1,12,1856274141
f3,StencilCudaGpu37,900,900,700,1,1,13,1850415723
f3,StencilCudaGpu37,900,900,700,1,1,14,1849936944
f3,StencilCudaGpu37,900,900,700,1,1,15,1850075307
f3,StencilCudaGpu37,900,900,700,1,1,16,1850468292
f3,StencilCudaGpu37,900,900,700,1,1,17,1849842343
f3,StencilCudaGpu37,900,900,700,1,1,18,1850087089
f3,StencilCudaGpu37,900,900,700,1,1,19,1856293000
f3,StencilCudaGpu37,900,900,700,1,1,20,1849788945
f3,StencilCudaGpu37,900,900,700,1,1,21,1856614196
f3,StencilCudaGpu37,900,900,700,1,1,22,1856339103
f3,StencilCudaGpu37,900,900,700,1,1,23,1850006272
f3,StencilCudaGpu37,900,900,700,1,1,24,1849825667
f3,StencilCudaGpu37,900,900,700,1,1,25,1849805877
f3,StencilCudaGpu37,900,900,700,1,1,26,1849496575
f3,StencilCudaGpu37,900,900,700,1,1,27,1856291424
f3,StencilCudaGpu37,900,900,700,1,1,28,1850315055
f3,StencilCudaGpu37,900,900,700,1,1,29,1856852551
f3,StencilCudaGpu37,900,900,700,1,1,30,1850236925
f3,StencilCudaGpu37,1000,1000,700,1,0,0,2221023264
f3,StencilCudaGpu37,1000,1000,700,1,1,1,2221365948
f3,StencilCudaGpu37,1000,1000,700,1,1,2,2220952439
f3,StencilCudaGpu37,1000,1000,700,1,1,3,2230331004
f3,StencilCudaGpu37,1000,1000,700,1,1,4,2230123401
f3,StencilCudaGpu37,1000,1000,700,1,1,5,2221029859
f3,StencilCudaGpu37,1000,1000,700,1,1,6,2221347147
f3,StencilCudaGpu37,1000,1000,700,1,1,7,2221236787
f3,StencilCudaGpu37,1000,1000,700,1,1,8,2221021445
f3,StencilCudaGpu37,1000,1000,700,1,1,9,2221424845
f3,StencilCudaGpu37,1000,1000,700,1,1,10,2221543146
f3,StencilCudaGpu37,1000,1000,700,1,1,11,2221855369
f3,StencilCudaGpu37,1000,1000,700,1,1,12,2221237690
