machine,kernel,size(x),size(y),size(z),iteration,IsStream,nTile,totalExeTime
f3,StencilCudaGpu37,400,400,400,1,1,16,253607957
f3,StencilCudaGpu37,400,400,400,1,1,17,252969235
f3,StencilCudaGpu37,400,400,400,1,1,18,253746292
f3,StencilCudaGpu37,400,400,400,1,1,19,253744244
f3,StencilCudaGpu37,400,400,400,1,1,20,253728589
f3,StencilCudaGpu37,400,400,400,1,1,21,252988692
f3,StencilCudaGpu37,400,400,400,1,1,22,253066426
f3,StencilCudaGpu37,400,400,400,1,1,23,253049482
f3,StencilCudaGpu37,400,400,400,1,1,24,253036701
f3,StencilCudaGpu37,400,400,400,1,1,25,253021148
f3,StencilCudaGpu37,500,500,400,1,0,0,395952489
f3,StencilCudaGpu37,500,500,400,1,1,1,396933006
f3,StencilCudaGpu37,500,500,400,1,1,2,395813293
f3,StencilCudaGpu37,500,500,400,1,1,3,395866076
f3,StencilCudaGpu37,500,500,400,1,1,4,395945042
f3,StencilCudaGpu37,500,500,400,1,1,5,396356692
f3,StencilCudaGpu37,500,500,400,1,1,6,396412316
f3,StencilCudaGpu37,500,500,400,1,1,7,397186407
f3,StencilCudaGpu37,500,500,400,1,1,8,396110244
f3,StencilCudaGpu37,500,500,400,1,1,9,396009551
f3,StencilCudaGpu37,500,500,400,1,1,10,396540697
f3,StencilCudaGpu37,500,500,400,1,1,11,396023454
f3,StencilCudaGpu37,500,500,400,1,1,12,397143811
f3,StencilCudaGpu37,500,500,400,1,1,13,397126640
f3,StencilCudaGpu37,500,500,400,1,1,14,397042585
f3,StencilCudaGpu37,500,500,400,1,1,15,396989193
f3,StencilCudaGpu37,500,500,400,1,1,16,396042966
f3,StencilCudaGpu37,500,500,400,1,1,17,395942900
f3,StencilCudaGpu37,500,500,400,1,1,18,395842421
f3,StencilCudaGpu37,500,500,400,1,1,19,395977386
f3,StencilCudaGpu37,500,500,400,1,1,20,397069544
f3,StencilCudaGpu37,500,500,400,1,1,21,397395294
f3,StencilCudaGpu37,500,500,400,1,1,22,395921310
f3,StencilCudaGpu37,500,500,400,1,1,23,396979206
f3,StencilCudaGpu37,500,500,400,1,1,24,395791536
f3,StencilCudaGpu37,500,500,400,1,1,25,396124565
f3,StencilCudaGpu37,600,600,400,1,0,0,567419847
f3,StencilCudaGpu37,600,600,400,1,1,1,567556755
f3,StencilCudaGpu37,600,600,400,1,1,2,567523659
f3,StencilCudaGpu37,600,600,400,1,1,3,567693091
f3,StencilCudaGpu37,600,600,400,1,1,4,567573896
f3,StencilCudaGpu37,600,600,400,1,1,5,567507912
f3,StencilCudaGpu37,600,600,400,1,1,6,567541419
f3,StencilCudaGpu37,600,600,400,1,1,7,567603556
f3,StencilCudaGpu37,600,600,400,1,1,8,567625736
f3,StencilCudaGpu37,600,600,400,1,1,9,567750102
f3,StencilCudaGpu37,600,600,400,1,1,10,567561396
f3,StencilCudaGpu37,600,600,400,1,1,11,567502506
f3,StencilCudaGpu37,600,600,400,1,1,12,569290896
f3,StencilCudaGpu37,600,600,400,1,1,13,567693972
f3,StencilCudaGpu37,600,600,400,1,1,14,567546904
f3,StencilCudaGpu37,600,600,400,1,1,15,567618706
f3,StencilCudaGpu37,600,600,400,1,1,16,567548201
f3,StencilCudaGpu37,600,600,400,1,1,17,567665605
f3,StencilCudaGpu37,600,600,400,1,1,18,569443885
f3,StencilCudaGpu37,600,600,400,1,1,19,567760840
f3,StencilCudaGpu37,600,600,400,1,1,20,567657881
f3,StencilCudaGpu37,600,600,400,1,1,21,567560255
f3,StencilCudaGpu37,600,600,400,1,1,22,567531598
f3,StencilCudaGpu37,600,600,400,1,1,23,567588434
f3,StencilCudaGpu37,600,600,400,1,1,24,567651510
f3,StencilCudaGpu37,600,600,400,1,1,25,567517437
f3,StencilCudaGpu37,700,700,400,1,0,0,673392230
f3,StencilCudaGpu37,700,700,400,1,1,1,673427806
f3,StencilCudaGpu37,700,700,400,1,1,2,673345172
f3,StencilCudaGpu37,700,700,400,1,1,3,673334234
f3,StencilCudaGpu37,700,700,400,1,1,4,675417873
f3,StencilCudaGpu37,700,700,400,1,1,5,673315466
f3,StencilCudaGpu37,700,700,400,1,1,6,673209520
f3,StencilCudaGpu37,700,700,400,1,1,7,673375479
f3,StencilCudaGpu37,700,700,400,1,1,8,673277632
f3,StencilCudaGpu37,700,700,400,1,1,9,673144425
f3,StencilCudaGpu37,700,700,400,1,1,10,673189543
f3,StencilCudaGpu37,700,700,400,1,1,11,673190723
f3,StencilCudaGpu37,700,700,400,1,1,12,675506558
f3,StencilCudaGpu37,700,700,400,1,1,13,673544309
f3,StencilCudaGpu37,700,700,400,1,1,14,675574630
f3,StencilCudaGpu37,700,700,400,1,1,15,673538140
f3,StencilCudaGpu37,700,700,400,1,1,16,673530443
f3,StencilCudaGpu37,700,700,400,1,1,17,673118925
f3,StencilCudaGpu37,700,700,400,1,1,18,674886530
f3,StencilCudaGpu37,700,700,400,1,1,19,675544718
f3,StencilCudaGpu37,700,700,400,1,1,20,673532678
f3,StencilCudaGpu37,700,700,400,1,1,21,675626096
f3,StencilCudaGpu37,700,700,400,1,1,22,673270575
f3,StencilCudaGpu37,700,700,400,1,1,23,673287848
f3,StencilCudaGpu37,700,700,400,1,1,24,673471982
f3,StencilCudaGpu37,700,700,400,1,1,25,673357026
f3,StencilCudaGpu37,800,800,400,1,0,0,875846100
f3,StencilCudaGpu37,800,800,400,1,1,1,878664465
f3,StencilCudaGpu37,800,800,400,1,1,2,876105658
f3,StencilCudaGpu37,800,800,400,1,1,3,878777302
f3,StencilCudaGpu37,800,800,400,1,1,4,876015359
f3,StencilCudaGpu37,800,800,400,1,1,5,875905984
f3,StencilCudaGpu37,800,800,400,1,1,6,875952972
f3,StencilCudaGpu37,800,800,400,1,1,7,875748229
f3,StencilCudaGpu37,800,800,400,1,1,8,878956887
f3,StencilCudaGpu37,800,800,400,1,1,9,875897279
f3,StencilCudaGpu37,800,800,400,1,1,10,878798983
f3,StencilCudaGpu37,800,800,400,1,1,11,875801878
f3,StencilCudaGpu37,800,800,400,1,1,12,876238550
f3,StencilCudaGpu37,800,800,400,1,1,13,875587010
f3,StencilCudaGpu37,800,800,400,1,1,14,878756058
f3,StencilCudaGpu37,800,800,400,1,1,15,875808951
f3,StencilCudaGpu37,800,800,400,1,1,16,878693961
f3,StencilCudaGpu37,800,800,400,1,1,17,875867919
f3,StencilCudaGpu37,800,800,400,1,1,18,879200513
f3,StencilCudaGpu37,800,800,400,1,1,19,875781752
f3,StencilCudaGpu37,800,800,400,1,1,20,875768677
f3,StencilCudaGpu37,800,800,400,1,1,21,875824188
f3,StencilCudaGpu37,800,800,400,1,1,22,876292363
f3,StencilCudaGpu37,800,800,400,1,1,23,875773675
f3,StencilCudaGpu37,800,800,400,1,1,24,875760664
f3,StencilCudaGpu37,800,800,400,1,1,25,876257670
f3,StencilCudaGpu37,900,900,400,1,0,0,1113015589
f3,StencilCudaGpu37,900,900,400,1,1,1,1113089821
f3,StencilCudaGpu37,900,900,400,1,1,2,1113138449
f3,StencilCudaGpu37,900,900,400,1,1,3,1113108970
f3,StencilCudaGpu37,900,900,400,1,1,4,1117232294
f3,StencilCudaGpu37,900,900,400,1,1,5,1113055191
f3,StencilCudaGpu37,900,900,400,1,1,6,1116832717
f3,StencilCudaGpu37,900,900,400,1,1,7,1113182403
f3,StencilCudaGpu37,900,900,400,1,1,8,1116853341
f3,StencilCudaGpu37,900,900,400,1,1,9,1113401354
f3,StencilCudaGpu37,900,900,400,1,1,10,1113145567
f3,StencilCudaGpu37,900,900,400,1,1,11,1112881704
f3,StencilCudaGpu37,900,900,400,1,1,12,1116724433
f3,StencilCudaGpu37,900,900,400,1,1,13,1113319966
f3,StencilCudaGpu37,900,900,400,1,1,14,1118136060
f3,StencilCudaGpu37,900,900,400,1,1,15,1116410552
f3,StencilCudaGpu37,900,900,400,1,1,16,1113316965
f3,StencilCudaGpu37,900,900,400,1,1,17,1116815903
f3,StencilCudaGpu37,900,900,400,1,1,18,1113526676
f3,StencilCudaGpu37,900,900,400,1,1,19,1112973488
f3,StencilCudaGpu37,900,900,400,1,1,20,1113170230
f3,StencilCudaGpu37,900,900,400,1,1,21,1113471973
f3,StencilCudaGpu37,900,900,400,1,1,22,1116142403
f3,StencilCudaGpu37,900,900,400,1,1,23,1112988722
f3,StencilCudaGpu37,900,900,400,1,1,24,1117091700
f3,StencilCudaGpu37,900,900,400,1,1,25,1116841543
f3,StencilCudaGpu37,1000,1000,400,1,0,0,1307219563
f3,StencilCudaGpu37,1000,1000,400,1,1,1,1307208016
f3,StencilCudaGpu37,1000,1000,400,1,1,2,1307088347
f3,StencilCudaGpu37,1000,1000,400,1,1,3,1308195073
f3,StencilCudaGpu37,1000,1000,400,1,1,4,1307251389
f3,StencilCudaGpu37,1000,1000,400,1,1,5,1307060549
f3,StencilCudaGpu37,1000,1000,400,1,1,6,1307494908
f3,StencilCudaGpu37,1000,1000,400,1,1,7,1307497883
f3,StencilCudaGpu37,1000,1000,400,1,1,8,1307084043
f3,StencilCudaGpu37,1000,1000,400,1,1,9,1307396662
f3,StencilCudaGpu37,1000,1000,400,1,1,10,1307121988
f3,StencilCudaGpu37,1000,1000,400,1,1,11,1307203619
f3,StencilCudaGpu37,1000,1000,400,1,1,12,1307109213
f3,StencilCudaGpu37,1000,1000,400,1,1,13,1307100969
f3,StencilCudaGpu37,1000,1000,400,1,1,14,1307130007
f3,StencilCudaGpu37,1000,1000,400,1,1,15,1307463252
f3,StencilCudaGpu37,1000,1000,400,1,1,16,1307519446
f3,StencilCudaGpu37,1000,1000,400,1,1,17,1307409532
f3,StencilCudaGpu37,1000,1000,400,1,1,18,1307142458
f3,StencilCudaGpu37,1000,1000,400,1,1,19,1307328202
f3,StencilCudaGpu37,1000,1000,400,1,1,20,1307260180
f3,StencilCudaGpu37,1000,1000,400,1,1,21,1307255850
f3,StencilCudaGpu37,1000,1000,400,1,1,22,1307382933
f3,StencilCudaGpu37,1000,1000,400,1,1,23,1307218869
f3,StencilCudaGpu37,1000,1000,400,1,1,24,1307247987
f3,StencilCudaGpu37,1000,1000,400,1,1,25,1307049344
f3,StencilCudaGpu37,100,100,500,1,0,0,23726151
f3,StencilCudaGpu37,100,100,500,1,1,1,22929879
f3,StencilCudaGpu37,100,100,500,1,1,2,23844688
f3,StencilCudaGpu37,100,100,500,1,1,3,23832356
f3,StencilCudaGpu37,100,100,500,1,1,4,23984257
f3,StencilCudaGpu37,100,100,500,1,1,5,23909181
f3,StencilCudaGpu37,100,100,500,1,1,6,23904444
f3,StencilCudaGpu37,100,100,500,1,1,7,24060975
f3,StencilCudaGpu37,200,200,500,1,0,0,81719560
f3,StencilCudaGpu37,200,200,500,1,1,1,81730035
f3,StencilCudaGpu37,200,200,500,1,1,2,81825663
f3,StencilCudaGpu37,200,200,500,1,1,3,81706218
f3,StencilCudaGpu37,200,200,500,1,1,4,81741407
f3,StencilCudaGpu37,200,200,500,1,1,5,81720411
f3,StencilCudaGpu37,200,200,500,1,1,6,81692799
f3,StencilCudaGpu37,200,200,500,1,1,7,81674431
f3,StencilCudaGpu37,200,200,500,1,1,8,82253188
f3,StencilCudaGpu37,200,200,500,1,1,9,81687537
f3,StencilCudaGpu37,200,200,500,1,1,10,82103201
f3,StencilCudaGpu37,200,200,500,1,1,11,81722371
f3,StencilCudaGpu37,200,200,500,1,1,12,81774714
f3,StencilCudaGpu37,200,200,500,1,1,13,81714792
f3,StencilCudaGpu37,300,300,500,1,0,0,179292701
f3,StencilCudaGpu37,300,300,500,1,1,1,179245260
f3,StencilCudaGpu37,300,300,500,1,1,2,179227018
f3,StencilCudaGpu37,300,300,500,1,1,3,179364607
f3,StencilCudaGpu37,300,300,500,1,1,4,179203048
f3,StencilCudaGpu37,300,300,500,1,1,5,179752147
f3,StencilCudaGpu37,300,300,500,1,1,6,179225590
f3,StencilCudaGpu37,300,300,500,1,1,7,179745227
f3,StencilCudaGpu37,300,300,500,1,1,8,179569913
f3,StencilCudaGpu37,300,300,500,1,1,9,179725676
f3,StencilCudaGpu37,300,300,500,1,1,10,179304038
f3,StencilCudaGpu37,300,300,500,1,1,11,179835064
f3,StencilCudaGpu37,300,300,500,1,1,12,179212070
f3,StencilCudaGpu37,300,300,500,1,1,13,179884985
f3,StencilCudaGpu37,300,300,500,1,1,14,179720167
f3,StencilCudaGpu37,300,300,500,1,1,15,179230339
f3,StencilCudaGpu37,300,300,500,1,1,16,179259907
f3,StencilCudaGpu37,300,300,500,1,1,17,179351807
f3,StencilCudaGpu37,300,300,500,1,1,18,179349378
f3,StencilCudaGpu37,300,300,500,1,1,19,180092125
f3,StencilCudaGpu37,400,400,500,1,0,0,315627917
f3,StencilCudaGpu37,400,400,500,1,1,1,315766277
f3,StencilCudaGpu37,400,400,500,1,1,2,315677541
f3,StencilCudaGpu37,400,400,500,1,1,3,315732607
f3,StencilCudaGpu37,400,400,500,1,1,4,316484515
f3,StencilCudaGpu37,400,400,500,1,1,5,316463631
f3,StencilCudaGpu37,400,400,500,1,1,6,316553452
f3,StencilCudaGpu37,400,400,500,1,1,7,316409655
f3,StencilCudaGpu37,400,400,500,1,1,8,316495711
f3,StencilCudaGpu37,400,400,500,1,1,9,316766410
f3,StencilCudaGpu37,400,400,500,1,1,10,315587088
f3,StencilCudaGpu37,400,400,500,1,1,11,315434560
f3,StencilCudaGpu37,400,400,500,1,1,12,315419719
f3,StencilCudaGpu37,400,400,500,1,1,13,315620802
f3,StencilCudaGpu37,400,400,500,1,1,14,315666478
f3,StencilCudaGpu37,400,400,500,1,1,15,315753406
f3,StencilCudaGpu37,400,400,500,1,1,16,315841778
f3,StencilCudaGpu37,400,400,500,1,1,17,315554335
f3,StencilCudaGpu37,400,400,500,1,1,18,315597350
f3,StencilCudaGpu37,400,400,500,1,1,19,315628131
f3,StencilCudaGpu37,400,400,500,1,1,20,316471111
f3,StencilCudaGpu37,400,400,500,1,1,21,315611429
f3,StencilCudaGpu37,400,400,500,1,1,22,315528557
f3,StencilCudaGpu37,400,400,500,1,1,23,315524621
f3,StencilCudaGpu37,400,400,500,1,1,24,316533059
f3,StencilCudaGpu37,400,400,500,1,1,25,315588309
f3,StencilCudaGpu37,500,500,500,1,0,0,494356469
f3,StencilCudaGpu37,500,500,500,1,1,1,494382359
f3,StencilCudaGpu37,500,500,500,1,1,2,494327950
f3,StencilCudaGpu37,500,500,500,1,1,3,494309107
f3,StencilCudaGpu37,500,500,500,1,1,4,495809817
f3,StencilCudaGpu37,500,500,500,1,1,5,494317249
f3,StencilCudaGpu37,500,500,500,1,1,6,494252396
f3,StencilCudaGpu37,500,500,500,1,1,7,494548722
f3,StencilCudaGpu37,500,500,500,1,1,8,494318455
f3,StencilCudaGpu37,500,500,500,1,1,9,494472455
f3,StencilCudaGpu37,500,500,500,1,1,10,494585130
f3,StencilCudaGpu37,500,500,500,1,1,11,495705479
f3,StencilCudaGpu37,500,500,500,1,1,12,495841487
f3,StencilCudaGpu37,500,500,500,1,1,13,494356617
f3,StencilCudaGpu37,500,500,500,1,1,14,494482107
f3,StencilCudaGpu37,500,500,500,1,1,15,495785879
f3,StencilCudaGpu37,500,500,500,1,1,16,494407095
f3,StencilCudaGpu37,500,500,500,1,1,17,494517225
f3,StencilCudaGpu37,500,500,500,1,1,18,494409374
f3,StencilCudaGpu37,500,500,500,1,1,19,494300621
f3,StencilCudaGpu37,500,500,500,1,1,20,495912362
f3,StencilCudaGpu37,500,500,500,1,1,21,495886662
f3,StencilCudaGpu37,500,500,500,1,1,22,494322380
f3,StencilCudaGpu37,500,500,500,1,1,23,494572238
f3,StencilCudaGpu37,500,500,500,1,1,24,494355928
f3,StencilCudaGpu37,500,500,500,1,1,25,494440742
f3,StencilCudaGpu37,500,500,500,1,1,26,494506658
f3,StencilCudaGpu37,500,500,500,1,1,27,494378351
f3,StencilCudaGpu37,500,500,500,1,1,28,494351159
f3,StencilCudaGpu37,500,500,500,1,1,29,494381069
f3,StencilCudaGpu37,500,500,500,1,1,30,494394600
f3,StencilCudaGpu37,600,600,500,1,0,0,711248809
f3,StencilCudaGpu37,600,600,500,1,1,1,709252925
f3,StencilCudaGpu37,600,600,500,1,1,2,711077400
f3,StencilCudaGpu37,600,600,500,1,1,3,709108192
f3,StencilCudaGpu37,600,600,500,1,1,4,708916730
f3,StencilCudaGpu37,600,600,500,1,1,5,708843994
f3,StencilCudaGpu37,600,600,500,1,1,6,709242552
f3,StencilCudaGpu37,600,600,500,1,1,7,709173937
f3,StencilCudaGpu37,600,600,500,1,1,8,710875341
f3,StencilCudaGpu37,600,600,500,1,1,9,708796640
f3,StencilCudaGpu37,600,600,500,1,1,10,709122248
f3,StencilCudaGpu37,600,600,500,1,1,11,710871069
f3,StencilCudaGpu37,600,600,500,1,1,12,708828728
f3,StencilCudaGpu37,600,600,500,1,1,13,708985409
f3,StencilCudaGpu37,600,600,500,1,1,14,708894017
f3,StencilCudaGpu37,600,600,500,1,1,15,709231560
f3,StencilCudaGpu37,600,600,500,1,1,16,709069868
f3,StencilCudaGpu37,600,600,500,1,1,17,710979542
f3,StencilCudaGpu37,600,600,500,1,1,18,708974524
f3,StencilCudaGpu37,600,600,500,1,1,19,708919404
f3,StencilCudaGpu37,600,600,500,1,1,20,708930143
f3,StencilCudaGpu37,600,600,500,1,1,21,709029709
f3,StencilCudaGpu37,600,600,500,1,1,22,709030997
f3,StencilCudaGpu37,600,600,500,1,1,23,708944984
f3,StencilCudaGpu37,600,600,500,1,1,24,709132959
f3,StencilCudaGpu37,600,600,500,1,1,25,708876414
f3,StencilCudaGpu37,600,600,500,1,1,26,709269900
f3,StencilCudaGpu37,600,600,500,1,1,27,709376442
f3,StencilCudaGpu37,600,600,500,1,1,28,711153451
f3,StencilCudaGpu37,600,600,500,1,1,29,709059966
f3,StencilCudaGpu37,600,600,500,1,1,30,708890385
f3,StencilCudaGpu37,700,700,500,1,0,0,843343672
f3,StencilCudaGpu37,700,700,500,1,1,1,840383726
f3,StencilCudaGpu37,700,700,500,1,1,2,844037531
f3,StencilCudaGpu37,700,700,500,1,1,3,840620883
f3,StencilCudaGpu37,700,700,500,1,1,4,840453920
f3,StencilCudaGpu37,700,700,500,1,1,5,840433960
f3,StencilCudaGpu37,700,700,500,1,1,6,843011411
f3,StencilCudaGpu37,700,700,500,1,1,7,840120577
f3,StencilCudaGpu37,700,700,500,1,1,8,840112993
f3,StencilCudaGpu37,700,700,500,1,1,9,840375988
f3,StencilCudaGpu37,700,700,500,1,1,10,840233077
f3,StencilCudaGpu37,700,700,500,1,1,11,840452185
f3,StencilCudaGpu37,700,700,500,1,1,12,840220753
f3,StencilCudaGpu37,700,700,500,1,1,13,840495783
f3,StencilCudaGpu37,700,700,500,1,1,14,842752526
f3,StencilCudaGpu37,700,700,500,1,1,15,840321214
f3,StencilCudaGpu37,700,700,500,1,1,16,840452432
f3,StencilCudaGpu37,700,700,500,1,1,17,840303619
f3,StencilCudaGpu37,700,700,500,1,1,18,843054146
f3,StencilCudaGpu37,700,700,500,1,1,19,840343315
f3,StencilCudaGpu37,700,700,500,1,1,20,840339224
f3,StencilCudaGpu37,700,700,500,1,1,21,840294662
f3,StencilCudaGpu37,700,700,500,1,1,22,840380446
f3,StencilCudaGpu37,700,700,500,1,1,23,840445813
f3,StencilCudaGpu37,700,700,500,1,1,24,840495166
f3,StencilCudaGpu37,700,700,500,1,1,25,840781268
f3,StencilCudaGpu37,700,700,500,1,1,26,840621617
f3,StencilCudaGpu37,700,700,500,1,1,27,840378387
f3,StencilCudaGpu37,700,700,500,1,1,28,840353797
f3,StencilCudaGpu37,700,700,500,1,1,29,840184834
f3,StencilCudaGpu37,700,700,500,1,1,30,840202262
f3,StencilCudaGpu37,800,800,500,1,0,0,1093336182
f3,StencilCudaGpu37,800,800,500,1,1,1,1093039688
f3,StencilCudaGpu37,800,800,500,1,1,2,1093587756
f3,StencilCudaGpu37,800,800,500,1,1,3,1093272706
f3,StencilCudaGpu37,800,800,500,1,1,4,1093223324
f3,StencilCudaGpu37,800,800,500,1,1,5,1096985855
f3,StencilCudaGpu37,800,800,500,1,1,6,1093871958
f3,StencilCudaGpu37,800,800,500,1,1,7,1093095131
f3,StencilCudaGpu37,800,800,500,1,1,8,1096879355
f3,StencilCudaGpu37,800,800,500,1,1,9,1093133783
f3,StencilCudaGpu37,800,800,500,1,1,10,1093265835
f3,StencilCudaGpu37,800,800,500,1,1,11,1097316481
f3,StencilCudaGpu37,800,800,500,1,1,12,1093273285
f3,StencilCudaGpu37,800,800,500,1,1,13,1093357736
f3,StencilCudaGpu37,800,800,500,1,1,14,1096932449
f3,StencilCudaGpu37,800,800,500,1,1,15,1093202757
f3,StencilCudaGpu37,800,800,500,1,1,16,1093253717
f3,StencilCudaGpu37,800,800,500,1,1,17,1093275274
f3,StencilCudaGpu37,800,800,500,1,1,18,1096962933
f3,StencilCudaGpu37,800,800,500,1,1,19,1093285999
f3,StencilCudaGpu37,800,800,500,1,1,20,1093623975
f3,StencilCudaGpu37,800,800,500,1,1,21,1093239303
f3,StencilCudaGpu37,800,800,500,1,1,22,1096874419
f3,StencilCudaGpu37,800,800,500,1,1,23,1093367577
f3,StencilCudaGpu37,800,800,500,1,1,24,1097316221
f3,StencilCudaGpu37,800,800,500,1,1,25,1093318569
f3,StencilCudaGpu37,800,800,500,1,1,26,1093530481
f3,StencilCudaGpu37,800,800,500,1,1,27,1093165669
f3,StencilCudaGpu37,800,800,500,1,1,28,1093252305
f3,StencilCudaGpu37,800,800,500,1,1,29,1096928807
f3,StencilCudaGpu37,800,800,500,1,1,30,1093283903
f3,StencilCudaGpu37,900,900,500,1,0,0,1324465276
f3,StencilCudaGpu37,900,900,500,1,1,1,1324777240
f3,StencilCudaGpu37,900,900,500,1,1,2,1324232047
f3,StencilCudaGpu37,900,900,500,1,1,3,1324712625
f3,StencilCudaGpu37,900,900,500,1,1,4,1328954807
f3,StencilCudaGpu37,900,900,500,1,1,5,1324192030
f3,StencilCudaGpu37,900,900,500,1,1,6,1324304489
f3,StencilCudaGpu37,900,900,500,1,1,7,1330006505
f3,StencilCudaGpu37,900,900,500,1,1,8,1324439162
f3,StencilCudaGpu37,900,900,500,1,1,9,1324227559
f3,StencilCudaGpu37,900,900,500,1,1,10,1324296216
f3,StencilCudaGpu37,900,900,500,1,1,11,1324551038
f3,StencilCudaGpu37,900,900,500,1,1,12,1324231149
f3,StencilCudaGpu37,900,900,500,1,1,13,1324241428
f3,StencilCudaGpu37,900,900,500,1,1,14,1328906866
f3,StencilCudaGpu37,900,900,500,1,1,15,1324274812
f3,StencilCudaGpu37,900,900,500,1,1,16,1328895200
f3,StencilCudaGpu37,900,900,500,1,1,17,1324244782
f3,StencilCudaGpu37,900,900,500,1,1,18,1324401451
f3,StencilCudaGpu37,900,900,500,1,1,19,1328612942
f3,StencilCudaGpu37,900,900,500,1,1,20,1328688112
f3,StencilCudaGpu37,900,900,500,1,1,21,1329244937
f3,StencilCudaGpu37,900,900,500,1,1,22,1324205571
f3,StencilCudaGpu37,900,900,500,1,1,23,1329214247
f3,StencilCudaGpu37,900,900,500,1,1,24,1324005950
f3,StencilCudaGpu37,900,900,500,1,1,25,1324399004
f3,StencilCudaGpu37,900,900,500,1,1,26,1324132111
f3,StencilCudaGpu37,900,900,500,1,1,27,1324693034
f3,StencilCudaGpu37,900,900,500,1,1,28,1328632690
f3,StencilCudaGpu37,900,900,500,1,1,29,1324578998
f3,StencilCudaGpu37,900,900,500,1,1,30,1324409458
f3,StencilCudaGpu37,1000,1000,500,1,0,0,1631530864
f3,StencilCudaGpu37,1000,1000,500,1,1,1,1630517633
f3,StencilCudaGpu37,1000,1000,500,1,1,2,1630697254
f3,StencilCudaGpu37,1000,1000,500,1,1,3,1636776761
f3,StencilCudaGpu37,1000,1000,500,1,1,4,1630165962
f3,StencilCudaGpu37,1000,1000,500,1,1,5,1636804353
f3,StencilCudaGpu37,1000,1000,500,1,1,6,1635990443
f3,StencilCudaGpu37,1000,1000,500,1,1,7,1635961867
f3,StencilCudaGpu37,1000,1000,500,1,1,8,1635900636
f3,StencilCudaGpu37,1000,1000,500,1,1,9,1636020719
f3,StencilCudaGpu37,1000,1000,500,1,1,10,1630082098
f3,StencilCudaGpu37,1000,1000,500,1,1,11,1630207526
f3,StencilCudaGpu37,1000,1000,500,1,1,12,1630462973
f3,StencilCudaGpu37,1000,1000,500,1,1,13,1630553135
f3,StencilCudaGpu37,1000,1000,500,1,1,14,1636078057
f3,StencilCudaGpu37,1000,1000,500,1,1,15,1630229906
f3,StencilCudaGpu37,1000,1000,500,1,1,16,1630837852
f3,StencilCudaGpu37,1000,1000,500,1,1,17,1630205778
f3,StencilCudaGpu37,1000,1000,500,1,1,18,1630229980
f3,StencilCudaGpu37,1000,1000,500,1,1,19,1636170110
f3,StencilCudaGpu37,1000,1000,500,1,1,20,1630268177
f3,StencilCudaGpu37,1000,1000,500,1,1,21,1630387487
f3,StencilCudaGpu37,1000,1000,500,1,1,22,1630207628
f3,StencilCudaGpu37,1000,1000,500,1,1,23,1630796763
f3,StencilCudaGpu37,1000,1000,500,1,1,24,1630346231
f3,StencilCudaGpu37,1000,1000,500,1,1,25,1630550725
f3,StencilCudaGpu37,1000,1000,500,1,1,26,1630529124
f3,StencilCudaGpu37,1000,1000,500,1,1,27,1630357178
f3,StencilCudaGpu37,1000,1000,500,1,1,28,1630240193
f3,StencilCudaGpu37,1000,1000,500,1,1,29,1630540655
f3,StencilCudaGpu37,1000,1000,500,1,1,30,1630241378
f3,StencilCudaGpu37,100,100,600,1,0,0,27661740
f3,StencilCudaGpu37,100,100,600,1,1,1,27753471
f3,StencilCudaGpu37,100,100,600,1,1,2,27665429
f3,StencilCudaGpu37,100,100,600,1,1,3,27792505
f3,StencilCudaGpu37,100,100,600,1,1,4,27755210
f3,StencilCudaGpu37,100,100,600,1,1,5,27795312
f3,StencilCudaGpu37,100,100,600,1,1,6,27796912
f3,StencilCudaGpu37,100,100,600,1,1,7,27754389
f3,StencilCudaGpu37,200,200,600,1,0,0,97471388
f3,StencilCudaGpu37,200,200,600,1,1,1,97975956
f3,StencilCudaGpu37,200,200,600,1,1,2,97617505
f3,StencilCudaGpu37,200,200,600,1,1,3,97797822
f3,StencilCudaGpu37,200,200,600,1,1,4,97762584
f3,StencilCudaGpu37,200,200,600,1,1,5,97884195
f3,StencilCudaGpu37,200,200,600,1,1,6,97495978
f3,StencilCudaGpu37,200,200,600,1,1,7,97760172
f3,StencilCudaGpu37,200,200,600,1,1,8,97520495
f3,StencilCudaGpu37,200,200,600,1,1,9,97526959
f3,StencilCudaGpu37,200,200,600,1,1,10,97801260
f3,StencilCudaGpu37,200,200,600,1,1,11,97783815
f3,StencilCudaGpu37,200,200,600,1,1,12,97591354
f3,StencilCudaGpu37,200,200,600,1,1,13,97719936
f3,StencilCudaGpu37,300,300,600,1,0,0,214400484
f3,StencilCudaGpu37,300,300,600,1,1,1,214484561
f3,StencilCudaGpu37,300,300,600,1,1,2,214388255
f3,StencilCudaGpu37,300,300,600,1,1,3,214526220
f3,StencilCudaGpu37,300,300,600,1,1,4,214487941
f3,StencilCudaGpu37,300,300,600,1,1,5,214472382
f3,StencilCudaGpu37,300,300,600,1,1,6,214430859
f3,StencilCudaGpu37,300,300,600,1,1,7,214428478
f3,StencilCudaGpu37,300,300,600,1,1,8,214742951
f3,StencilCudaGpu37,300,300,600,1,1,9,214315255
f3,StencilCudaGpu37,300,300,600,1,1,10,214597872
f3,StencilCudaGpu37,300,300,600,1,1,11,214396777
f3,StencilCudaGpu37,300,300,600,1,1,12,214440606
f3,StencilCudaGpu37,300,300,600,1,1,13,214442361
