#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,81818279170.31,60716163501.50,62238204654.72,31077468656.78
5,81818279170.31,60716163501.50,47605534010.28,22469549714.33
6,81818279170.31,60716163501.50,38034530581.83,18320290485.00
7,81818279170.31,60716163501.50,31994781019.72,18332609265.78
8,81818279170.31,60716163501.50,28027398782.56,18342418034.22
9,81818279170.31,60716163501.50,25898036019.56,18349718411.11
10,81818279170.31,60716163501.50,24775175693.50,18373301476.39
11,81818279170.31,60716163501.50,24028243253.61,18387979661.00
12,81818279170.31,60716163501.50,23620355548.83,18493046571.67
13,81818279170.31,60716163501.50,32327454486.56,22047650934.06
14,81818279170.31,60716163501.50,30216658103.06,19000472262.00
15,81818279170.31,60716163501.50,28506917039.50,18479227396.44
16,81818279170.31,60716163501.50,26972771465.83,18471096625.39
17,81818279170.31,60716163501.50,25909155177.39,18461884244.06
18,81818279170.31,60716163501.50,25776952544.28,18462097403.22
19,81818279170.31,60716163501.50,26545563652.11,18480041685.89
20,81818279170.31,60716163501.50,27942518270.44,18607888977.50
21,81818279170.31,60716163501.50,18414767191.72,15945526926.33
22,81818279170.31,60716163501.50,19163208204.50,15915301496.67
23,81818279170.31,60716163501.50,23549946717.83,16753476917.28
24,81818279170.31,60716163501.50,22771135549.83,16279425652.94
25,81818279170.31,60716163501.50,21943847057.22,15814691766.83
26,81818279170.31,60716163501.50,21215868960.72,15513076854.83
27,81818279170.31,60716163501.50,20649550211.33,15342711864.67
28,81818279170.31,60716163501.50,20666967956.06,15640752873.89
29,81818279170.31,60716163501.50,21101158427.28,15950518887.78
30,81818279170.31,60716163501.50,22136617901.56,20092408112.94
31,81818279170.31,60716163501.50,21977972197.61,16185317490.67
32,81818279170.31,60716163501.50,21744536706.22,16097428151.44
33,81818279170.31,60716163501.50,21783396503.56,16214564163.11
34,81818279170.31,60716163501.50,21750275538.67,16041622668.11
35,81818279170.31,60716163501.50,21854290359.83,16052533992.33
36,81818279170.31,60716163501.50,22014389273.50,16118751273.06
37,81818279170.31,60716163501.50,22617739640.78,16339983418.00
38,81818279170.31,60716163501.50,23068891878.61,16379899409.67
39,81818279170.31,60716163501.50,22210163958.78,16546279625.28
40,81818279170.31,60716163501.50,22930569204.78,16803038113.39
