#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,91335187126.42,68237660206.70,69661745897.11,31400272661.06
5,91335187126.42,68237660206.70,53389547023.50,25626974522.11
6,91335187126.42,68237660206.70,43153425861.33,22222714119.39
7,91335187126.42,68237660206.70,35709986858.00,22229516616.44
8,91335187126.42,68237660206.70,31211906894.28,22241388914.39
9,91335187126.42,68237660206.70,28967448725.11,22259450378.89
10,91335187126.42,68237660206.70,27665972558.83,22295043480.50
11,91335187126.42,68237660206.70,26847810763.72,22302258348.28
12,91335187126.42,68237660206.70,26374387415.50,22374607569.28
13,91335187126.42,68237660206.70,35937560924.61,22345065734.78
14,91335187126.42,68237660206.70,33396755433.67,22378959162.89
15,91335187126.42,68237660206.70,31485127894.56,22391730997.89
16,91335187126.42,68237660206.70,29516498864.50,22394232751.67
17,91335187126.42,68237660206.70,28639766774.44,22395639122.22
18,91335187126.42,68237660206.70,28694112148.94,22376961559.61
19,91335187126.42,68237660206.70,29151795642.72,22407424649.78
20,91335187126.42,68237660206.70,30426176446.67,22373321439.94
21,91335187126.42,68237660206.70,19995900942.11,16225137889.94
22,91335187126.42,68237660206.70,20701966642.11,16382539807.44
23,91335187126.42,68237660206.70,26045706636.28,24668535928.72
24,91335187126.42,68237660206.70,25065527770.89,21180703069.44
25,91335187126.42,68237660206.70,24120313970.94,21021860171.28
26,91335187126.42,68237660206.70,23461178830.06,20782078754.11
27,91335187126.42,68237660206.70,22740946260.78,20711078209.89
28,91335187126.42,68237660206.70,22833028196.06,20749569540.78
29,91335187126.42,68237660206.70,23331764743.00,24012344854.83
30,91335187126.42,68237660206.70,24153422249.28,24118354190.94
31,91335187126.42,68237660206.70,23792106837.39,23978808367.22
32,91335187126.42,68237660206.70,23803310333.17,24106721188.17
33,91335187126.42,68237660206.70,23516558529.78,24082028988.94
34,91335187126.42,68237660206.70,23575957300.72,24108689896.00
35,91335187126.42,68237660206.70,23698136525.39,20974468358.33
36,91335187126.42,68237660206.70,23865739448.83,21106345938.17
37,91335187126.42,68237660206.70,24063328522.94,21210002478.61
38,91335187126.42,68237660206.70,24291236260.50,21329587943.17
39,91335187126.42,68237660206.70,24660454487.33,24580751800.06
40,91335187126.42,68237660206.70,23738339240.50,24833564817.61
