==18347== NVPROF is profiling process 18347, command: ./StencilCudaGpu37 800 800 100 9 5
==18347== Profiling application: ./StencilCudaGpu37 800 800 100 9 5
==18347== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","SrcMemType","DstMemType","Device","Context","Stream","Name"
ns,ns,,,,,,,,B,KB,MB,GB/s,,,,,,
115515924.000000,1251.000000,,,,,,,,,,,,,,,,,"cuDeviceGetCount"
115518011.000000,198,,,,,,,,,,,,,,,,,"cuDeviceGet"
115518606.000000,217,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115521449.000000,184,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115522047.000000,158,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115621002.000000,462,,,,,,,,,,,,,,,,,"cuDeviceGetCount"
115621696.000000,180,,,,,,,,,,,,,,,,,"cuDeviceGet"
115622487.000000,31375.000000,,,,,,,,,,,,,,,,,"cuDeviceGetName"
115654232.000000,168788.000000,,,,,,,,,,,,,,,,,"cuDeviceTotalMem"
115823264.000000,262,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115823694.000000,143,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115823997.000000,156,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115824313.000000,168,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115824652.000000,137,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115824953.000000,24814.000000,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115849974.000000,175,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115850308.000000,145,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115850620.000000,152,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115850931.000000,144,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115851244.000000,143,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115851549.000000,150,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115851861.000000,138,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115852159.000000,144,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115852462.000000,139,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115852761.000000,138,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115853061.000000,139,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115853361.000000,155,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115853693.000000,140,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115853997.000000,206,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115854363.000000,139,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115854674.000000,164,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115855000.000000,140,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115855304.000000,138,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115855605.000000,141,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115855906.000000,139,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115856212.000000,139,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115856521.000000,140,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115856830.000000,152,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115857145.000000,137,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115857451.000000,142,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115857756.000000,150,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115858065.000000,138,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115858374.000000,138,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115858674.000000,139,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115858977.000000,147,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115859295.000000,140,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115859594.000000,142,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115859906.000000,149,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115860217.000000,139,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115860525.000000,138,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
115860827.000000,154,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute"
