#size,StencilSEQ37,StencilCUDA37,StencilCudaCpu37,StencilCudaGpu37,StencilCudaHybrid37
50*200*200,280416592.63,41148234.63,937261628.92,75020930.38,85505626.63
100*200*200,573016291.54,69937989.88,1015026197.25,106282700.00,100949763.38
200*200*200,1158114949.67,130515994.63,969699373.08,168820757.58,166872867.42
800*400*400,18719926762.63,2047334043.00,4102563845.88,2090624636.25,2092905318.54
200*800*800,19243615403.79,2052755599.46,3934874058.83,2097333576.79,2093755499.54
400*800*800,38667207681.67,14583977834.63,7730369915.67,17900820243.08,7944579281.00
800*800*800,77637224711.38,24041826892.21,15181626179.46,30268375802.21,14872834147.75
800*1000*1000,118958532652.88,47149225736.38,24049962365.21,52068855153.92,22357020259.33
1000*1000*1000,149189148950.25,59191625265.46,30268817403.71,64091213719.92,23983852395.33
