#size,StencilSEQ37,StencilCUDA37,StencilCudaCpu37,StencilCudaGpu37,StencilCudaHybrid37
50*200*200,263096754.88,29727866.75,70630122.00,30310158.42,30436898.75
100*200*200,529581121.67,49177088.96,125227419.29,49873863.21,49946164.92
200*200*200,1068682174.96,95794773.67,255304332.96,96632976.33,96752397.54
800*400*400,17584464080.00,1497150341.71,4927752563.71,1500913458.25,1500815577.79
200*800*800,18054676770.33,1509240163.58,4931639620.71,1511942482.63,1511399076.25
400*800*800,36100962995.83,11314507838.92,9902468400.21,11176294859.17,9774894904.75
800*800*800,72571921859.42,22604701028.21,20191375537.42,21915258769.54,18099152694.88
