#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,1,1.39686463732387,0.963360688683788,2.11676587666307
5,1,1.39686463732387,1.24717600991682,2.37770940330581
6,1,1.39686463732387,1.55750583496156,3.12238866604662
7,1,1.39686463732387,1.78738243702621,3.59983604717294
8,1,1.39686463732387,2.0434725954292,3.60034534578188
9,1,1.39686463732387,2.41745295915859,4.63229989415396
10,1,1.39686463732387,2.71415281672856,4.63918816780271
11,1,1.39686463732387,2.99395019432135,4.64206983360922
12,1,1.39686463732387,3.27109061922999,4.64064049412985
13,1,1.39686463732387,3.47156837182578,4.63449828606999
14,1,1.39686463732387,3.66010279070509,4.62874174078467
15,1,1.39686463732387,3.74817451816432,4.64618936284765
16,1,1.39686463732387,3.80597586787779,4.62351980474266
17,1,1.39686463732387,3.75377595704142,4.62650169576908
18,1,1.39686463732387,3.73949055357587,4.6206106027952
19,1,1.39686463732387,3.75381176917044,4.62037439452519
20,1,1.39686463732387,3.61662248317604,4.61814460356623
21,1,1.39686463732387,3.74982241811147,4.61295152931609
22,1,1.39686463732387,3.8602131184659,4.6084083157319
23,1,1.39686463732387,3.88936356008042,4.60010615341331
24,1,1.39686463732387,3.93389929950527,4.585393258356
25,1,1.39686463732387,4.02655171328035,4.54113988687903
26,1,1.39686463732387,4.08209521334813,4.51924019148628
27,1,1.39686463732387,4.10306807055036,4.4630830727234
28,1,1.39686463732387,4.23233790247068,4.45197505937439
29,1,1.39686463732387,4.2789891101085,4.41129383985758
30,1,1.39686463732387,4.20790522097371,4.35258240367504
31,1,1.39686463732387,4.35908644475618,4.30859082589665
32,1,1.39686463732387,4.3989888173639,4.28300543409641
33,1,1.39686463732387,4.33486064017746,4.28698175598075
34,1,1.39686463732387,4.31581630668145,4.26229745424585
35,1,1.39686463732387,4.36504620118782,4.20994085878529
36,1,1.39686463732387,4.3301642516446,4.18079070466708
37,1,1.39686463732387,4.31446152462094,4.1650550394613
38,1,1.39686463732387,4.26687179274548,4.14801009300965
39,1,1.39686463732387,4.53514039787692,4.13120049375346
40,1,1.39686463732387,4.48892022222009,4.11158144142038
