#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,484250749.94,76525722.40,585459156.67,77094136.11
5,484250749.94,76525722.40,455036566.94,77041402.50
6,484250749.94,76525722.40,362652744.44,77074235.00
7,484250749.94,76525722.40,312202051.94,77091748.56
8,484250749.94,76525722.40,270708578.39,77024792.78
9,484250749.94,76525722.40,233881265.50,77009245.44
10,484250749.94,76525722.40,209117293.72,77069175.89
11,484250749.94,76525722.40,191283318.39,77081884.56
12,484250749.94,76525722.40,174461945.00,77120215.00
13,484250749.94,76525722.40,159334014.89,77082345.67
14,484250749.94,76525722.40,160610703.56,77055991.11
15,484250749.94,76525722.40,149146696.56,77081992.94
16,484250749.94,76525722.40,143411361.72,77090351.78
17,484250749.94,76525722.40,144789741.72,77091844.00
18,484250749.94,76525722.40,179139435.50,76992286.94
19,484250749.94,76525722.40,135649992.17,77060972.17
20,484250749.94,76525722.40,132243388.28,77702286.11
21,484250749.94,76525722.40,125021001.39,77001797.50
22,484250749.94,76525722.40,123486395.78,77048510.72
23,484250749.94,76525722.40,114269223.17,77026101.50
24,484250749.94,76525722.40,113830009.94,77034411.83
25,484250749.94,76525722.40,116284676.11,76980131.56
26,484250749.94,76525722.40,117627939.94,77088435.44
27,484250749.94,76525722.40,118690754.17,77010099.33
28,484250749.94,76525722.40,117995649.83,77007439.06
29,484250749.94,76525722.40,116596365.94,76996993.22
30,484250749.94,76525722.40,116889493.94,77031703.22
31,484250749.94,76525722.40,115255998.33,76995147.83
32,484250749.94,76525722.40,116976742.06,77024790.94
33,484250749.94,76525722.40,118036819.50,77021798.78
34,484250749.94,76525722.40,116681097.44,77055537.44
35,484250749.94,76525722.40,112372745.67,77112364.39
36,484250749.94,76525722.40,114076837.17,77002051.56
37,484250749.94,76525722.40,111354388.50,77236175.33
38,484250749.94,76525722.40,111928756.56,77032185.78
39,484250749.94,76525722.40,115788491.61,77228755.33
40,484250749.94,76525722.40,113113055.11,77484919.83
