#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,17340140070.98,13049934088.59,18803857954.00,8981052011.11
5,17340140070.98,13049934088.59,14499486469.94,6922711578.44
6,17340140070.98,13049934088.59,11608961649.22,6021308715.89
7,17340140070.98,13049934088.59,9969725931.33,6017731707.72
8,17340140070.98,13049934088.59,8549537599.61,6019026553.94
9,17340140070.98,13049934088.59,7501144183.11,6020858670.83
10,17340140070.98,13049934088.59,6673841556.83,6024658289.50
11,17340140070.98,13049934088.59,6099059347.28,6030587522.17
12,17340140070.98,13049934088.59,5498938676.94,6031087795.67
13,17340140070.98,13049934088.59,5157177824.83,6039000158.94
14,17340140070.98,13049934088.59,4915584077.83,6040595780.83
15,17340140070.98,13049934088.59,4855618445.61,6042634341.28
16,17340140070.98,13049934088.59,4794102539.83,6044119468.56
17,17340140070.98,13049934088.59,4863883853.28,6046024667.89
18,17340140070.98,13049934088.59,5161339975.44,6050132566.17
19,17340140070.98,13049934088.59,4898150110.50,6052510328.44
20,17340140070.98,13049934088.59,5082595429.67,6051313294.83
21,17340140070.98,13049934088.59,4918659464.22,6057050328.61
22,17340140070.98,13049934088.59,4753118351.17,6074208923.89
23,17340140070.98,13049934088.59,4677115561.50,6090043076.78
24,17340140070.98,13049934088.59,4575234968.67,6107566700.22
25,17340140070.98,13049934088.59,4425695408.17,6136411064.89
26,17340140070.98,13049934088.59,4390752006.50,6157002077.72
27,17340140070.98,13049934088.59,4378671314.00,6192420656.06
28,17340140070.98,13049934088.59,4364914755.11,6212765361.00
29,17340140070.98,13049934088.59,4271265767.00,6245339837.44
30,17340140070.98,13049934088.59,4303196822.56,6266511624.50
31,17340140070.98,13049934088.59,4203152836.61,6293562654.83
32,17340140070.98,13049934088.59,4153731702.11,6320899286.22
33,17340140070.98,13049934088.59,4120177006.89,6330251409.78
34,17340140070.98,13049934088.59,4109877981.83,6339781069.50
35,17340140070.98,13049934088.59,4088154294.83,6363162621.50
36,17340140070.98,13049934088.59,4172241155.72,6374180305.11
37,17340140070.98,13049934088.59,4215185302.33,6396447288.78
38,17340140070.98,13049934088.59,4132804740.11,6401220617.39
39,17340140070.98,13049934088.59,4029159958.61,6414959698.17
40,17340140070.98,13049934088.59,3802365877.72,6441431213.89
