#ratio,1000,2000,3000,4000,5000,6000,7000,8000
0.25,12,,,,,,,,
0.5,12,25635804549.00,24264552082.19,25518076437.00,24257218568.69,,,,
0.75,12,,,,,,,,
1,12,24479416189.92,24244303541.06,25003565579.67,25631624253.28,,,,
1.25,12,,,,,,,,
1.5,12,24251172188.72,25361181973.25,25031032392.56,24428898663.72,,,,
1.75,12,,,,,,,,
2,12,24378456196.53,24213838066.53,25339829406.50,24168603828.72,,,,
