#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,1,1.36255960735485,0.922169198686354,2.1997616952571
5,1,1.36255960735485,1.19545029022241,2.58897599146354
6,1,1.36255960735485,1.49334329876856,3.15318250048413
7,1,1.36255960735485,1.74095517587308,3.21978116991962
8,1,1.36255960735485,2.02925575508476,3.87821071198212
9,1,1.36255960735485,2.31635908426319,4.38178661101696
10,1,1.36255960735485,2.60111099632013,4.38485541217341
11,1,1.36255960735485,2.87648747074315,4.386468269673
12,1,1.36255960735485,3.11054081974192,4.3785013527798
13,1,1.36255960735485,3.24664424102739,4.37505087676148
14,1,1.36255960735485,3.44163807677635,4.36859108737441
15,1,1.36255960735485,3.49446814358808,4.36773462878025
16,1,1.36255960735485,3.38930790836142,4.36628796458799
17,1,1.36255960735485,3.41627601617868,4.36744277444809
18,1,1.36255960735485,3.46027079491829,4.36396344441004
19,1,1.36255960735485,3.45154015997783,4.3596747721188
20,1,1.36255960735485,3.38811398498404,4.35757910202735
21,1,1.36255960735485,3.45503436484352,4.35986898749794
22,1,1.36255960735485,3.54752346333502,4.35072429587506
23,1,1.36255960735485,3.61641896247789,4.32640855384463
24,1,1.36255960735485,3.69452087769047,4.30051492714175
25,1,1.36255960735485,3.76544730404845,4.25505879231645
26,1,1.36255960735485,3.84448772238343,4.21917167361334
27,1,1.36255960735485,3.89403864518125,4.17229592504346
28,1,1.36255960735485,3.93639836967425,4.13473458741941
29,1,1.36255960735485,3.97744392206547,4.09669181779941
30,1,1.36255960735485,4.00044886121602,4.06793475967785
31,1,1.36255960735485,4.03787783843047,4.02512137341383
32,1,1.36255960735485,4.04828604760165,4.01250618730457
33,1,1.36255960735485,4.07266119802757,3.99161033432372
34,1,1.36255960735485,4.0623437752163,3.98484792962113
35,1,1.36255960735485,4.04463929174057,3.96531895918128
36,1,1.36255960735485,4.00864519107333,3.94628864697443
37,1,1.36255960735485,4.01340304826406,3.91905388978781
38,1,1.36255960735485,4.12314136013582,3.89547739731665
39,1,1.36255960735485,3.94744400812583,3.88244910280863
40,1,1.36255960735485,4.23745037540114,3.86315354425541
