#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,10188190213.76,1349780097.88,10996540197.50,1350869805.83
5,10188190213.76,1349780097.88,8483595169.00,1351580761.22
6,10188190213.76,1349780097.88,6790859151.00,1351391960.00
7,10188190213.76,1349780097.88,5830545500.83,1351272165.39
8,10188190213.76,1349780097.88,5001826907.22,1351212777.28
9,10188190213.76,1349780097.88,4378607550.28,1351473939.39
10,10188190213.76,1349780097.88,3900349320.56,1351266530.94
11,10188190213.76,1349780097.88,3517783899.28,1350593468.94
12,10188190213.76,1349780097.88,3218795618.17,1350152811.72
13,10188190213.76,1349780097.88,3000573118.56,1350526801.17
14,10188190213.76,1349780097.88,2885752040.61,1350442183.50
15,10188190213.76,1349780097.88,3103818619.56,1350423952.00
16,10188190213.76,1349780097.88,2959563582.00,1350191726.78
17,10188190213.76,1349780097.88,2768770690.22,1350605055.06
18,10188190213.76,1349780097.88,2733272567.78,1351367445.28
19,10188190213.76,1349780097.88,2730804321.44,1350514242.06
20,10188190213.76,1349780097.88,2745135678.72,1351228934.67
21,10188190213.76,1349780097.88,2658981376.00,1351306675.11
22,10188190213.76,1349780097.88,2692961863.83,1351124663.89
23,10188190213.76,1349780097.88,2665089645.06,1350146278.89
24,10188190213.76,1349780097.88,2686395714.89,1351181287.22
25,10188190213.76,1349780097.88,2565814901.61,1350259997.72
26,10188190213.76,1349780097.88,2457283553.22,1350241766.44
27,10188190213.76,1349780097.88,2489510180.67,1351038162.94
28,10188190213.76,1349780097.88,2442040962.89,1351489655.28
29,10188190213.76,1349780097.88,2469098836.22,1351257218.94
30,10188190213.76,1349780097.88,2375930667.50,1350313752.22
31,10188190213.76,1349780097.88,2380824707.78,1351253298.94
32,10188190213.76,1349780097.88,2376170008.67,1349881029.17
33,10188190213.76,1349780097.88,2328824266.83,1351481042.28
34,10188190213.76,1349780097.88,2344838551.39,1349985892.50
35,10188190213.76,1349780097.88,2345400872.06,1349761636.89
36,10188190213.76,1349780097.88,2330235407.83,1350313185.44
37,10188190213.76,1349780097.88,2266886317.56,1351303386.50
38,10188190213.76,1349780097.88,2390781824.50,1350271697.17
39,10188190213.76,1349780097.88,2224878959.78,1350065627.22
40,10188190213.76,1349780097.88,2180413137.61,1351552083.22
