#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,22431363781.03,13993496951.20,22689035444.89,16464451200.72
5,22431363781.03,13993496951.20,21609153290.14,16138058686.53
6,22431363781.03,13993496951.20,21388969191.19,17014640307.19
7,22431363781.03,13993496951.20,21566977209.69,17327780634.33
8,22431363781.03,13993496951.20,21173397240.61,16751806770.50
