#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,19428108759.66,16299436580.57,25565632340.03,9687411050.31
5,19428108759.66,16299436580.57,19803220485.75,7841586031.83
6,19428108759.66,16299436580.57,15911611328.97,6686056909.89
7,19428108759.66,16299436580.57,13939881272.56,6055726830.42
8,19428108759.66,16299436580.57,12728546638.42,6056048972.28
9,19428108759.66,16299436580.57,10526744448.92,6051228432.56
10,19428108759.66,16299436580.57,9264959648.50,6061407889.19
11,19428108759.66,16299436580.57,8411891150.33,6161835946.92
12,19428108759.66,16299436580.57,7829778471.19,6446996858.03
13,19428108759.66,16299436580.57,7302261276.94,6671722698.92
14,19428108759.66,16299436580.57,7060379547.19,6853486862.17
15,19428108759.66,16299436580.57,6413341959.36,6979117704.56
16,19428108759.66,16299436580.57,9695973932.19,6085852231.47
17,19428108759.66,16299436580.57,6280470989.89,7072630295.39
18,19428108759.66,16299436580.57,6154326386.44,7089103351.86
19,19428108759.66,16299436580.57,7616156943.06,7048875049.39
20,19428108759.66,16299436580.57,7253081695.89,7022411370.36
21,19428108759.66,16299436580.57,6990403123.31,7010043387.06
22,19428108759.66,16299436580.57,6723506248.17,6972417571.00
23,19428108759.66,16299436580.57,6586617666.53,6947595390.47
24,19428108759.66,16299436580.57,6552625002.81,6903741154.39
25,19428108759.66,16299436580.57,6271978998.25,6926262472.92
26,19428108759.66,16299436580.57,6033964459.39,6930257234.28
27,19428108759.66,16299436580.57,5870973849.81,6986471309.36
28,19428108759.66,16299436580.57,5718275859.78,7048851914.33
29,19428108759.66,16299436580.57,5534287648.28,7149042246.47
30,19428108759.66,16299436580.57,5445492942.17,7206901105.03
31,19428108759.66,16299436580.57,5321480769.14,7246983396.11
32,19428108759.66,16299436580.57,5083593541.56,7291384751.94
