#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,1137163352.34,207899346.83,2584489768.83,207978735.83
5,1137163352.34,207899346.83,1999278873.08,208076487.72
6,1137163352.34,207899346.83,1602622973.61,208282380.64
7,1137163352.34,207899346.83,1339160764.39,208145664.14
8,1137163352.34,207899346.83,1148807678.56,208103305.14
9,1137163352.34,207899346.83,1036204903.39,208300822.97
10,1137163352.34,207899346.83,923880894.06,208122520.53
11,1137163352.34,207899346.83,832558607.03,208218694.94
12,1137163352.34,207899346.83,762135658.28,208151514.86
13,1137163352.34,207899346.83,734443118.81,208332759.83
14,1137163352.34,207899346.83,675424753.67,208282774.22
15,1137163352.34,207899346.83,629065073.94,208051333.94
16,1137163352.34,207899346.83,606678865.86,208498678.89
17,1137163352.34,207899346.83,591407826.69,208193456.64
18,1137163352.34,207899346.83,532114266.31,208308660.69
19,1137163352.34,207899346.83,515835271.72,208199499.94
20,1137163352.34,207899346.83,489637783.19,208277535.69
21,1137163352.34,207899346.83,472851965.39,208184483.56
22,1137163352.34,207899346.83,451398841.72,208150278.75
23,1137163352.34,207899346.83,437854822.11,208053705.92
24,1137163352.34,207899346.83,424663923.25,208293500.28
25,1137163352.34,207899346.83,452634232.44,208145566.33
26,1137163352.34,207899346.83,403329028.67,208173977.25
27,1137163352.34,207899346.83,398577391.17,208120816.00
28,1137163352.34,207899346.83,390054085.08,208343962.42
29,1137163352.34,207899346.83,381132178.83,208127827.33
30,1137163352.34,207899346.83,366049348.00,208058664.25
31,1137163352.34,207899346.83,359095480.19,208285818.69
32,1137163352.34,207899346.83,345072068.72,208877123.39
