#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,33745443430.50,27712148579.63,64633252680.50,23443464408.00
5,33745443430.50,27712148579.63,50005818892.19,20367474691.78
6,33745443430.50,27712148579.63,40082501997.94,16575480673.42
7,33745443430.50,27712148579.63,33442191437.06,14696264199.58
8,33745443430.50,27712148579.63,28691264072.19,13062522258.83
9,33745443430.50,27712148579.63,25959561608.64,12219397294.44
10,33745443430.50,27712148579.63,23132246646.31,12219408166.33
11,33745443430.50,27712148579.63,20836636863.25,12219342904.92
12,33745443430.50,27712148579.63,19009174861.56,12220121888.36
13,33745443430.50,27712148579.63,18041500019.47,9633890766.25
14,33745443430.50,27712148579.63,16643148329.86,8911773875.86
15,33745443430.50,27712148579.63,15829091242.25,8631729675.89
16,33745443430.50,27712148579.63,15410815273.33,8592223387.69
17,33745443430.50,27712148579.63,14514572127.31,8145817157.17
18,33745443430.50,27712148579.63,13739744112.50,8139924172.72
19,33745443430.50,27712148579.63,13122518477.17,8178336215.67
20,33745443430.50,27712148579.63,12552206442.81,8216401185.22
21,33745443430.50,27712148579.63,12116952390.11,8507708454.39
22,33745443430.50,27712148579.63,11617484488.06,8032974226.36
23,33745443430.50,27712148579.63,11324614091.03,7307807082.25
24,33745443430.50,27712148579.63,10999829745.06,7853415660.11
25,33745443430.50,27712148579.63,10782200587.22,8194761851.50
26,33745443430.50,27712148579.63,10407886134.64,8436794922.58
27,33745443430.50,27712148579.63,10215911144.64,8583265992.72
28,33745443430.50,27712148579.63,10041083202.67,8707079359.89
29,33745443430.50,27712148579.63,9750063286.39,8863397915.31
30,33745443430.50,27712148579.63,9443530849.14,8921903376.53
31,33745443430.50,27712148579.63,9179188918.94,8996667037.78
32,33745443430.50,27712148579.63,8886129720.00,9141025555.78
