#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,15472609095.28,13027068233.70,20553072953.83,7454666689.97
5,15472609095.28,13027068233.70,15852230960.42,6124314873.72
6,15472609095.28,13027068233.70,12770777835.97,6131783764.39
7,15472609095.28,13027068233.70,11145330688.89,6131114071.19
8,15472609095.28,13027068233.70,10046129848.03,6133599674.67
9,15472609095.28,13027068233.70,8272040356.83,6126590864.86
10,15472609095.28,13027068233.70,7397987160.14,6133997825.25
11,15472609095.28,13027068233.70,6733538049.53,6196552410.47
12,15472609095.28,13027068233.70,6254929732.94,6379906289.81
13,15472609095.28,13027068233.70,5816094600.89,6524861568.69
14,15472609095.28,13027068233.70,5454966522.50,6635545125.75
15,15472609095.28,13027068233.70,5103934206.61,6702366980.31
16,15472609095.28,13027068233.70,4752012840.83,6785472142.22
17,15472609095.28,13027068233.70,4764658886.86,6768150877.69
18,15472609095.28,13027068233.70,4787224698.14,6778377022.06
19,15472609095.28,13027068233.70,6118888508.67,6757579734.39
20,15472609095.28,13027068233.70,5922020549.58,6731042791.75
21,15472609095.28,13027068233.70,5622685744.19,6714565711.92
22,15472609095.28,13027068233.70,5445138835.89,6704357570.61
23,15472609095.28,13027068233.70,5329611544.33,6675464307.67
24,15472609095.28,13027068233.70,5279549414.72,6652174010.72
25,15472609095.28,13027068233.70,5080900798.78,6660680966.69
26,15472609095.28,13027068233.70,4983602264.17,6662085439.36
27,15472609095.28,13027068233.70,4679637095.56,6698078014.00
28,15472609095.28,13027068233.70,4572412125.31,6755334013.39
29,15472609095.28,13027068233.70,4343476437.36,6803661775.11
30,15472609095.28,13027068233.70,4588306298.25,6853745579.06
31,15472609095.28,13027068233.70,4236760979.53,6881425672.69
32,15472609095.28,13027068233.70,4071182545.83,6905997825.58
