#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,1,1.21289229686135,0.76499902769804,1.78452654406731
5,1,1.21289229686135,0.987371164882491,2.22605245869024
6,1,1.21289229686135,1.22698695172593,2.99130905753977
7,1,1.21289229686135,1.38431160656081,3.15684429897937
8,1,1.21289229686135,1.50867782584576,3.55870505031149
9,1,1.21289229686135,1.85476985271175,3.56003730975875
10,1,1.21289229686135,2.05473784123535,3.55646267452743
11,1,1.21289229686135,2.24032686488574,3.49349145400711
12,1,1.21289229686135,2.44677881056024,4.03333243954418
13,1,1.21289229686135,2.59051644224227,4.23759640462378
14,1,1.21289229686135,2.77471971985047,4.54451094581454
15,1,1.21289229686135,2.93565819950006,4.42018204561204
16,1,1.21289229686135,3.10967268676397,4.28193228894493
17,1,1.21289229686135,3.12584877886514,4.38782387032913
18,1,1.21289229686135,3.09218703457618,4.34855532676355
19,1,1.21289229686135,2.52297521669399,4.25323270012915
20,1,1.21289229686135,2.63078066837384,4.41400995629268
21,1,1.21289229686135,2.7266625376232,4.44655162852361
22,1,1.21289229686135,2.80072796737288,4.453857844944
23,1,1.21289229686135,2.88983513621142,4.47171603809763
24,1,1.21289229686135,2.9143026218638,4.56829149569004
25,1,1.21289229686135,3.01035105426675,4.47029065657045
26,1,1.21289229686135,3.15488687371434,4.51754245796787
27,1,1.21289229686135,3.24822721111266,4.4637903321239
28,1,1.21289229686135,3.3642556032469,4.34321282185475
29,1,1.21289229686135,3.39043150783156,4.23769841443776
30,1,1.21289229686135,3.46700905456851,4.15551850253765
31,1,1.21289229686135,3.57897182188174,4.10915035659144
32,1,1.21289229686135,3.67635791474934,4.06134433437693
