#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,46005523419.53,37020789954.88,59558910988.42,22124431984.22
5,46005523419.53,37020789954.88,46514558861.67,20742281744.19
6,46005523419.53,37020789954.88,37138986178.50,16214846208.14
7,46005523419.53,37020789954.88,32373747774.03,14531398148.94
8,46005523419.53,37020789954.88,29237816861.67,13291385591.44
9,46005523419.53,37020789954.88,23964691642.17,13275465679.64
10,46005523419.53,37020789954.88,21479866371.53,13285759468.33
11,46005523419.53,37020789954.88,19545204822.47,13395228200.25
12,46005523419.53,37020789954.88,18019117640.33,9379696343.39
13,46005523419.53,37020789954.88,16858000635.58,9645785542.44
14,46005523419.53,37020789954.88,15861900977.06,9975655633.89
15,46005523419.53,37020789954.88,14763824040.58,10439986717.72
16,46005523419.53,37020789954.88,13758252060.64,10657019336.72
17,46005523419.53,37020789954.88,13824685461.08,10618905785.72
18,46005523419.53,37020789954.88,13969960988.28,10595281573.50
19,46005523419.53,37020789954.88,17785323543.11,10540884442.06
20,46005523419.53,37020789954.88,17142054474.50,10486418329.44
21,46005523419.53,37020789954.88,16648899823.14,10407811852.44
22,46005523419.53,37020789954.88,16124818571.14,10370042842.72
23,46005523419.53,37020789954.88,15654063585.36,10287764666.33
24,46005523419.53,37020789954.88,15395135100.39,10180801472.61
25,46005523419.53,37020789954.88,14799807397.92,10210829784.00
26,46005523419.53,37020789954.88,14371851865.08,10213190943.36
27,46005523419.53,37020789954.88,13922086574.86,10371482610.69
28,46005523419.53,37020789954.88,13516821152.50,10621726807.25
29,46005523419.53,37020789954.88,13324047344.31,10917236010.86
30,46005523419.53,37020789954.88,12878179646.97,11166663113.53
31,46005523419.53,37020789954.88,12510848548.36,11354432312.17
32,46005523419.53,37020789954.88,12103922711.22,11567745429.17
