#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,1,1.39686463732387,1.35081103202358,2.76567851714983
5,1,1.39686463732387,1.77103521716563,3.59796390948582
6,1,1.39686463732387,2.20894109038557,4.63746536609653
7,1,1.39686463732387,2.6443131698138,4.65130747370184
8,1,1.39686463732387,3.02685253763812,4.64908879329328
9,1,1.39686463732387,3.31527520024874,4.64753276598765
10,1,1.39686463732387,3.49110120678098,4.641825234018
11,1,1.39686463732387,3.63086668482737,4.64413156887366
12,1,1.39686463732387,3.75520941549253,4.62304595877341
13,1,1.39686463732387,2.80901210750033,4.60642405318882
14,1,1.39686463732387,3.0550746300651,4.62208290679082
15,1,1.39686463732387,3.19224776817337,4.62527551155073
16,1,1.39686463732387,3.37150335108718,4.6211543892074
17,1,1.39686463732387,3.5225965294903,4.61889612443347
18,1,1.39686463732387,3.59879754946851,4.62316750335225
19,1,1.39686463732387,3.60800385125187,4.62200870632325
20,1,1.39686463732387,3.51373440019764,4.62293927193025
21,1,1.39686463732387,4.82420162817486,4.14388922886187
22,1,1.39686463732387,4.77551506362,4.14695133582469
23,1,1.39686463732387,3.85212232887287,4.16886520037606
24,1,1.39686463732387,4.02380447291867,4.209461988568
25,1,1.39686463732387,4.16462475783408,4.20485810459985
26,1,1.39686463732387,4.35892158965787,4.22181251912877
27,1,1.39686463732387,4.42721065252038,4.23626377935612
28,1,1.39686463732387,4.46974471113691,4.27731614651353
29,1,1.39686463732387,4.42430181632205,4.27873371661143
30,1,1.39686463732387,4.2881046638586,4.29412534375553
31,1,1.39686463732387,4.37746473764366,4.29167628856662
32,1,1.39686463732387,4.44789415402671,4.27986927369042
33,1,1.39686463732387,4.48115943801542,4.25399785489725
34,1,1.39686463732387,4.48969342946282,4.2289573094984
35,1,1.39686463732387,4.53236681717992,4.19404139548846
36,1,1.39686463732387,4.45313361666568,4.16428501730531
37,1,1.39686463732387,4.55468212001627,4.14561803886228
38,1,1.39686463732387,4.49793059379562,4.13166961187802
39,1,1.39686463732387,4.55403497988834,4.11182172167338
40,1,1.39686463732387,4.69607158316525,4.13118949446534
