#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,27830553802.61,19923586766.38,20602847580.33,10062830379.61
5,27830553802.61,19923586766.38,15714285934.50,7735084203.94
6,27830553802.61,19923586766.38,12599047536.28,6001242404.11
7,27830553802.61,19923586766.38,10524681463.72,5983382943.39
8,27830553802.61,19923586766.38,9194552247.44,5986238387.78
9,27830553802.61,19923586766.38,8394643618.28,5988242623.33
10,27830553802.61,19923586766.38,7971855341.39,5995605693.78
11,27830553802.61,19923586766.38,7664989166.06,5992628199.67
12,27830553802.61,19923586766.38,7411185562.06,6019960444.00
13,27830553802.61,19923586766.38,9907594818.94,6041682980.39
14,27830553802.61,19923586766.38,9109615041.39,6021214756.17
15,27830553802.61,19923586766.38,8718168458.00,6017058601.83
16,27830553802.61,19923586766.38,8254642189.11,6022424584.56
17,27830553802.61,19923586766.38,7900579464.50,6025369060.67
18,27830553802.61,19923586766.38,7733292417.83,6019802177.28
19,27830553802.61,19923586766.38,7713559893.50,6021311419.11
20,27830553802.61,19923586766.38,7920505830.22,6020099370.89
21,27830553802.61,19923586766.38,5768944987.72,6716046753.56
22,27830553802.61,19923586766.38,5827759609.56,6711087627.72
23,27830553802.61,19923586766.38,7224732608.83,6675810434.00
24,27830553802.61,19923586766.38,6916477674.28,6611427749.72
25,27830553802.61,19923586766.38,6682607778.83,6618666578.11
26,27830553802.61,19923586766.38,6384733753.56,6592086616.00
27,27830553802.61,19923586766.38,6286250189.33,6569598885.28
28,27830553802.61,19923586766.38,6226430277.61,6506545892.17
29,27830553802.61,19923586766.38,6290383196.72,6504390234.56
30,27830553802.61,19923586766.38,6490175959.83,6481076255.28
31,27830553802.61,19923586766.38,6357687718.94,6484774696.72
32,27830553802.61,19923586766.38,6257018004.22,6502664456.06
33,27830553802.61,19923586766.38,6210569873.17,6542211527.11
34,27830553802.61,19923586766.38,6198764846.61,6580949337.11
35,27830553802.61,19923586766.38,6140401897.11,6635736555.33
36,27830553802.61,19923586766.38,6249656129.44,6683152975.11
37,27830553802.61,19923586766.38,6110317486.33,6713246020.67
38,27830553802.61,19923586766.38,6187412905.17,6735909793.61
39,27830553802.61,19923586766.38,6111185778.22,6768424237.83
40,27830553802.61,19923586766.38,5926347865.39,6736692625.67
