#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,33745443430.50,27712148579.63,44434318009.22,16450162769.75
5,33745443430.50,27712148579.63,34602613447.97,14066237011.69
6,33745443430.50,27712148579.63,27569209399.08,12424226011.36
7,33745443430.50,27712148579.63,24058346583.14,12428488770.69
8,33745443430.50,27712148579.63,21661144931.42,9632677444.53
9,33745443430.50,27712148579.63,18009636527.75,8263649724.22
10,33745443430.50,27712148579.63,15949923376.56,7765275918.06
11,33745443430.50,27712148579.63,14524210816.72,7962393274.75
12,33745443430.50,27712148579.63,13460172315.36,7102389918.69
13,33745443430.50,27712148579.63,12539397861.19,7700952110.47
14,33745443430.50,27712148579.63,11716611559.22,8108123324.64
15,33745443430.50,27712148579.63,10945027257.03,8375542456.44
16,33745443430.50,27712148579.63,10210183500.53,8546201665.11
17,33745443430.50,27712148579.63,10295136054.56,8710714079.69
18,33745443430.50,27712148579.63,10467718412.00,8691389977.08
19,33745443430.50,27712148579.63,13433666316.64,8601074113.00
20,33745443430.50,27712148579.63,12689409088.75,8558941092.75
21,33745443430.50,27712148579.63,12222057922.06,8524917758.06
22,33745443430.50,27712148579.63,11910943830.14,8489164209.56
23,33745443430.50,27712148579.63,11529464795.33,8448900868.97
24,33745443430.50,27712148579.63,11256780854.47,8330991964.61
25,33745443430.50,27712148579.63,10869094373.64,8382401217.58
26,33745443430.50,27712148579.63,10452839606.72,8379351444.89
27,33745443430.50,27712148579.63,10174579293.92,8473383791.36
28,33745443430.50,27712148579.63,10039362299.19,8633443118.17
29,33745443430.50,27712148579.63,9671201839.31,8852196140.92
30,33745443430.50,27712148579.63,9518314202.36,8997242891.92
31,33745443430.50,27712148579.63,9104205245.22,9115148442.17
32,33745443430.50,27712148579.63,8786412886.64,9245214330.53
