#ratio,nCores,1000,2000,4000,8000
0.5,8,11308953223.48,11508087971.23,11345748227.57,12146209902.20
1,8,11280890571.49,11480988854.16,11386890036.08,12092538013.46
1.5,8,11562000825.44,11480988854.16,11641117072.53,12577711494.00
2,8,11156667707.49,11074540339.19,11025515377.97,12353988004.99
