#ratio,1000,2000,3000,4000,5000,6000,7000,8000
0.25,32,8306763539.86,7359088003.11,9314036741.67,6920435684.89,7985012217.36,8765284861.39,9685555773.83,10533828439.89
0.5,32,7974005340.14,7319687098.97,9292078593.92,6885472109.56,7970827762.17,8743815041.86,9705826684.92,10505682017.03
0.75,32,6927762614.25,7335539073.53,8389267480.17,6868374216.69,7978444035.81,8735117114.42,9678948128.31,10480158455.89
1,32,6975117343.61,7299502357.25,9310614748.11,6874160975.11,7963051633.72,8731448390.00,9669000650.25,10494090086.11
1.25,32,7945074191.69,7306861189.83,9332002368.36,6876287462.00,7957768623.92,8717432148.25,9682278743.50,10492397001.25
1.5,32,6848311683.56,7289890217.81,9332002368.36,6829001182.19,7937719755.00,8721402456.69,9674457125.53,10496362907.92
1.75,32,6913075869.67,7296211807.50,6923845158.58,6881067747.42,7964027738.14,8725738037.72,9666701923.36,10481080628.14
2,32,6919574786.47,7309820650.58,9335427492.22,6852573439.78,7950636001.50,8725918701.42,9659783305.89,10482202903.00
