#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,11990013343.53,1829613270.70,23289153028.00,1830792595.36
5,11990013343.53,1829613270.70,18001486799.69,1830458047.25
6,11990013343.53,1829613270.70,14419082682.53,1830248792.14
7,11990013343.53,1829613270.70,12027114474.83,1827990977.33
8,11990013343.53,1829613270.70,10325330638.53,1831058190.75
9,11990013343.53,1829613270.70,9338830569.28,1832002874.83
10,11990013343.53,1829613270.70,8314230800.94,1830520102.00
11,11990013343.53,1829613270.70,7493534901.53,1827861561.97
12,11990013343.53,1829613270.70,6957533294.28,1830842804.11
13,11990013343.53,1829613270.70,6495271612.36,1830514503.19
14,11990013343.53,1829613270.70,6193811239.50,1830983635.06
15,11990013343.53,1829613270.70,5769560489.78,1827600230.86
16,11990013343.53,1829613270.70,5586560359.97,1826997949.72
17,11990013343.53,1829613270.70,5102858512.97,1826907851.56
18,11990013343.53,1829613270.70,4854707144.44,1827921239.78
19,11990013343.53,1829613270.70,4610679839.67,1829861229.69
20,11990013343.53,1829613270.70,4477862573.94,1830072378.39
21,11990013343.53,1829613270.70,4364297075.42,1826758972.22
22,11990013343.53,1829613270.70,4151841317.22,1827190856.31
23,11990013343.53,1829613270.70,4085011894.64,1829713144.11
24,11990013343.53,1829613270.70,3879968819.17,1827689252.97
25,11990013343.53,1829613270.70,3732728730.53,1826708907.42
26,11990013343.53,1829613270.70,3626130460.47,1829518844.33
27,11990013343.53,1829613270.70,3636957301.42,1827059159.64
28,11990013343.53,1829613270.70,3489097067.58,1827881809.53
29,11990013343.53,1829613270.70,3411883958.86,1826682963.33
30,11990013343.53,1829613270.70,3311187713.50,1828581176.14
31,11990013343.53,1829613270.70,3228877783.28,1827827084.14
32,11990013343.53,1829613270.70,3124125175.64,1828484586.11
