#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,15472609095.28,13027068233.70,29874418132.61,12847091348.00
5,15472609095.28,13027068233.70,23117355633.11,9546363650.64
6,15472609095.28,13027068233.70,18525820900.22,7403552615.81
7,15472609095.28,13027068233.70,15452884982.33,6824871485.11
8,15472609095.28,13027068233.70,13257341974.31,6021174687.69
9,15472609095.28,13027068233.70,11989735781.28,6022739042.78
10,15472609095.28,13027068233.70,10679843372.03,6021457717.03
11,15472609095.28,13027068233.70,9620968182.81,6023694378.67
12,15472609095.28,13027068233.70,8772630966.89,6025452813.39
13,15472609095.28,13027068233.70,8339412920.53,6027930844.97
14,15472609095.28,13027068233.70,7937885586.08,6026814969.78
15,15472609095.28,13027068233.70,7554522359.42,6029791535.64
16,15472609095.28,13027068233.70,7085958944.64,6033208889.83
17,15472609095.28,13027068233.70,6883213984.44,6031968794.06
18,15472609095.28,13027068233.70,6501842851.67,6032880648.64
19,15472609095.28,13027068233.70,6210196584.75,6038832189.78
20,15472609095.28,13027068233.70,5912576905.72,6058518998.56
21,15472609095.28,13027068233.70,5726680858.86,6103969539.08
22,15472609095.28,13027068233.70,5344235349.78,6213839331.00
23,15472609095.28,13027068233.70,5249013878.69,6291676889.67
24,15472609095.28,13027068233.70,4996725390.50,6416834223.56
25,15472609095.28,13027068233.70,4788306254.53,6526456767.47
26,15472609095.28,13027068233.70,4764897410.44,6599376032.56
27,15472609095.28,13027068233.70,4650266424.50,6654426927.78
28,15472609095.28,13027068233.70,4692031696.39,6679066111.58
29,15472609095.28,13027068233.70,4496457495.83,6719188878.25
30,15472609095.28,13027068233.70,4569981961.31,6746773882.47
31,15472609095.28,13027068233.70,4273388288.72,6765330603.28
32,15472609095.28,13027068233.70,4073226755.53,6796587869.89
