#size,volumn,1,2,3,4,5,6,7,8,9,10
50*100*100,500000,46111.6600000001,1278975.34,2799578.33,3394318.34,4133035.67,6510633,6098288.67,7958059.34,9090337.66,10114329.67
50*200*200,2000000,1313372.34,4941694,8252050.33,11671049.67,15197093.67,18685465,22444835.66,25618975,29066728,32981242
50*400*400,8000000,-1689081.33,14105943,30227455.66,46099472,62134245.67,78049631.67,94102066.67,109982828.33,126015030.67,142070115
50*800*800,32000000,-7285500,56021295.67,120686027.34,184501365.34,248486813.67,312493819,376508369.67,441008869.67,504767824.34,568032614.67
50*1000*1000,50000000,-10687141.33,89693706.67,189911348,289609119,391690569.34,492038404.33,590335816.33,690590554,791087403,893850892.33
100*100*100,1000000,676265.67,2864381,5056654,6839530,8758286.33,11595756.67,12985154,14040482,16506458,19041948
100*200*200,4000000,3705246.34,11926965.67,19635424.33,28015954.67,36205579.34,44316711.34,52619913.34,60663398,68696786,76686209.33
100*400*400,16000000,-3439872.33,28702902.67,60795868,93278314.33,124936539.33,157487302.66,189910285.67,222153828,254103450.66,286989505.66
100*800*800,64000000,-2421536,136039783.33,274909026.33,413798225,552867153.33,691011052,830595071,969311747.67,1107458346,1246139310
100*1000*1000,100000000,-8177857.67000002,203998927.66,416286600.67,629347161,840525894.66,1053526704.67,1267616737,1484702196.33,1691154314,1905532925.34
200*200*200,8000000,8492535.66,25628976.67,42867252,59657399.67,77716242.33,95071135,112468180,129626939.33,146901471.34,164379517.67
200*400*400,32000000,-1834278.66,66023079.33,134779860,203612921.34,271987814.33,339979029.67,408949235,477793215,546340120.34,614329220
200*800*800,128000000,1083649.67000002,285226294.33,567631041,853213400,1137784171,1419552685,1704919546.34,1989697345.67,2277891007,2560991605.33
200*1000*1000,200000000,-4275277.33999991,439448520.33,880177691.67,1320434195.33,1768076393.33,2202847560.33,2644154646,3081960370,3526391872.67,3970853725.67
400*400*400,64000000,5957973,150984009.67,297333498.33,442571487.67,587430373.67,734477129,880051736.67,1025815757.66,1170833637,1317800917.67
800*400*400,128000000,13002813.33,305135641.67,600625771,893776698.66,1186638137,1478751459.67,1775745725.66,2067369201,2360997886.67,2656908530.33
